Security,Mean_Return,Std_Return,Min_Return,Max_Return,Num_Periods,Block_ID,Cluster_ID,Start_Price_Avg,End_Price_Avg
DRFS,41300.00054389252,0.0,41300.00054389252,41300.00054389252,10,0,20,0.0199999995529651,8.279999923706054
COLCF,38734.95227535624,0.0,38734.95227535624,38734.95227535624,10,0,4,0.0010299999936250602,0.4000000059604645
SCAL,37439.999669671495,0.0,37439.999669671495,37439.999669671495,10,0,4,9.999999747378752e-05,0.03753999872133133
TSRR,36900.00029394867,0.0,36900.00029394867,36900.00029394867,10,0,4,9.999999747378752e-05,0.036999999359250045
ILUS,35399.998731074884,0.0,35399.998731074884,35399.998731074884,10,0,4,0.0010000000474973997,0.35500000417232513
ENMI,33840.000199361115,0.0,33840.000199361115,33840.000199361115,10,0,60,4.999999873689376e-05,0.016969999670982297
AGSS,33636.53894090793,0.0,33636.53894090793,33636.53894090793,10,0,13,0.02079999968409532,7.017199993133545
DVFI,30700.00154250278,0.0,30700.00154250278,30700.00154250278,10,0,55,9.999999747378752e-06,0.00308000007644293
MRVT,29900.001018633768,0.0,29900.00101863377,29900.00101863377,10,0,26,9.999999747378752e-06,0.003000000026077
HTHL,29900.000087311444,0.0,29900.000087311448,29900.000087311448,10,0,61,9.999999747378752e-05,0.0299999993294477
ROCLF,29333.332585015673,0.0,29333.332585015673,29333.332585015673,10,0,48,0.00033000000694296996,0.09712999957409915
OPORF,28915.543749421,0.0,28915.543749421,28915.543749421,10,0,61,0.0019300000276415998,0.5600000023841858
UREQF,27559.99930849445,0.0,27559.999308494447,27559.999308494447,10,0,36,0.0010000000474973997,0.2766000062227249
AECFF,24900.00007275912,0.0,24900.00007275912,24900.00007275912,10,0,61,9.999999747378752e-06,0.0024999999441206
AAPT,23414.286277654373,0.0,23414.286277654373,23414.286277654373,10,0,20,0.00010499999734746938,0.02468999996781345
FBCD,23095.000392537873,0.0,23095.000392537873,23095.000392537873,10,0,17,9.999999747378752e-05,0.023194999806582878
NSAV,23022.500170880987,0.0,23022.500170880987,23022.500170880987,10,0,4,0.00011999999915132126,0.027747000008821437
TKVR,22758.182171212127,0.0,22758.182171212127,22758.182171212127,10,0,38,0.0032999999821186005,0.7543200075626373
YTFD,22400.000502914383,0.0,22400.000502914383,22400.000502914383,10,0,61,0.0099999997764825,2.25
WWRL,21900.00043655746,0.0,21900.00043655746,21900.00043655746,10,0,62,9.999999747378752e-05,0.021999999880790704
EEENF,21194.00053769324,0.0,21194.00053769324,21194.00053769324,10,0,61,9.999999747378752e-05,0.02129399999976154
MDCE,20740.000701402296,0.0,20740.000701402296,20740.000701402296,10,0,11,9.999999747378752e-05,0.0208400001749396
