Security,Acquisition_Event_Count,Acquisition_Quality_Jump_Sum,Acquisition_Quality_Jump_Avg,Acquisition_Quality_Jump_Max,Acquisition_Final_Return_Mean,Acquisition_Final_Return_Median,Loss_Event_Count,Loss_Quality_Loss_Sum,Loss_Quality_Loss_Avg,Loss_Quality_Loss_Max,Loss_Final_Return_Mean,Loss_Final_Return_Median,Total_Event_Count,Net_Quality_Delta,Event_Balance_Ratio,Weighted_Avg_Final_Return,Quality_Momentum_Score,Unique_Clusters,Unique_Blocks,Events_Per_Block,Net_Quality_Delta_Percentile,Quality_Momentum_Score_Percentile,Weighted_Avg_Final_Return_Percentile,Acquisition_Quality_Jump_Avg_Percentile,Loss_Quality_Loss_Avg_Percentile,Event_Balance_Ratio_Percentile,Events_Per_Block_Percentile,Composite_Quality_Event_Rank
ADHLF,2.0,11.299036607506457,5.649518303753228,5.871072758489977,-62.96296475151128,-62.96296475151128,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.299036607506457,1.0,-62.96296475151128,-711.4208436444646,2,2,1.0,0.9198743126472899,0.007069913589945012,0.06441476826394343,0.14139827179890024,0.05734485467399843,0.94344069128044,0.5003927729772192,0.4611940298507463
AGTT,2.0,13.416893663889383,6.708446831944691,7.599741560329511,-91.3150685749408,-91.3150685749408,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.416893663889383,1.0,-91.3150685749408,-1225.1645649807476,2,2,1.0,0.9552238805970149,0.0007855459544383347,0.025923016496465043,0.3032207384131972,0.05734485467399843,0.94344069128044,0.5003927729772192,0.4607619795758052
AUSDF,2.0,15.965509297345454,7.982754648672727,9.318031227170016,-49.16813588263509,-49.16813588263509,2.0,11.836373117450638,5.918186558725319,6.292007865927035,-49.16813588263509,-49.16813588263509,4.0,4.129136179894816,0.5,-49.16813588263509,0.0,4,4,1.0,0.6779261586802828,0.48978790259230165,0.09819324430479183,0.5263157894736842,0.206598586017282,0.49410840534171246,0.5003927729772192,0.4607423409269442
AC,1.0,7.199872785122383,7.199872785122383,7.199872785122383,0.0,0.0,1.0,8.403234825999052,8.403234825999052,8.403234825999052,0.0,0.0,2.0,-1.2033620408766685,0.5,0.0,-0.0,2,2,1.0,0.42969363707776903,0.48978790259230165,0.40769835035349566,0.39120188531029065,0.6158680282796544,0.49410840534171246,0.5003927729772192,0.46058523173605653
AREN,1.0,8.890394459500152,8.890394459500152,8.890394459500152,-46.51474574451312,-46.51474574451312,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.890394459500152,1.0,-46.51474574451312,-413.53443785207776,1,1,1.0,0.8664571877454831,0.02513747054202671,0.10526315789473684,0.6590730557737627,0.05734485467399843,0.94344069128044,0.5003927729772192,0.4605263157894737
AHPIQ,1.0,5.733082706766917,5.733082706766917,5.733082706766917,422.1295229352187,422.1295229352187,2.0,12.935402231067865,6.467701115533933,7.856037151702786,422.1295229352187,422.1295229352187,3.0,-7.202319524300949,0.3333333333333333,422.12952293521874,-0.0,3,3,1.0,0.19795758051846032,0.48978790259230165,0.9402985074626866,0.15239591516103693,0.2992930086410055,0.16732128829536527,0.5003927729772192,0.4601531814611155
ASDZF,1.0,8.630087209302326,8.630087209302326,8.630087209302326,-16.415695088079037,-16.415695088079037,1.0,6.843090082865544,6.843090082865544,6.843090082865544,-16.415695088079037,-16.415695088079037,2.0,1.7869971264367823,0.5,-16.415695088079037,0.0,2,2,1.0,0.5828750981932443,0.48978790259230165,0.2128829536527887,0.6197957580518461,0.36606441476826396,0.49410840534171246,0.5003927729772192,0.459917517674784
ASGN,2.0,20.111539634798543,10.055769817399272,14.797687861271676,89.09301729579812,89.09301729579812,3.0,26.203756273295298,8.734585424431765,12.948717948717947,89.09301729579812,89.09301729579812,5.0,-6.092216638496755,0.4,89.09301729579812,-0.0,5,5,1.0,0.2498036135113904,0.48978790259230165,0.802827965435978,0.795758051846033,0.6567164179104478,0.2584446190102121,0.5003927729772192,0.4592890809112334
AMPH,1.0,6.951481126477703,6.951481126477703,6.951481126477703,-4.062109003680075,-4.062109003680075,1.0,6.338322396716557,6.338322396716557,6.338322396716557,-4.062109003680075,-4.062109003680075,2.0,0.613158729761146,0.5,-4.062109003680075,0.0,2,2,1.0,0.5263157894736842,0.48978790259230165,0.27965435978004716,0.3448546739984289,0.2741555380989788,0.49410840534171246,0.5003927729772192,0.45913197172034564
AVXT,3.0,19.585921760138046,6.528640586712682,6.846846846846847,-89.30817660457579,-89.30817660457579,2.0,17.641589843159057,8.820794921579528,10.46470999301188,-89.30817660457579,-89.30817660457579,5.0,1.9443319169789888,0.6,-89.30817660457578,0.0,4,5,1.0,0.593872741555381,0.48978790259230165,0.029850746268656716,0.28043990573448546,0.6700706991358995,0.7128829536527886,0.5003927729772192,0.45887666928515314
BDN,1.0,5.247302158273381,5.247302158273381,5.247302158273381,-7.893492166909574,-7.893492166909574,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.247302158273381,1.0,-7.893492166909574,-41.41953848373864,1,1,1.0,0.7172034564021995,0.04320502749410841,0.25765907305577374,0.08955223880597014,0.05734485467399843,0.94344069128044,0.5003927729772192,0.4582089552238806
ALSSF,3.0,24.182278142337633,8.060759380779212,12.890247007894065,-20.27807326099814,-20.27807326099814,2.0,24.647940025193826,12.323970012596913,14.380687897476584,-20.27807326099814,-20.27807326099814,5.0,-0.4656618828561925,0.6,-20.27807326099814,-0.0,5,5,1.0,0.4579732914375491,0.48978790259230165,0.19560094265514533,0.5420267085624509,0.9198743126472899,0.7128829536527886,0.5003927729772192,0.45805184603299287
BCSO,2.0,16.117202501772915,8.058601250886458,8.873303083960455,-6.666666666666667,-6.666666666666667,2.0,15.438513394570563,7.719256697285282,9.022153167602246,-6.666666666666667,-6.666666666666667,4.0,0.6786891072023522,0.5,-6.666666666666667,0.0,3,4,1.0,0.5326001571091908,0.48978790259230165,0.26472898664571876,0.5412411626080126,0.5153181461115475,0.49410840534171246,0.5003927729772192,0.4577179890023566
ASHI,1.0,9.061283223294396,9.061283223294396,9.061283223294396,-44.444445824181535,-44.444445824181535,1.0,5.459770114942527,5.459770114942527,5.459770114942527,-44.444445824181535,-44.444445824181535,2.0,3.6015131083518686,0.5,-44.444445824181535,0.0,2,2,1.0,0.6543597800471328,0.48978790259230165,0.11076197957580518,0.6842105263157895,0.15082482325216026,0.49410840534171246,0.5003927729772192,0.45736449332285944
AGAE,1.0,16.1247890530442,16.1247890530442,16.1247890530442,0.0,0.0,2.0,13.567343393002322,6.783671696501161,7.0651826264952335,0.0,0.0,3.0,2.5574456600418785,0.3333333333333333,0.0,0.0,3,3,1.0,0.6119402985074627,0.48978790259230165,0.40769835035349566,0.9815396700706991,0.3582089552238806,0.16732128829536527,0.5003927729772192,0.4571288295365279
AVSFY,1.0,6.863207547169811,6.863207547169811,6.863207547169811,-24.66185011375856,-24.66185011375856,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.863207547169811,1.0,-24.66185011375856,-169.2593958279184,1,1,1.0,0.7894736842105263,0.032992930086410056,0.1743912018853103,0.3307148468185389,0.05734485467399843,0.94344069128044,0.5003927729772192,0.457069913589945
ALSN,1.0,6.503323117187232,6.503323117187232,6.503323117187232,-22.16888471378055,-22.16888471378055,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.503323117187232,1.0,-22.16888471378055,-144.1714204413877,1,1,1.0,0.7776904948939513,0.03456402199528672,0.1861743912018853,0.2741555380989788,0.05734485467399843,0.94344069128044,0.5003927729772192,0.45687352710133544
ALRM,1.0,7.023089609675646,7.023089609675646,7.023089609675646,0.0,0.0,1.0,8.574194684034499,8.574194684034499,8.574194684034499,0.0,0.0,2.0,-1.551105074358853,0.5,0.0,-0.0,2,2,1.0,0.4147682639434407,0.48978790259230165,0.40769835035349566,0.35742340926944227,0.6370777690494894,0.49410840534171246,0.5003927729772192,0.4568538884524745
AJMPF,2.0,16.321760712823508,8.160880356411754,11.13699012526606,-26.299118096408986,-26.299118096408986,2.0,13.804650617762285,6.902325308881142,8.342274678111588,-26.299118096408986,-26.299118096408986,4.0,2.5171100950612235,0.5,-26.299118096408986,0.0,4,4,1.0,0.6103692065985861,0.48978790259230165,0.16260801256873528,0.5593087195600943,0.3786331500392773,0.49410840534171246,0.5003927729772192,0.4567360565593087
BDRBF,1.0,13.193717277486911,13.193717277486911,13.193717277486911,35.749185667752435,35.749185667752435,2.0,15.333333333333332,7.666666666666666,8.461538461538462,35.749185667752435,35.749185667752435,3.0,-2.139616055846421,0.3333333333333333,35.749185667752435,-0.0,3,3,1.0,0.39473684210526316,0.48978790259230165,0.6763550667714061,0.9367635506677141,0.5062843676355067,0.16732128829536527,0.5003927729772192,0.45655930871956013
AROC,1.0,11.678447798257782,11.678447798257782,11.678447798257782,-14.35124018291883,-14.35124018291883,1.0,10.486645193803543,10.486645193803543,10.486645193803543,-14.35124018291883,-14.35124018291883,2.0,1.1918026044542387,0.5,-14.35124018291883,0.0,2,2,1.0,0.5600942655145326,0.48978790259230165,0.22388059701492538,0.8931657501963864,0.826394344069128,0.49410840534171246,0.5003927729772192,0.4564218381775334
BDRAF,1.0,13.193717277486911,13.193717277486911,13.193717277486911,35.212355212355206,35.212355212355206,2.0,15.333333333333332,7.666666666666666,8.461538461538462,35.212355212355206,35.212355212355206,3.0,-2.139616055846421,0.3333333333333333,35.212355212355206,-0.0,3,3,1.0,0.39473684210526316,0.48978790259230165,0.6747839748625295,0.9367635506677141,0.5062843676355067,0.16732128829536527,0.5003927729772192,0.45624509033778476
AXTG,2.0,22.613375293875798,11.306687646937899,11.767554479418887,6053.799748193983,6053.799748193983,3.0,33.883588115455254,11.294529371818419,17.580362171545914,6053.799748193983,6053.799748193983,5.0,-11.270212821579456,0.4,6053.799748193984,-0.0,5,5,1.0,0.08562450903377848,0.48978790259230165,0.99057344854674,0.8790259230164965,0.8735271013354281,0.2584446190102121,0.5003927729772192,0.4557934014139828
