simulation_id,start_timepoint,final_value,final_return,num_timepoints_active,max_concurrent_positions,avg_capital_utilization
383,4,25635.617853018277,1.5635617853018278,244,23,0.9449646864016528
384,1,19298.8452981144,0.92988452981144,245,22,0.944941405905529
385,1,19298.8452981144,0.92988452981144,245,22,0.944941405905529
386,1,19298.8452981144,0.92988452981144,245,22,0.944941405905529
387,4,25635.617853018277,1.5635617853018278,244,23,0.9449646864016528
388,1,19298.8452981144,0.92988452981144,245,22,0.944941405905529
389,2,29223.95025976879,1.922395025976879,245,22,0.9427750361429809
390,1,19298.8452981144,0.92988452981144,245,22,0.944941405905529
391,1,19298.8452981144,0.92988452981144,245,22,0.944941405905529
393,2,29223.95025976879,1.922395025976879,245,22,0.9427750361429809
392,2,29223.95025976879,1.922395025976879,245,22,0.9427750361429809
394,2,29223.95025976879,1.922395025976879,245,22,0.9427750361429809
395,1,19298.8452981144,0.92988452981144,245,22,0.944941405905529
396,2,29223.95025976879,1.922395025976879,245,22,0.9427750361429809
397,5,25992.701594794733,1.5992701594794734,243,24,0.9476283459323586
399,2,29223.95025976879,1.922395025976879,245,22,0.9427750361429809
398,2,29223.95025976879,1.922395025976879,245,22,0.9427750361429809
401,5,25992.701594794733,1.5992701594794734,243,24,0.9476283459323586
400,5,25992.701594794733,1.5992701594794734,243,24,0.9476283459323586
402,5,25992.701594794733,1.5992701594794734,243,24,0.9476283459323586
403,2,29223.95025976879,1.922395025976879,245,22,0.9427750361429809
404,5,25992.701594794733,1.5992701594794734,243,24,0.9476283459323586
406,5,25992.701594794733,1.5992701594794734,243,24,0.9476283459323586
408,2,16713.195276920156,0.6713195276920156,245,22,0.9430110993827205
405,2,16713.195276920156,0.6713195276920156,245,22,0.9430110993827205
409,2,16713.195276920156,0.6713195276920156,245,22,0.9430110993827205
407,5,25992.701594794733,1.5992701594794734,243,24,0.9476283459323586
410,2,16713.195276920156,0.6713195276920156,245,22,0.9430110993827205
411,5,25992.701594794733,1.5992701594794734,243,24,0.9476283459323586
412,2,16713.195276920156,0.6713195276920156,245,22,0.9430110993827205
413,2,16713.195276920156,0.6713195276920156,245,22,0.9430110993827205
417,2,16713.195276920156,0.6713195276920156,245,22,0.9430110993827205
414,4,20095.095252866187,1.0095095252866186,244,23,0.9441654847267192
416,4,20095.095252866187,1.0095095252866186,244,23,0.9441654847267192
415,4,20095.095252866187,1.0095095252866186,244,23,0.9441654847267192
418,4,20095.095252866187,1.0095095252866186,244,23,0.9441654847267192
420,4,20095.095252866187,1.0095095252866186,244,23,0.9441654847267192
419,2,16713.195276920156,0.6713195276920156,245,22,0.9430110993827205
421,4,20095.095252866187,1.0095095252866186,244,23,0.9441654847267192
422,4,20095.095252866187,1.0095095252866186,244,23,0.9441654847267192
424,3,50883.081999884045,4.088308199988404,245,28,0.9426044872118642
423,3,50883.081999884045,4.088308199988404,245,28,0.9426044872118642
428,4,20095.095252866187,1.0095095252866186,244,23,0.9441654847267192
425,3,50883.081999884045,4.088308199988404,245,28,0.9426044872118642
426,3,50883.081999884045,4.088308199988404,245,28,0.9426044872118642
427,3,50883.081999884045,4.088308199988404,245,28,0.9426044872118642
430,3,50883.081999884045,4.088308199988404,245,28,0.9426044872118642
431,2,12506.758757262658,0.2506758757262658,245,22,0.9452567028825243
429,3,50883.081999884045,4.088308199988404,245,28,0.9426044872118642
432,2,12506.758757262658,0.2506758757262658,245,22,0.9452567028825243
433,3,50883.081999884045,4.088308199988404,245,28,0.9426044872118642
434,2,12506.758757262658,0.2506758757262658,245,22,0.9452567028825243
435,2,12506.758757262658,0.2506758757262658,245,22,0.9452567028825243
436,2,12506.758757262658,0.2506758757262658,245,22,0.9452567028825243
438,1,33463.04256121307,2.346304256121307,245,26,0.9440090379089284
439,2,12506.758757262658,0.2506758757262658,245,22,0.9452567028825243
437,2,12506.758757262658,0.2506758757262658,245,22,0.9452567028825243
441,2,12506.758757262658,0.2506758757262658,245,22,0.9452567028825243
440,1,33463.04256121307,2.346304256121307,245,26,0.9440090379089284
443,1,33463.04256121307,2.346304256121307,245,26,0.9440090379089284
444,1,33463.04256121307,2.346304256121307,245,26,0.9440090379089284
442,1,33463.04256121307,2.346304256121307,245,26,0.9440090379089284
446,1,33463.04256121307,2.346304256121307,245,26,0.9440090379089284
445,5,25877.85048445211,1.587785048445211,243,23,0.9479382324435699
448,1,33463.04256121307,2.346304256121307,245,26,0.9440090379089284
447,1,33463.04256121307,2.346304256121307,245,26,0.9440090379089284
449,5,25877.85048445211,1.587785048445211,243,23,0.9479382324435699
450,5,25877.85048445211,1.587785048445211,243,23,0.9479382324435699
452,5,25877.85048445211,1.587785048445211,243,23,0.9479382324435699
451,5,25877.85048445211,1.587785048445211,243,23,0.9479382324435699
454,3,22857.34042330012,1.285734042330012,245,23,0.9468116034110309
453,5,25877.85048445211,1.587785048445211,243,23,0.9479382324435699
455,5,25877.85048445211,1.587785048445211,243,23,0.9479382324435699
456,5,25877.85048445211,1.587785048445211,243,23,0.9479382324435699
458,3,22857.34042330012,1.285734042330012,245,23,0.9468116034110309
457,3,22857.34042330012,1.285734042330012,245,23,0.9468116034110309
459,3,22857.34042330012,1.285734042330012,245,23,0.9468116034110309
460,3,22857.34042330012,1.285734042330012,245,23,0.9468116034110309
461,2,19247.320350384318,0.9247320350384318,245,22,0.9461637592082359
462,3,22857.34042330012,1.285734042330012,245,23,0.9468116034110309
463,3,22857.34042330012,1.285734042330012,245,23,0.9468116034110309
465,2,19247.320350384318,0.9247320350384318,245,22,0.9461637592082359
464,3,22857.34042330012,1.285734042330012,245,23,0.9468116034110309
466,2,19247.320350384318,0.9247320350384318,245,22,0.9461637592082359
468,2,19247.320350384318,0.9247320350384318,245,22,0.9461637592082359
467,2,19247.320350384318,0.9247320350384318,245,22,0.9461637592082359
469,5,14892.807652845762,0.4892807652845762,243,21,0.9454520923617838
470,2,19247.320350384318,0.9247320350384318,245,22,0.9461637592082359
471,2,19247.320350384318,0.9247320350384318,245,22,0.9461637592082359
473,2,19247.320350384318,0.9247320350384318,245,22,0.9461637592082359
472,5,14892.807652845762,0.4892807652845762,243,21,0.9454520923617838
474,5,14892.807652845762,0.4892807652845762,243,21,0.9454520923617838
476,5,14892.807652845762,0.4892807652845762,243,21,0.9454520923617838
475,5,14892.807652845762,0.4892807652845762,243,21,0.9454520923617838
477,4,52289.40450528907,4.228940450528907,244,28,0.9456559363453924
478,5,14892.807652845762,0.4892807652845762,243,21,0.9454520923617838
480,5,14892.807652845762,0.4892807652845762,243,21,0.9454520923617838
481,4,52289.40450528907,4.228940450528907,244,28,0.9456559363453924
479,5,14892.807652845762,0.4892807652845762,243,21,0.9454520923617838
483,4,52289.40450528907,4.228940450528907,244,28,0.9456559363453924
482,4,52289.40450528907,4.228940450528907,244,28,0.9456559363453924
484,4,52289.40450528907,4.228940450528907,244,28,0.9456559363453924
485,3,17579.043204676847,0.7579043204676847,245,22,0.944885474037491
487,4,52289.40450528907,4.228940450528907,244,28,0.9456559363453924
486,4,52289.40450528907,4.228940450528907,244,28,0.9456559363453924
489,4,52289.40450528907,4.228940450528907,244,28,0.9456559363453924
488,3,17579.043204676847,0.7579043204676847,245,22,0.944885474037491
490,3,17579.043204676847,0.7579043204676847,245,22,0.944885474037491
491,3,17579.043204676847,0.7579043204676847,245,22,0.944885474037491
492,3,17579.043204676847,0.7579043204676847,245,22,0.944885474037491
493,4,13924.196756453764,0.39241967564537644,244,21,0.9460539304437617
495,3,17579.043204676847,0.7579043204676847,245,22,0.944885474037491
494,3,17579.043204676847,0.7579043204676847,245,22,0.944885474037491
497,4,13924.196756453764,0.39241967564537644,244,21,0.9460539304437617
496,3,17579.043204676847,0.7579043204676847,245,22,0.944885474037491
498,4,13924.196756453764,0.39241967564537644,244,21,0.9460539304437617
499,4,13924.196756453764,0.39241967564537644,244,21,0.9460539304437617
500,4,13924.196756453764,0.39241967564537644,244,21,0.9460539304437617
501,5,17681.81763852991,0.7681817638529909,243,22,0.9453400007268539
503,4,13924.196756453764,0.39241967564537644,244,21,0.9460539304437617
502,4,13924.196756453764,0.39241967564537644,244,21,0.9460539304437617
504,5,17681.81763852991,0.7681817638529909,243,22,0.9453400007268539
505,4,13924.196756453764,0.39241967564537644,244,21,0.9460539304437617
506,5,17681.81763852991,0.7681817638529909,243,22,0.9453400007268539
507,5,17681.81763852991,0.7681817638529909,243,22,0.9453400007268539
508,5,17681.81763852991,0.7681817638529909,243,22,0.9453400007268539
511,5,17681.81763852991,0.7681817638529909,243,22,0.9453400007268539
509,3,17588.540012142254,0.7588540012142253,245,21,0.9431257163458232
512,3,17588.540012142254,0.7588540012142253,245,21,0.9431257163458232
510,5,17681.81763852991,0.7681817638529909,243,22,0.9453400007268539
514,3,17588.540012142254,0.7588540012142253,245,21,0.9431257163458232
513,5,17681.81763852991,0.7681817638529909,243,22,0.9453400007268539
515,3,17588.540012142254,0.7588540012142253,245,21,0.9431257163458232
516,3,17588.540012142254,0.7588540012142253,245,21,0.9431257163458232
