security,block,model_proba,position_size,final_value,pnl,return_pct,binding_constraint,capital_cap,volume_cap,security_limit,days_held
KAYS,8,0.6134245042901074,801.3017215153118,275.8222210702727,-525.4795004450391,-65.57823181152344,volume,49806763.08644083,801.3017215153118,49806763.08644083,500
TRBO,9,0.6130126292934918,49792785.94021526,49792785.94021526,0.0,0.0,capital,49792785.94021526,22259765732.011265,49792785.94021526,500
NCPCF,8,0.6129317850710221,729.0311242715205,125.6950175902166,-603.3361066813039,-82.75862121582031,volume,49788126.89147341,729.0311242715205,49788126.89147341,500
CAPC,8,0.6125773983684211,957.7653111269176,13.876460885133724,-943.8888502417839,-98.55116271972656,volume,49778808.67332249,957.7653111269176,49778808.67332249,500
MEDVF,8,0.6123863344001987,218.77497326763535,56.1544074317178,-162.62056583591755,-74.33234405517578,volume,49774149.46985814,218.77497326763535,49774149.46985814,500
BAYP,9,0.6116035927746714,2016.3281482962493,109.98150739186235,-1906.346640904387,-94.5454559326172,volume,49760171.81067893,2016.3281482962493,49760171.81067893,500
GPGC,8,0.610127422167535,1144.4871822079574,102.915131877146,-1041.5720503308114,-91.00775146484376,volume,49732215.34851251,1144.4871822079574,49732215.34851251,500
DBMM,8,0.6100058020647523,1841.057944904302,1112.0719966022923,-728.9859483020098,-39.59603500366211,volume,49727555.83399423,1841.057944904302,49727555.83399423,500
EAPH,9,0.609989120273331,648.3918088833631,648.3918088833631,0.0,0.0,volume,49722896.24657736,648.3918088833631,49722896.24657736,500
HUDRF,10,0.6097069644485761,114.16646592970102,61.13811014181833,-53.02835578788269,-46.44827651977539,volume,49718236.659160495,114.16646592970102,49718236.659160495,500
