Strategy,Description,Mean_Return,Median_Return,Std_Return,Min_Return,Max_Return,Prob_Profit,Prob_Loss_10pct,Prob_Gain_20pct,VaR_5pct,VaR_1pct
random_sample,Random sampling of trades,0.06321820425880548,0.03758034257749405,0.22007769789056492,-0.2507480715578219,2.0356209828667113,0.642,0.096,0.096,-0.12488910211654257,-0.22590626467649053
sequential_chunks,Sequential chunks of trades over time,0.030497209332549163,0.020047715705541487,0.1399892418805411,-0.20564510880594125,1.1890009361689307,0.65,0.04,0.035,-0.08895807094695957,-0.1582428594135832
timepoint_windows,Random timepoint windows,0.12737803450018922,0.10788179735646372,0.13681916912148864,-0.20802576905407233,0.7852837065838681,0.878,0.016,0.168,-0.06413866599243447,-0.12820910090998533
all_trades,Use all available trades,1.400852107289978,1.400852107289978,0.0,1.400852107289978,1.400852107289978,1.0,0.0,1.0,1.400852107289978,1.400852107289978
