total_capital,final_equity,total_deployed,total_pnl,total_return_pct,n_positions,avg_position_size,median_position_size,max_position_size,capital_constrained_pct,volume_constrained_pct,win_rate_pct,avg_return_pct,median_return_pct
1000000,351216306.9813333,2086699501.3893127,350216306.98133284,35021.63069813333,5231,398910.24687235954,8260.585372120953,17198567.80923908,9.539285031542725,90.46071496845728,46.49206652647677,14.393784892844005,-2.601832151412964
5000000,367076046.87330586,2169542441.3251805,362076046.8733057,7241.520937466117,5231,414747.16905470856,8260.585372120953,17974422.064053245,8.373160007646721,91.62683999235328,46.49206652647677,14.393784892844005,-2.601832151412964
10000000,384453788.59431374,2259665547.0563006,374453788.5943138,3744.537885943137,5231,431975.82623901754,8260.585372120953,18824536.56436292,7.187918180080291,92.81208181991971,46.49206652647677,14.393784892844005,-2.601832151412964
25000000,418177407.8623541,2431549370.2600145,393177407.86235464,1572.7096314494163,5231,464834.51926209417,8260.585372120953,20474287.04419805,5.486522653412349,94.51347734658765,46.49206652647677,14.393784892844005,-2.601832151412964
50000000,466366895.1844838,2651993642.8968887,416366895.18448496,832.7337903689676,5231,506976.41806478467,8260.585372120953,22831703.9394847,4.03364557445995,95.96635442554005,46.49206652647677,14.393784892844005,-2.601832151412964
100000000,555199252.1021342,2989798045.5855594,455199252.10213375,455.1992521021342,5231,571553.8225168341,8260.585372120953,27177359.19922915,2.886637354234372,97.11336264576563,46.49206652647677,14.393784892844005,-2.601832151412964
250000000,742752313.525961,3569853231.1432443,492752313.52596307,197.10092541038443,5231,682441.8335200237,8260.585372120953,36352405.05119493,1.4146434716115466,98.58535652838846,46.49206652647677,14.393784892844005,-2.601832151412964
500000000,934900899.2882794,4076955835.605887,434900899.2882803,86.98017985765588,5231,779383.6428227656,8260.585372120953,45752262.73080772,1.0323073982030204,98.96769260179697,46.49206652647677,14.393784892844005,-2.601832151412964
1000000000,1301083819.6585186,4765563359.131115,301083819.65851307,30.108381965851855,5231,911023.3911548681,8260.585372120953,61615840.939107,0.5161536991015102,99.48384630089849,46.49206652647677,14.393784892844005,-2.601832151412964
