Security,Mean_Return,Std_Return,Min_Return,Max_Return,Num_Periods,Block_ID,Cluster_ID,Start_Price_Avg,End_Price_Avg,Unique_Clusters,Stability_Score
RBSY,64908.3363164841,0.0,64908.3363164841,64908.3363164841,10,0,45,0.0001199999969685,0.0780100016090727,8,0.125
GRGG,63899.99999999998,0.0,63899.99999999998,63899.99999999998,10,0,48,9.999999747378752e-06,0.0063999998383223,9,0.1111111111111111
GRXXF,63552.63065403581,0.0,63552.630654035805,63552.630654035805,10,0,61,0.0001900000024761,0.1209399998188018,10,0.1
SFWJ,61530.00234213077,0.0,61530.00234213077,61530.00234213077,10,0,33,9.999999747378752e-05,0.0616300007852259,10,0.1
PECD,59900.002037267535,0.0,59900.00203726754,59900.00203726754,10,0,53,9.999999747378752e-06,0.006000000052154,10,0.1
KRTL,53730.00100044419,0.0,53730.00100044418,53730.00100044418,10,0,35,9.999999747378752e-05,0.0538299996405839,10,0.1
TIPS,50840.00155268935,0.0,50840.00155268935,50840.00155268935,10,0,38,9.999999747378752e-05,0.0509400002658366,8,0.125
TEXG,49900.00014551824,0.0,49900.00014551824,49900.00014551824,10,0,0,9.999999747378752e-06,0.0049999998882412,8,0.125
IVBT,49899.99956538334,0.0,49899.99956538334,49899.99956538334,10,0,61,0.006000000052154,3.0,9,0.1111111111111111
CYBL,49235.0011652446,0.0,49235.0011652446,49235.0011652446,10,0,62,9.999999747378752e-05,0.0493349999189376,10,0.1
AVVH,48100.00092259141,0.0,48100.00092259141,48100.00092259141,10,0,54,9.999999747378752e-05,0.0481999997049569,9,0.1111111111111111
RIVT,46900.00050931689,0.0,46900.00050931689,46900.00050931689,10,0,62,9.999999747378752e-06,0.0046999999321997,10,0.1
GVSI,45760.00036816341,0.0,45760.00036816341,45760.00036816341,10,0,8,9.999999747378752e-05,0.0458599992096423,10,0.1
NRCD,44900.002924935,0.0,44900.002924935,44900.002924935,10,0,28,9.999999747378752e-05,0.0450000017881393,10,0.1
BLITF,43471.4311468241,0.0,43471.4311468241,43471.4311468241,10,0,29,0.0006999999750405,0.3050000071525574,9,0.1111111111111111
SRNW,42567.08483052923,0.0,42567.08483052923,42567.08483052923,10,0,2,0.0002399999939369,0.1024010010063648,10,0.1
AHELF,41896.99921660295,0.0,41896.99921660295,41896.99921660295,10,0,59,0.003000000026077,1.259909987449646,9,0.1111111111111111
DRFS,41300.00054389252,0.0,41300.00054389252,41300.00054389252,10,0,20,0.0199999995529651,8.279999923706054,9,0.1111111111111111
COLCF,38734.95227535624,0.0,38734.95227535624,38734.95227535624,10,0,4,0.001029999993625,0.4000000059604645,10,0.1
