Security,Block,Winner,Future_Return,Event_Type,Avg_Price,Median_Price,Avg_Volume,Median_Volume,Price_Volatility
A,7,True,44.052483,DROP,44.8197,45.475,1993537.0,1766500.0,0.05316395
A,8,True,31.800186,DROP,46.8909,46.575,2014662.5,1818250.0,0.04760284
A,20,True,46.264805,DROP,72.4513,71.695,2433252.5,2159350.0,0.0757707
A,25,True,58.48645,DROP,81.925446,82.18,1994190.5,1789950.0,0.08647044
A,28,True,18.1685,DROP,105.69455,103.649994,1594047.5,1407350.0,0.12425207
A,31,False,-13.307542,DROP,140.3888,134.025,1641127.0,1484850.0,0.12618181
A,32,False,-0.7445786,DROP,148.51076,150.125,1608911.0,1456100.0,0.10237267
A,33,True,3.280601,DROP,151.92505,151.675,1721124.0,1521350.0,0.079762064
A,6,True,44.277966,ACQ,42.95515,44.445,2080174.5,1792600.0,0.09016393
A,19,True,20.694244,ACQ,71.7378,70.46,2368801.5,2101100.0,0.08087012
A,24,True,57.569458,ACQ,77.7217,77.06,2150565.5,1913250.0,0.07785143
A,27,True,28.158812,ACQ,93.5076,96.345,1798555.0,1551600.0,0.14967011
A,30,False,-16.348988,ACQ,126.65814,125.835,1670819.0,1484850.0,0.102984965
AA,7,True,86.853966,DROP,24.891977,24.22224,8352115.46,7391448.0,0.112696856
AA,9,True,47.73069,DROP,30.058506,31.060001,6022787.47,4816679.0,0.16638437
AA,10,True,7.9332976,DROP,32.617233,32.945,4745815.01,3824150.0,0.112293154
AA,14,False,-52.71618,DROP,47.54675,47.39,4170260.5,3696250.0,0.10202791
AA,28,True,191.14857,DROP,16.372448,14.49,6517549.5,5731750.0,0.31161028
AA,33,False,-35.227413,DROP,48.7973,47.555,8065240.5,7079100.0,0.23002195
AA,35,False,-27.03665,DROP,61.195255,59.21,7863457.0,6844100.0,0.23632917
AA,6,True,123.35324,ACQ,22.770428,23.0688,10587643.785,9206450.5,0.10693152
AA,8,True,31.628033,ACQ,27.813105,25.427746,6879435.235,5710070.5,0.18745773
AA,12,False,-50.62187,ACQ,38.97215,37.46,3998786.5,3637700.0,0.15915875
AA,13,False,-37.771095,ACQ,43.35275,44.690002,3948369.0,3573800.0,0.157032
AA,27,True,145.76584,ACQ,12.454651,12.440001,7408839.5,6799650.0,0.35137907
AA,32,False,-19.56317,ACQ,41.15245,40.075,7756353.0,6728750.0,0.16632546
AA,34,False,-39.36225,ACQ,59.410103,54.395,8008380.0,7070900.0,0.26008204
AAALY,30,True,27.069828,DROP,24.273203,26.24,7.875,0.0,0.15225545
AAALY,31,True,22.390205,DROP,26.3932,27.78,7.875,0.0,0.09293918
AAALY,36,True,1.9117693,DROP,34.25625,35.3,21.425,0.0,0.035901234
AAALY,37,False,0.0,DROP,34.523,35.3,18.025,0.0,0.028543847
AAALY,28,True,23.094511,ACQ,20.4804,19.3,8.505,0.0,0.12097203
AAALY,29,True,27.069828,ACQ,22.1532,19.3,4.445,0.0,0.1580926
AAALY,34,False,-1.8413533,ACQ,31.796001,32.3,31.17,0.0,0.08133718
AAALY,35,False,-1.8413533,ACQ,33.675995,33.45,31.17,0.0,0.04373158
AABB,1,True,66.67527,DROP,0.015414295,0.014528,2061.845,0.0,0.22902663
AABB,6,False,-85.00335,DROP,0.01128327,0.00862,971.155,0.0,0.44871432
AABB,13,True,82.01856,DROP,0.0032395301,0.002905,1141.34,0.0,0.29942498
AABB,16,False,-88.777824,DROP,0.026303042,0.016368,80625.735,9446.0,0.90920645
AABB,17,False,-73.64334,DROP,0.03244035,0.029057,112241.845,49014.5,0.6592235
AABB,27,True,3776.2178,DROP,0.0032443851,0.0030505,22209712.32,10880837.5,0.44268888
AABB,29,False,-57.237137,DROP,0.07941673,0.0069004996,55832038.915,29387829.0,1.4379706
AABB,30,False,-42.69948,DROP,0.113408454,0.113267004,49660241.6,26849884.0,0.9516301
AABB,31,False,-64.088844,DROP,0.14138745,0.122574,49233302.44,23984577.0,0.62616044
AABB,32,False,-83.573586,DROP,0.16152278,0.1425245,33502139.785,19892462.0,0.37967902
AABB,5,False,-66.29931,ACQ,0.009186269,0.008232,3976.605,0.0,0.3992219
AABB,12,True,158.03386,ACQ,0.003092755,0.002905,848.13,0.0,0.18649265
AABB,14,False,-11.643967,ACQ,0.00519873,0.002905,5899.855,0.0,0.7193625
AABB,15,False,-92.80073,ACQ,0.012512689,0.007506,47781.29,0.0,1.1758366
AABB,26,True,2775.2195,ACQ,0.003010335,0.0026874999,18333595.28,6309567.5,0.47564983
AABB,28,False,-36.82392,ACQ,0.02420128,0.003971,46621813.15,22366143.0,2.8891866
AABVF,6,True,8.333332,DROP,0.113649994,0.12,33429.5,2000.0,0.19289172
AABVF,7,True,27.272728,DROP,0.121400006,0.12,35621.0,5000.0,0.10249118
AABVF,8,True,50.000008,DROP,0.119049996,0.12,20461.5,3000.0,0.07224213
AABVF,29,False,-61.11111,DROP,0.11395001,0.065,32143.5,5000.0,0.8135895
AABVF,31,False,-75.0,DROP,0.18685001,0.18,29596.5,7300.0,0.30277586
AABVF,4,False,-9.090907,ACQ,0.09630001,0.09,23005.0,0.0,0.20854612
AABVF,5,False,-15.384613,ACQ,0.10569999,0.1,29823.0,1000.0,0.21429676
AABVF,25,True,340.0,ACQ,0.029499998,0.03,9584.5,0.0,0.3870973
AABVF,26,True,300.0,ACQ,0.032,0.03,13494.0,0.0,0.3875111
AABVF,27,True,42.857143,ACQ,0.03345,0.03,13264.0,0.0,0.38683572
AABVF,28,False,-64.28572,ACQ,0.0727,0.04,31909.0,1900.0,1.032727
AABVF,30,False,-77.27273,ACQ,0.157,0.17,29147.5,6400.0,0.561662
AACAF,1,True,53.616356,DROP,5.98665,5.94,633.5,0.0,0.088202775
AACAF,4,True,23.28767,DROP,6.60735,6.58,1295.0,0.0,0.09440461
AACAF,7,True,102.82485,DROP,8.91285,8.765,1558.5,0.0,0.14227758
AACAF,13,False,-70.10979,DROP,16.7833,17.654999,1743.0,200.0,0.18149693
AACAF,32,False,-38.87468,DROP,5.2607503,5.02,404.0,0.0,0.19025096
AACAF,3,True,52.387844,ACQ,6.14735,6.28,911.5,0.0,0.09527323
AACAF,6,True,81.6786,ACQ,8.271951,7.96,1930.0,0.0,0.19723904
AACAF,11,False,-51.492958,ACQ,12.898999,12.45,802.0,0.0,0.20447005
AACAF,12,False,-69.1365,ACQ,15.174299,14.22,1575.5,0.0,0.22113508
AACAF,31,False,-59.47712,ACQ,5.6370997,5.41,347.0,0.0,0.1355601
AACAY,1,True,60.04397,DROP,5.9836354,5.99,23240.0,11000.0,0.08620815
AACAY,4,True,31.155851,DROP,6.6184254,6.5745,67915.0,22000.0,0.09356089
AACAY,7,True,97.69937,DROP,8.881395,8.8615,39315.0,18500.0,0.13363625
AACAY,13,False,-69.92444,DROP,16.980946,17.744,28694.0,14000.0,0.17387667
AACAY,31,False,-60.29412,DROP,5.7745,5.61,79241.5,55500.0,0.117016025
AACAY,32,False,-42.408375,DROP,5.4257,5.435,84300.0,65250.0,0.1787103
AACAY,3,True,58.134182,ACQ,6.16241,6.2425003,65280.0,20500.0,0.09476186
AACAY,6,True,77.41905,ACQ,8.228476,7.9045,52280.0,22000.0,0.18774273
AACAY,11,False,-52.431,ACQ,13.10828,12.451,44450.0,15000.0,0.1998077
AACAY,12,False,-68.38985,ACQ,15.377285,14.578,36220.0,14000.0,0.21386893
AACAY,30,False,-67.65677,ACQ,5.7942004,5.58,66831.0,43250.0,0.105893895
AACG,5,True,26.052633,DROP,5.0636,5.11,25425.5,10300.0,0.13522203
AACG,12,False,-78.35498,DROP,4.44915,4.64,14502.0,6800.0,0.11790082
AACG,13,False,-78.89546,DROP,4.8511,4.76,13644.0,5250.0,0.09051084
AACG,15,False,-46.80851,DROP,5.0464497,5.16,8495.5,3750.0,0.07929747
AACG,21,False,-37.368416,DROP,1.7863501,1.845,797743.5,51750.0,0.3548191
AACG,30,False,-51.582283,DROP,2.7704499,2.88,2220759.52,73800.0,0.598008
AACG,31,False,-14.782604,DROP,3.1426501,2.91,2212112.52,73800.0,0.4474275
AACG,4,False,-28.282827,ACQ,4.62645,5.05,29170.5,16300.0,0.26390827
AACG,10,False,-11.691022,ACQ,3.9092999,3.795,15115.5,7300.0,0.12190759
AACG,11,False,-76.724144,ACQ,4.12145,3.92,15282.5,7700.0,0.13980834
AACG,14,False,-60.85271,ACQ,5.02755,5.12,9540.5,4250.0,0.072425224
AACG,20,False,-52.888893,ACQ,1.5892502,1.12,831400.0,75000.0,0.43363118
AACG,27,False,-2.5423706,ACQ,1.07005,1.1,63959.5,24750.0,0.18215166
AACG,28,False,-69.07731,ACQ,1.6577501,1.175,1849424.02,36900.0,0.9456398
AACG,29,False,-64.406784,ACQ,2.28595,1.235,1945821.52,54750.0,0.77641743
AACS,1,True,67.85715,DROP,0.0024553,0.0024100002,313682.125,25144.5,0.13681477
AACS,6,False,-74.46808,DROP,0.00487655,0.0052,235696.375,89805.5,0.42219946
AACS,7,False,-48.0,DROP,0.00547885,0.0058,244039.99,95550.0,0.29798827
AACS,17,False,-30.000008,DROP,0.0015725499,0.0015,88086.705,0.0,0.23937975
AACS,30,False,-93.333336,DROP,0.0017212501,0.0015,1441657.235,182139.5,0.9498625
AACS,31,False,-66.66667,DROP,0.0026574498,0.001775,2130451.635,579416.0,0.8820805
AACS,32,False,-50.0,DROP,0.0024443502,0.0017,1911366.76,195399.5,1.0083911
AACS,4,False,-80.0,ACQ,0.0028925997,0.0025,161073.465,22317.5,0.36751303
AACS,5,False,-84.72222,ACQ,0.0040789996,0.0027450002,225293.48,66173.0,0.5203652
AACS,15,False,-62.5,ACQ,0.0014835501,0.00135,99536.865,1129.0,0.28921
AACS,16,False,-45.454544,ACQ,0.00158265,0.00153,107850.325,1000.0,0.2509415
AACS,28,False,-65.51724,ACQ,0.0007550999,0.0006,430035.9,10000.0,0.7673158
AACS,29,False,-94.44445,ACQ,0.0010995001,0.0007,506617.905,76433.0,0.69559973
AACTF,29,False,-74.89712,DROP,0.294165,0.291,419618.0,90900.0,0.19021639
AACTF,28,False,-72.72727,ACQ,0.30155498,0.291,385507.0,90900.0,0.16132422
AADI,26,True,23.714283,DROP,14.644876,11.7,99172.86,34363.5,0.39089954
AADI,27,True,67.11974,DROP,17.779125,19.2,128517.71,48376.5,0.33658773
AADI,29,False,-52.55499,DROP,21.342003,20.7,204213.78,72216.5,0.18631512
AADI,31,False,-44.957657,DROP,25.203476,26.25,294927.63,69243.0,0.22859721
AADI,25,True,69.6,ACQ,11.3106,9.51,62204.585,18150.0,0.3893745
AADI,28,False,-24.533337,ACQ,20.979376,20.1,153811.325,81820.0,0.19310066
AADI,30,False,-59.1195,ACQ,23.2875,23.474998,306593.97,72193.0,0.23411192
AAEEF,5,True,18.633879,DROP,0.62601006,0.4864,3.705,0.0,0.90152425
AAEEF,6,False,-13.124999,DROP,0.7319301,0.64,4.535,0.0,0.7046099
AAEEF,10,False,-86.840164,DROP,0.9707639,0.8684,11.33,0.0,0.29444838
AAEEF,29,True,12.682311,DROP,0.019178499,0.006,4095.285,0.0,0.74100864
AAEEF,30,False,-90.0,DROP,0.03260155,0.0315,5000.575,0.0,0.7229041
AAEEF,32,False,-50.98039,DROP,0.06900075,0.053035,6336.97,0.0,0.42127615
AAEEF,33,False,-56.140347,DROP,0.07393425,0.065,4563.15,0.0,0.33250272
AAEEF,4,False,-53.739613,ACQ,0.36058605,0.22,1.83,0.0,0.8719306
AAEEF,9,False,-82.496544,ACQ,0.914584,0.64,12.16,0.0,0.35067368
AAEEF,27,True,749.99994,ACQ,0.0060063004,0.006,222.725,0.0,0.5002607
AAEEF,28,True,35.714287,ACQ,0.0118979,0.006,1841.34,0.0,0.80178344
AAEEF,31,False,-64.93507,ACQ,0.0568143,0.04285,6151.66,0.0,0.574854
AAGC,6,False,-85.71429,DROP,0.0013917,0.0014,39609.925,0.0,0.23425417
AAGC,16,False,-33.333336,DROP,0.00076479994,0.0003,27857641.23,6167104.0,1.2048956
AAGC,26,True,249.99997,DROP,0.00034765003,0.0002,17903482.975,1494866.5,0.8372791
AAGC,28,False,-80.0,DROP,0.00087995,0.0006,28092895.355,9152109.0,1.2380612
AAGC,29,False,-91.0828,DROP,0.00240065,0.0009,35387894.14,14693927.0,1.2312955
AAGC,30,False,-57.894737,DROP,0.00292965,0.0014,32557259.355,15788735.5,1.0276358
AAGC,31,False,-80.0,DROP,0.0032777,0.0022,43790002.605,19771128.0,0.86632484
AAGC,3,False,-74.57627,ACQ,0.00113375,0.0011,23153.675,0.0,0.20736644
AAGC,4,False,-80.0,ACQ,0.0011583001,0.0011,21319.435,0.0,0.20448743
AAGC,5,False,-87.5,ACQ,0.0012681,0.0012,25630.15,0.0,0.23123232
AAGC,15,False,-45.454544,ACQ,0.00071445,0.0002,25614186.87,2519160.5,1.3247921
AAGC,25,True,850.0,ACQ,0.00021675,0.0002,5295713.195,774200.0,0.40273505
AAGC,27,True,136.36363,ACQ,0.0004754,0.0004,20727020.015,3884349.0,0.6811094
AAGFF,13,False,-21.11111,DROP,0.047915,0.001,100.5,0.0,1.0954084
AAGFF,15,True,57.31706,DROP,0.085935004,0.089,200.5,0.0,0.29367524
AAGFF,22,True,202.39522,DROP,0.141495,0.132,70736.0,34700.0,0.5018133
AAGFF,23,True,564.6552,DROP,0.1826,0.188,129167.5,95250.0,0.427907
AAGFF,28,False,-61.867706,DROP,0.65754503,0.6585,471281.5,375150.0,0.42300713
AAGFF,29,False,-52.098763,DROP,0.75425506,0.7075,468886.5,363300.0,0.23855776
AAGFF,12,False,-50.45871,ACQ,0.023115002,0.001,102.5,0.0,1.9191545
AAGFF,14,False,-5.7142863,ACQ,0.06789,0.089,184.0,0.0,0.6718589
AAGFF,20,True,296.12402,ACQ,0.071665004,0.07,19860.0,0.0,0.30108586
AAGFF,21,True,315.20468,ACQ,0.10019,0.078,47733.5,4500.0,0.52255267
AAGFF,27,False,-69.80198,ACQ,0.44364002,0.4475,436376.0,357750.0,0.585139
AAGH,8,True,96.07842,DROP,0.0055845,0.0052,36127.2,0.0,0.34575722
AAGH,16,True,11.538456,DROP,0.0114750005,0.012,54173.95,1350.0,0.40048167
AAGH,17,False,-29.72973,DROP,0.014187499,0.014895,19184.07,1000.0,0.27804023
AAGH,19,False,-33.333336,DROP,0.016040599,0.015,15398.625,700.0,0.26909167
AAGH,29,False,-78.60962,DROP,0.074897245,0.0251,133652.37,27996.5,1.1017159
AAGH,31,False,-92.96875,DROP,0.14273465,0.14,150017.265,56502.5,0.38234216
AAGH,32,False,-94.41087,DROP,0.14470169,0.14,73933.0,41672.0,0.14669375
AAGH,7,False,-65.0,ACQ,0.0053515993,0.0051,26043.64,0.0,0.3478666
AAGH,14,False,-6.2500067,ACQ,0.00741985,0.0053,131968.58,1000.0,0.6939164
AAGH,15,True,10.000002,ACQ,0.00929325,0.01,58642.36,1250.0,0.6032595
AAGH,18,False,-0.99999833,ACQ,0.015064249,0.015,16385.315,100.0,0.29413426
AAGH,27,True,427.49005,ACQ,0.009801799,0.009,26900.685,1000.0,0.40906364
AAGH,28,False,-46.153843,ACQ,0.0418301,0.01015,123294.91,8001.5,1.810222
AAGH,30,False,-90.647484,ACQ,0.113597795,0.1399,148200.26,55050.0,0.69468915
AAGIY,7,True,51.705814,DROP,24.326149,24.26,117675.0,80550.0,0.06543764
AAGIY,15,True,8.991039,DROP,34.0925,34.345,217049.0,167800.0,0.05103949
AAGIY,20,False,-4.4031825,DROP,37.5855,38.43,245264.5,179150.0,0.10763227
AAGIY,29,False,-29.503866,DROP,46.362755,46.9,245858.5,213550.0,0.11375494
AAGIY,30,False,-12.827556,DROP,48.88635,49.879997,241495.5,221000.0,0.07611836
AAGIY,31,False,-24.382915,DROP,49.825752,49.895,261789.0,232250.0,0.04613065
AAGIY,6,True,17.26672,ACQ,23.5795,23.310001,126714.5,86350.0,0.08611463
AAGIY,14,True,6.1875677,ACQ,32.91065,32.86,200762.0,155000.0,0.062395196
AAGIY,19,False,-4.3376007,ACQ,35.70155,34.84,260545.5,192650.0,0.09568442
AAGIY,27,False,-11.853637,ACQ,39.01915,38.425,284870.5,218450.0,0.09326787
AAGIY,28,False,-17.623528,ACQ,42.98755,41.12,253799.5,205400.0,0.13489145
AAIGF,7,True,45.61102,DROP,6.0719995,6.0150003,25695.0,15700.0,0.06482543
AAIGF,15,True,10.489507,DROP,8.48975,8.545,41296.5,18650.0,0.052498363
AAIGF,20,False,-6.540083,DROP,9.339749,9.57,32538.0,21900.0,0.10995122
AAIGF,29,False,-30.757803,DROP,11.583601,11.83,41449.0,24500.0,0.11746926
AAIGF,30,False,-14.238413,DROP,12.237549,12.465,42500.0,23900.0,0.078495294
AAIGF,31,False,-23.690983,DROP,12.4748,12.48,41107.0,24600.0,0.047649357
AAIGF,6,True,14.61318,ACQ,5.8768,5.82,39438.5,17200.0,0.08555659
AAIGF,14,True,6.4116945,ACQ,8.192201,8.195,34618.0,16450.0,0.0633436
AAIGF,19,False,-4.439747,ACQ,8.87095,8.66,32835.0,21950.0,0.09660567
AAIGF,27,False,-13.601362,ACQ,9.707449,9.535,35668.5,15800.0,0.09850591
AAIGF,28,False,-18.559998,ACQ,10.72785,10.25,44610.5,23400.0,0.1393539
AAIIQ,3,True,588.33655,DROP,0.025780752,0.025,438.04,0.0,0.07552332
AAIIQ,7,True,162.5,DROP,0.0282565,0.025,904.325,0.0,0.19704919
AAIIQ,9,False,-20.000004,DROP,0.071033746,0.04,5051.32,0.0,0.84147185
AAIIQ,10,False,-83.84616,DROP,0.09219976,0.1,5094.605,0.0,0.60347664
AAIIQ,11,False,-60.499996,DROP,0.11036226,0.1,4850.1,0.0,0.4108536
AAIIQ,20,True,16.66667,DROP,0.0369875,0.04,2783.74,0.0,0.30331653
AAIIQ,21,False,0.0,DROP,0.03768125,0.038125,3622.985,0.0,0.3253854
AAIIQ,26,False,-71.42857,DROP,0.08230625,0.08,1719.595,0.0,0.18751371
AAIIQ,29,False,-76.60819,DROP,0.09202351,0.1,1344.135,0.0,0.2014403
AAIIQ,2,True,59.999996,ACQ,0.027873753,0.025,429.345,0.0,0.6752486
AAIIQ,6,True,233.33334,ACQ,0.025687251,0.025,208.95,0.0,0.06306082
AAIIQ,8,False,-44.444447,ACQ,0.045438,0.03,4180.36,0.0,1.1029549
AAIIQ,19,True,112.500015,ACQ,0.03367125,0.0335,2623.285,0.0,0.24652098
AAIIQ,24,True,0.58823645,ACQ,0.06348625,0.07,3235.93,0.0,0.3644415
AAIIQ,25,False,-14.285716,ACQ,0.07503125,0.073,1675.975,0.0,0.22121155
AAIIQ,28,False,-85.18519,ACQ,0.0872225,0.087500006,1071.71,0.0,0.1874854
AAIRF,30,False,-67.33333,DROP,1.523522,1.428,6251.885,1492.0,0.33490673
AAIRF,29,False,-64.97696,ACQ,1.7209419,1.6164501,5778.075,924.5,0.2331757
AAL,30,False,-34.01039,DROP,18.968,20.509998,52394181.96,42375900.0,0.21587172
AAL,32,False,-25.953753,DROP,21.0329,21.01,33948566.04,31075650.0,0.091188304
AAL,29,False,-29.626486,ACQ,16.61865,15.765,60874790.32,49633550.0,0.25078392
AAL,31,False,-36.572,ACQ,20.5756,21.01,40044885.48,34118800.0,0.12447144
AAMAF,13,False,-39.236115,DROP,2.60993,2.65,2060.7,0.0,0.070315115
AAMAF,31,False,-73.23943,DROP,0.4313488,0.385,7003.55,0.0,0.33549693
AAMAF,36,False,-99.98947,DROP,0.095150016,0.095,45.4,0.0,0.29136202
AAMAF,12,False,-28.521734,ACQ,2.5265603,2.51,1544.925,0.0,0.09670169
AAMAF,30,False,-83.33333,ACQ,0.3768335,0.376,11738.625,0.0,0.18654497
AAMAF,35,False,-99.98947,ACQ,0.12143401,0.095,9593.645,0.0,0.63298506
AAMCF,37,False,-55.73753,ACQ,8.9472685,8.861765,24483.4,8075.0,0.26805037
AAME,3,False,-9.817353,DROP,4.13205,4.16,4903.0,3100.0,0.11249712
AAME,10,False,-25.352108,DROP,3.8007002,3.8,2733.5,1300.0,0.039310098
AAME,29,False,-34.81153,DROP,2.9016497,2.22,837713.5,13700.0,0.39161396
AAME,30,False,-33.73786,DROP,3.4622998,3.9,868396.5,49500.0,0.32060587
AAME,32,False,-16.987179,DROP,4.0958004,4.09,227979.5,44100.0,0.07555254
AAME,37,False,-23.55212,DROP,2.8963997,2.93,6833.0,3800.0,0.07770282
AAME,2,False,-12.765956,ACQ,4.02065,3.96,5025.0,3250.0,0.11679771
AAME,9,False,-30.263155,ACQ,3.7666001,3.79,4792.0,1850.0,0.057038795
AAME,28,False,-29.014084,ACQ,2.335,2.08,666496.5,5350.0,0.40383276
AAME,31,False,-36.971046,ACQ,3.9227,4.07,882782.0,63700.0,0.20930241
AAME,36,False,-35.335686,ACQ,2.8604498,2.9050002,11198.5,6050.0,0.08911679
AAMMF,28,True,25.66666,DROP,0.19895624,0.2,37388.625,23743.5,0.1434405
AAMMF,32,True,19.714397,DROP,0.2093482,0.20754999,29557.53,18357.0,0.12243621
AAMMF,27,True,54.556274,ACQ,0.18690465,0.19801,38279.97,22899.0,0.23260994
AAMMF,31,True,7.625482,ACQ,0.19251628,0.19361,27948.975,16760.5,0.116479106
AAMTF,1,False,-69.00001,DROP,0.157459,0.11,2634.56,0.0,0.45441735
AAMTF,8,True,1287.4545,DROP,0.0435635,0.04,7177.255,0.0,0.71093
AAMTF,10,True,28.571426,DROP,0.111765444,0.0705,8337.07,0.0,0.91057676
AAMTF,12,True,4.1967144,DROP,0.24889946,0.3,5177.985,0.0,0.4471663
AAMTF,14,False,-17.142859,DROP,0.3715284,0.35,3352.03,0.0,0.23523486
AAMTF,15,False,-51.111107,DROP,0.380635,0.35,2958.45,0.0,0.23328008
AAMTF,16,False,-37.142857,DROP,0.39926246,0.3515,2457.525,0.0,0.1973012
AAMTF,26,True,12.820517,DROP,0.22398399,0.24071,3758.585,0.0,0.18515444
AAMTF,32,True,36.78948,DROP,0.22758175,0.21,22797.85,0.0,0.18382846
AAMTF,37,True,33.762978,DROP,0.2215843,0.22,2980.12,0.0,0.109796375
AAMTF,7,True,332.6241,ACQ,0.044387504,0.0415,4424.31,0.0,0.44735345
AAMTF,9,True,204.34781,ACQ,0.0554815,0.0498,6354.16,0.0,0.68162656
AAMTF,11,True,16.356382,ACQ,0.18630946,0.115,8025.11,0.0,0.73398226
AAMTF,13,False,-26.069105,ACQ,0.33778235,0.31,5300.965,105.0,0.29606026
AAMTF,25,False,-24.0,ACQ,0.2296815,0.24071,1899.835,0.0,0.1641737
AAMTF,31,False,0.0,ACQ,0.2137123,0.2,23583.28,100.0,0.254764
AAMTF,36,True,45.454544,ACQ,0.21586804,0.215,4657.325,0.0,0.11915819
AAN,30,False,-55.014027,DROP,25.257801,23.99,421857.71,289524.5,0.228446
AAN,31,False,-64.579605,DROP,26.909048,26.92,342540.96,278381.5,0.19136621
AAN,29,False,-38.435482,ACQ,22.623852,22.3,341738.73,226795.5,0.15130343
AANNF,24,True,36.3855,DROP,7.753414,8.24717,13425.99,0.0,0.19379051
AANNF,32,False,-56.632305,DROP,7.373349,7.087,123.515,0.0,0.08764843
AANNF,22,False,-14.260721,ACQ,8.302477,8.24717,35533.56,44687.0,0.014755982
AANNF,23,False,-8.320612,ACQ,8.480834,8.24717,24413.515,44687.0,0.039826877
AANNF,31,False,-67.81116,ACQ,7.4996095,7.35,163.88,0.0,0.06865978
AAOI,2,True,43.925243,DROP,17.717901,18.04,341219.5,262400.0,0.12955554
AAOI,12,False,-60.25913,DROP,57.589344,58.675003,2872973.5,2275950.0,0.25570074
AAOI,1,True,5.0101204,ACQ,15.9102,17.125,316394.5,239600.0,0.24212773
AAOI,11,False,-44.73871,ACQ,56.2652,58.675003,2710484.0,2168250.0,0.30112356
AAON,9,False,-15.868674,DROP,21.691168,22.05,208630.5,183225.0,0.095310934
AAON,29,False,-19.792603,DROP,44.050663,43.636665,266344.5,234525.0,0.09625498
AAON,30,False,-7.3096075,DROP,44.810703,44.066666,248849.25,221850.0,0.077867605
AAON,8,True,5.3351617,ACQ,20.191233,19.55,208014.75,181125.0,0.10063441
AAON,27,True,19.745026,ACQ,37.3611,38.18667,350129.25,304275.0,0.110486455
AAON,28,False,-26.165411,ACQ,41.63423,40.386665,291718.5,258975.0,0.11828649
AAP,3,False,-2.5782673,DROP,165.6922,163.34,1090441.0,843500.0,0.09702693
AAP,16,False,-5.1315556,DROP,131.7896,123.8,1123084.5,1005050.0,0.15934803
AAP,31,False,-22.885826,DROP,190.42516,197.20999,808241.0,711900.0,0.10146292
AAP,32,False,-38.631287,DROP,207.29836,206.275,713742.5,648950.0,0.07746066
AAP,1,False,-26.383245,ACQ,162.7187,159.295,1015506.5,791950.0,0.083471976
AAP,2,True,15.896745,ACQ,165.9407,163.34,1090362.5,799900.0,0.09469382
AAP,14,True,27.666378,ACQ,103.94924,105.80499,1692607.5,1339200.0,0.112884514
AAP,28,True,18.000002,ACQ,152.8947,153.815,922534.0,843350.0,0.05562736
AAP,29,True,5.58389,ACQ,165.02426,157.595,904653.0,830000.0,0.09979897
AAP,30,False,-12.877828,ACQ,176.83286,173.345,902747.5,830000.0,0.120649144
AAPI,5,True,56.250008,DROP,2.276,2.0,2.555,0.0,0.33607128
AAPI,9,False,-50.0,DROP,3.1679199,3.0,28.315,0.0,0.2869727
AAPI,17,True,7.142862,DROP,3.3429801,3.0,60.3,0.0,0.5121885
AAPI,21,False,-37.142857,DROP,3.5453,3.05,20.39,0.0,0.33191973
AAPI,32,True,343.13727,DROP,1.2415558,1.1,8.655,0.0,0.21233189
AAPI,34,True,32.743366,DROP,2.09615,1.5,29.075,0.0,0.5788636
AAPI,4,True,14.999998,ACQ,1.83,2.0,2.375,0.0,0.65717775
AAPI,8,False,-52.38095,ACQ,2.7784202,2.3,25.645,0.0,0.33672675
AAPI,16,False,-41.666664,ACQ,3.062855,2.0,64.845,0.0,0.60345656
AAPI,20,False,-58.857143,ACQ,3.5689497,3.0,14.195,0.0,0.31652015
AAPI,31,True,50.666664,ACQ,1.1445059,1.1,9.69,0.0,0.18881527
AAPI,33,False,-50.0,ACQ,1.5551558,1.5,33.675,0.0,0.67298466
AAPJ,6,True,173.70369,DROP,0.0023904003,0.0021,1156.19,0.0,0.235513
AAPJ,8,True,235.99998,DROP,0.0026823499,0.0025,1225.64,0.0,0.22504884
AAPJ,9,True,283.79315,DROP,0.0029623501,0.0025,1559.48,0.0,0.3046818
AAPJ,12,True,390.9091,DROP,0.0059342002,0.0058,3657.76,0.0,0.55138075
AAPJ,13,True,733.3334,DROP,0.0068426006,0.006,3589.245,0.0,0.46682104
AAPJ,15,True,592.8572,DROP,0.01177035,0.00785,2525.425,0.0,0.6001822
AAPJ,16,True,399.99994,DROP,0.01190315,0.00835,2199.62,0.0,0.58038116
AAPJ,20,False,-93.71134,DROP,0.0656933,0.074,11798.41,0.0,0.569113
AAPJ,21,True,10.000002,DROP,0.07525945,0.075,11488.485,100.0,0.40935528
AAPJ,27,False,-74.1573,DROP,0.025327552,0.0185,8855.72,0.0,0.65020424
AAPJ,28,False,-64.04256,DROP,0.04098555,0.035,11157.255,484.0,0.61876184
AAPJ,31,False,-76.24703,DROP,0.0878927,0.082,22322.865,2460.5,0.30276343
AAPJ,5,True,74.28571,ACQ,0.00238465,0.0021,1284.41,0.0,0.217803
AAPJ,7,True,120.00001,ACQ,0.0026081002,0.0025,1428.14,0.0,0.24717695
AAPJ,10,True,282.5137,ACQ,0.0031513,0.0025,1374.285,0.0,0.33580667
AAPJ,11,True,8.254404,ACQ,0.0043085,0.0032,2702.455,0.0,0.5551362
AAPJ,14,True,394.15988,ACQ,0.0095747495,0.00739,3632.375,0.0,0.633808
