Window,Holding_Days,Mean_Return_%,Annualized_Mean_%,Win_Rate_%,Sharpe,Trades_Per_Year,1Yr_Compound_%,3Yr_Compound_%
500-day,500,482.7501109087216,243.3060558979957,11.699205108590814,0.01624890321328602,0.504,143.11016152949517,1336.8430632627474
250-day,250,387.9005297864823,391.0037340247742,40.39378720856753,0.008189255714586749,1.008,394.12626594412484,11964.624793749177
