Security,Block_ID,Cluster_ID,Total_Blocks_Appeared,Unique_Clusters,Cluster_Changes,Stability_Score,Percent_Return
VTON,6,45,10,10,9,0.0,10900.000218278381
VTON,7,68,10,10,9,0.0,10900.000218278381
VTON,8,38,10,10,9,0.0,10900.000218278381
VTON,9,35,10,10,9,0.0,10900.000218278381
WWDH,0,61,10,9,9,0.0,166500.0009313221
WWDH,1,3,10,9,9,0.0,166500.0009313221
WWDH,2,21,10,9,9,0.0,166500.0009313221
WWDH,3,3,10,9,9,0.0,166500.0009313221
WWDH,4,11,10,9,9,0.0,166500.0009313221
WWDH,5,37,10,9,9,0.0,166500.0009313221
WWDH,6,42,10,9,9,0.0,166500.0009313221
WWDH,7,12,10,9,9,0.0,166500.0009313221
WWDH,8,38,10,9,9,0.0,166500.0009313221
WWDH,9,0,10,9,9,0.0,166500.0009313221
YTFD,0,61,10,10,9,0.0,22400.000502914383
YTFD,1,3,10,10,9,0.0,22400.000502914383
YTFD,2,46,10,10,9,0.0,22400.000502914383
YTFD,3,50,10,10,9,0.0,22400.000502914383
YTFD,4,13,10,10,9,0.0,22400.000502914383
YTFD,5,37,10,10,9,0.0,22400.000502914383
YTFD,6,42,10,10,9,0.0,22400.000502914383
YTFD,7,66,10,10,9,0.0,22400.000502914383
YTFD,8,36,10,10,9,0.0,22400.000502914383
YTFD,9,27,10,10,9,0.0,22400.000502914383
BISA,0,46,10,10,9,0.0,5505.999821884852
BISA,1,1,10,10,9,0.0,5505.999821884852
BISA,2,14,10,10,9,0.0,5505.999821884852
BISA,3,9,10,10,9,0.0,5505.999821884852
BISA,4,12,10,10,9,0.0,5505.999821884852
BISA,5,38,10,10,9,0.0,5505.999821884852
BISA,6,25,10,10,9,0.0,5505.999821884852
BISA,7,66,10,10,9,0.0,5505.999821884852
BISA,8,58,10,10,9,0.0,5505.999821884852
BISA,9,24,10,10,9,0.0,5505.999821884852
ZUKI,0,46,10,9,9,0.0,7197.143121334425
ZUKI,1,24,10,9,9,0.0,7197.143121334425
ZUKI,2,44,10,9,9,0.0,7197.143121334425
ZUKI,3,47,10,9,9,0.0,7197.143121334425
ZUKI,4,7,10,9,9,0.0,7197.143121334425
ZUKI,5,51,10,9,9,0.0,7197.143121334425
ZUKI,6,69,10,9,9,0.0,7197.143121334425
ZUKI,7,58,10,9,9,0.0,7197.143121334425
ZUKI,8,35,10,9,9,0.0,7197.143121334425
ZUKI,9,7,10,9,9,0.0,7197.143121334425
SPOI,0,32,10,9,9,0.0,6284.99994300306
SPOI,1,47,10,9,9,0.0,6284.99994300306
SPOI,2,12,10,9,9,0.0,6284.99994300306
SPOI,3,9,10,9,9,0.0,6284.99994300306
SPOI,4,25,10,9,9,0.0,6284.99994300306
SPOI,5,35,10,9,9,0.0,6284.99994300306
SPOI,6,39,10,9,9,0.0,6284.99994300306
SPOI,7,2,10,9,9,0.0,6284.99994300306
SPOI,8,55,10,9,9,0.0,6284.99994300306
SPOI,9,35,10,9,9,0.0,6284.99994300306
AVVH,0,54,10,9,9,0.0,48100.000922591404
AVVH,1,25,10,9,9,0.0,48100.000922591404
AVVH,2,57,10,9,9,0.0,48100.000922591404
AVVH,3,16,10,9,9,0.0,48100.000922591404
AVVH,4,62,10,9,9,0.0,48100.000922591404
AVVH,5,55,10,9,9,0.0,48100.000922591404
AVVH,6,54,10,9,9,0.0,48100.000922591404
AVVH,7,11,10,9,9,0.0,48100.000922591404
AVVH,8,38,10,9,9,0.0,48100.000922591404
AVVH,9,51,10,9,9,0.0,48100.000922591404
LBTI,0,54,10,9,8,0.11111111111111116,15078.316760489
LBTI,1,55,10,9,8,0.11111111111111116,15078.316760489
LBTI,2,46,10,9,8,0.11111111111111116,15078.316760489
LBTI,3,14,10,9,8,0.11111111111111116,15078.316760489
LBTI,4,27,10,9,8,0.11111111111111116,15078.316760489
LBTI,5,40,10,9,8,0.11111111111111116,15078.316760489
LBTI,6,45,10,9,8,0.11111111111111116,15078.316760489
LBTI,7,53,10,9,8,0.11111111111111116,15078.316760489
LBTI,8,53,10,9,8,0.11111111111111116,15078.316760489
LBTI,9,51,10,9,8,0.11111111111111116,15078.316760489
SNTE,0,54,10,10,9,0.0,5552.084377493749
SNTE,1,19,10,10,9,0.0,5552.084377493749
SNTE,2,49,10,10,9,0.0,5552.084377493749
SNTE,3,33,10,10,9,0.0,5552.084377493749
SNTE,4,40,10,10,9,0.0,5552.084377493749
SNTE,5,43,10,10,9,0.0,5552.084377493749
SNTE,6,32,10,10,9,0.0,5552.084377493749
SNTE,7,63,10,10,9,0.0,5552.084377493749
SNTE,8,25,10,10,9,0.0,5552.084377493749
SNTE,9,8,10,10,9,0.0,5552.084377493749
HERF,0,50,10,10,9,0.0,9359.45918064559
HERF,1,19,10,10,9,0.0,9359.45918064559
HERF,2,14,10,10,9,0.0,9359.45918064559
HERF,3,36,10,10,9,0.0,9359.45918064559
HERF,4,6,10,10,9,0.0,9359.45918064559
HERF,5,41,10,10,9,0.0,9359.45918064559
HERF,6,62,10,10,9,0.0,9359.45918064559
HERF,7,35,10,10,9,0.0,9359.45918064559
HERF,8,64,10,10,9,0.0,9359.45918064559
HERF,9,11,10,10,9,0.0,9359.45918064559
BLITF,0,29,10,9,9,0.0,43471.4311468241
BLITF,1,3,10,9,9,0.0,43471.4311468241
BLITF,2,46,10,9,9,0.0,43471.4311468241
BLITF,3,9,10,9,9,0.0,43471.4311468241
BLITF,4,25,10,9,9,0.0,43471.4311468241
BLITF,5,28,10,9,9,0.0,43471.4311468241
BLITF,6,47,10,9,9,0.0,43471.4311468241
BLITF,7,63,10,9,9,0.0,43471.4311468241
BLITF,8,50,10,9,9,0.0,43471.4311468241
BLITF,9,47,10,9,9,0.0,43471.4311468241
COUV,0,29,10,10,9,0.0,17300.00075836405
COUV,1,45,10,10,9,0.0,17300.00075836405
COUV,2,46,10,10,9,0.0,17300.00075836405
COUV,3,50,10,10,9,0.0,17300.00075836405
COUV,4,4,10,10,9,0.0,17300.00075836405
COUV,5,31,10,10,9,0.0,17300.00075836405
COUV,6,55,10,10,9,0.0,17300.00075836405
COUV,7,37,10,10,9,0.0,17300.00075836405
COUV,8,33,10,10,9,0.0,17300.00075836405
COUV,9,42,10,10,9,0.0,17300.00075836405
SRCX,0,29,10,9,9,0.0,449930.01137013925
SRCX,1,1,10,9,9,0.0,449930.01137013925
SRCX,2,45,10,9,9,0.0,449930.01137013925
SRCX,3,40,10,9,9,0.0,449930.01137013925
SRCX,4,13,10,9,9,0.0,449930.01137013925
SRCX,5,42,10,9,9,0.0,449930.01137013925
SRCX,6,45,10,9,9,0.0,449930.01137013925
SRCX,7,68,10,9,9,0.0,449930.01137013925
SRCX,8,28,10,9,9,0.0,449930.01137013925
SRCX,9,63,10,9,9,0.0,449930.01137013925
IBGR,0,37,10,10,9,0.0,6438.986324319735
IBGR,1,51,10,10,9,0.0,6438.986324319735
IBGR,2,21,10,10,9,0.0,6438.986324319735
IBGR,3,40,10,10,9,0.0,6438.986324319735
IBGR,4,24,10,10,9,0.0,6438.986324319735
IBGR,5,26,10,10,9,0.0,6438.986324319735
IBGR,6,62,10,10,9,0.0,6438.986324319735
IBGR,7,20,10,10,9,0.0,6438.986324319735
IBGR,8,46,10,10,9,0.0,6438.986324319735
IBGR,9,4,10,10,9,0.0,6438.986324319735
IHAI,0,37,10,10,9,0.0,8744.142685733288
IHAI,1,38,10,10,9,0.0,8744.142685733288
IHAI,2,29,10,10,9,0.0,8744.142685733288
IHAI,3,32,10,10,9,0.0,8744.142685733288
IHAI,4,27,10,10,9,0.0,8744.142685733288
IHAI,5,47,10,10,9,0.0,8744.142685733288
IHAI,6,20,10,10,9,0.0,8744.142685733288
IHAI,7,26,10,10,9,0.0,8744.142685733288
IHAI,8,17,10,10,9,0.0,8744.142685733288
IHAI,9,13,10,10,9,0.0,8744.142685733288
PBYA,0,37,10,10,9,0.0,10539.000300860786
PBYA,1,33,10,10,9,0.0,10539.000300860786
PBYA,2,11,10,10,9,0.0,10539.000300860786
PBYA,3,62,10,10,9,0.0,10539.000300860786
PBYA,4,16,10,10,9,0.0,10539.000300860786
PBYA,5,52,10,10,9,0.0,10539.000300860786
PBYA,6,28,10,10,9,0.0,10539.000300860786
PBYA,7,0,10,10,9,0.0,10539.000300860786
PBYA,8,50,10,10,9,0.0,10539.000300860786
PBYA,9,12,10,10,9,0.0,10539.000300860786
XCPT,0,37,10,10,9,0.0,14404.999870857158
XCPT,1,54,10,10,9,0.0,14404.999870857158
XCPT,2,55,10,10,9,0.0,14404.999870857158
XCPT,3,52,10,10,9,0.0,14404.999870857158
XCPT,4,14,10,10,9,0.0,14404.999870857158
XCPT,5,33,10,10,9,0.0,14404.999870857158
XCPT,6,32,10,10,9,0.0,14404.999870857158
XCPT,7,41,10,10,9,0.0,14404.999870857158
XCPT,8,17,10,10,9,0.0,14404.999870857158
XCPT,9,70,10,10,9,0.0,14404.999870857158
DPLS,0,24,10,10,9,0.0,68760.71672863184
DPLS,1,41,10,10,9,0.0,68760.71672863184
DPLS,2,42,10,10,9,0.0,68760.71672863184
DPLS,3,52,10,10,9,0.0,68760.71672863184
DPLS,4,26,10,10,9,0.0,68760.71672863184
DPLS,5,59,10,10,9,0.0,68760.71672863184
DPLS,6,14,10,10,9,0.0,68760.71672863184
DPLS,7,50,10,10,9,0.0,68760.71672863184
DPLS,8,54,10,10,9,0.0,68760.71672863184
DPLS,9,10,10,10,9,0.0,68760.71672863184
GYGC,0,56,10,10,9,0.0,7755.963412810318
GYGC,1,3,10,10,9,0.0,7755.963412810318
GYGC,2,57,10,10,9,0.0,7755.963412810318
GYGC,3,37,10,10,9,0.0,7755.963412810318
GYGC,4,40,10,10,9,0.0,7755.963412810318
GYGC,5,12,10,10,9,0.0,7755.963412810318
GYGC,6,41,10,10,9,0.0,7755.963412810318
GYGC,7,68,10,10,9,0.0,7755.963412810318
GYGC,8,48,10,10,9,0.0,7755.963412810318
GYGC,9,55,10,10,9,0.0,7755.963412810318
ILST,0,56,10,9,8,0.11111111111111116,7067.500159164237
ILST,1,54,10,9,8,0.11111111111111116,7067.500159164237
ILST,2,9,10,9,8,0.11111111111111116,7067.500159164237
ILST,3,8,10,9,8,0.11111111111111116,7067.500159164237
ILST,4,13,10,9,8,0.11111111111111116,7067.500159164237
ILST,5,13,10,9,8,0.11111111111111116,7067.500159164237
ILST,6,25,10,9,8,0.11111111111111116,7067.500159164237
ILST,7,7,10,9,8,0.11111111111111116,7067.500159164237
ILST,8,66,10,9,8,0.11111111111111116,7067.500159164237
ILST,9,51,10,9,8,0.11111111111111116,7067.500159164237
WCHD,0,56,10,10,9,0.0,114900.00499130697
WCHD,1,3,10,10,9,0.0,114900.00499130697
WCHD,2,15,10,10,9,0.0,114900.00499130697
WCHD,3,58,10,10,9,0.0,114900.00499130697
WCHD,4,14,10,10,9,0.0,114900.00499130697
WCHD,5,42,10,10,9,0.0,114900.00499130697
WCHD,6,8,10,10,9,0.0,114900.00499130697
WCHD,7,68,10,10,9,0.0,114900.00499130697
WCHD,8,38,10,10,9,0.0,114900.00499130697
WCHD,9,35,10,10,9,0.0,114900.00499130697
EUBG,0,17,10,7,9,0.0,13375.284923841768
EUBG,1,57,10,7,9,0.0,13375.284923841768
EUBG,2,26,10,7,9,0.0,13375.284923841768
EUBG,3,13,10,7,9,0.0,13375.284923841768
EUBG,4,63,10,7,9,0.0,13375.284923841768
EUBG,5,20,10,7,9,0.0,13375.284923841768
EUBG,6,13,10,7,9,0.0,13375.284923841768
EUBG,7,20,10,7,9,0.0,13375.284923841768
EUBG,8,13,10,7,9,0.0,13375.284923841768
EUBG,9,8,10,7,9,0.0,13375.284923841768
FBCD,0,17,10,10,9,0.0,23095.000392537873
FBCD,1,53,10,10,9,0.0,23095.000392537873
FBCD,2,46,10,10,9,0.0,23095.000392537873
FBCD,3,34,10,10,9,0.0,23095.000392537873
FBCD,4,52,10,10,9,0.0,23095.000392537873
FBCD,5,44,10,10,9,0.0,23095.000392537873
FBCD,6,54,10,10,9,0.0,23095.000392537873
FBCD,7,68,10,10,9,0.0,23095.000392537873
FBCD,8,18,10,10,9,0.0,23095.000392537873
FBCD,9,15,10,10,9,0.0,23095.000392537873
AGYP,0,35,10,9,9,0.0,12104.258875935337
AGYP,1,21,10,9,9,0.0,12104.258875935337
AGYP,2,33,10,9,9,0.0,12104.258875935337
AGYP,3,58,10,9,9,0.0,12104.258875935337
AGYP,4,23,10,9,9,0.0,12104.258875935337
AGYP,5,59,10,9,9,0.0,12104.258875935337
AGYP,6,28,10,9,9,0.0,12104.258875935337
AGYP,7,53,10,9,9,0.0,12104.258875935337
AGYP,8,51,10,9,9,0.0,12104.258875935337
AGYP,9,33,10,9,9,0.0,12104.258875935337
KRTL,0,35,10,10,9,0.0,53730.00100044418
KRTL,1,49,10,10,9,0.0,53730.00100044418
KRTL,2,43,10,10,9,0.0,53730.00100044418
KRTL,3,44,10,10,9,0.0,53730.00100044418
KRTL,4,25,10,10,9,0.0,53730.00100044418
KRTL,5,64,10,10,9,0.0,53730.00100044418
KRTL,6,59,10,10,9,0.0,53730.00100044418
KRTL,7,68,10,10,9,0.0,53730.00100044418
KRTL,8,18,10,10,9,0.0,53730.00100044418
KRTL,9,65,10,10,9,0.0,53730.00100044418
USBC,0,35,10,10,9,0.0,999900.0252621255
USBC,1,52,10,10,9,0.0,999900.0252621255
USBC,2,46,10,10,9,0.0,999900.0252621255
USBC,3,45,10,10,9,0.0,999900.0252621255
USBC,4,42,10,10,9,0.0,999900.0252621255
USBC,5,57,10,10,9,0.0,999900.0252621255
USBC,6,40,10,10,9,0.0,999900.0252621255
USBC,7,28,10,10,9,0.0,999900.0252621255
USBC,8,38,10,10,9,0.0,999900.0252621255
USBC,9,68,10,10,9,0.0,999900.0252621255
AAPT,0,20,10,9,8,0.11111111111111116,23414.286277654373
AAPT,1,61,10,9,8,0.11111111111111116,23414.286277654373
AAPT,2,50,10,9,8,0.11111111111111116,23414.286277654373
AAPT,3,50,10,9,8,0.11111111111111116,23414.286277654373
AAPT,4,59,10,9,8,0.11111111111111116,23414.286277654373
AAPT,5,40,10,9,8,0.11111111111111116,23414.286277654373
AAPT,6,55,10,9,8,0.11111111111111116,23414.286277654373
AAPT,7,26,10,9,8,0.11111111111111116,23414.286277654373
AAPT,8,56,10,9,8,0.11111111111111116,23414.286277654373
AAPT,9,74,10,9,8,0.11111111111111116,23414.286277654373
DRFS,0,20,10,9,8,0.11111111111111116,41300.00054389252
DRFS,1,35,10,9,8,0.11111111111111116,41300.00054389252
DRFS,2,12,10,9,8,0.11111111111111116,41300.00054389252
DRFS,3,37,10,9,8,0.11111111111111116,41300.00054389252
DRFS,4,29,10,9,8,0.11111111111111116,41300.00054389252
DRFS,5,68,10,9,8,0.11111111111111116,41300.00054389252
DRFS,6,54,10,9,8,0.11111111111111116,41300.00054389252
DRFS,7,54,10,9,8,0.11111111111111116,41300.00054389252
DRFS,8,38,10,9,8,0.11111111111111116,41300.00054389252
DRFS,9,27,10,9,8,0.11111111111111116,41300.00054389252
NHYF,0,20,10,9,8,0.11111111111111116,6899.999927239874
NHYF,1,3,10,9,8,0.11111111111111116,6899.999927239874
NHYF,2,46,10,9,8,0.11111111111111116,6899.999927239874
NHYF,3,50,10,9,8,0.11111111111111116,6899.999927239874
NHYF,4,22,10,9,8,0.11111111111111116,6899.999927239874
NHYF,5,64,10,9,8,0.11111111111111116,6899.999927239874
NHYF,6,17,10,9,8,0.11111111111111116,6899.999927239874
NHYF,7,68,10,9,8,0.11111111111111116,6899.999927239874
NHYF,8,68,10,9,8,0.11111111111111116,6899.999927239874
NHYF,9,35,10,9,8,0.11111111111111116,6899.999927239874
TNBI,0,20,10,10,9,0.0,6055.000228174054
TNBI,1,0,10,10,9,0.0,6055.000228174054
TNBI,2,41,10,10,9,0.0,6055.000228174054
TNBI,3,46,10,10,9,0.0,6055.000228174054
TNBI,4,19,10,10,9,0.0,6055.000228174054
TNBI,5,44,10,10,9,0.0,6055.000228174054
TNBI,6,55,10,10,9,0.0,6055.000228174054
TNBI,7,49,10,10,9,0.0,6055.000228174054
TNBI,8,43,10,10,9,0.0,6055.000228174054
TNBI,9,56,10,10,9,0.0,6055.000228174054
EXHI,0,51,10,10,9,0.0,16783.333424602974
EXHI,1,61,10,10,9,0.0,16783.333424602974
EXHI,2,6,10,10,9,0.0,16783.333424602974
EXHI,3,33,10,10,9,0.0,16783.333424602974
EXHI,4,34,10,10,9,0.0,16783.333424602974
EXHI,5,1,10,10,9,0.0,16783.333424602974
EXHI,6,60,10,10,9,0.0,16783.333424602974
EXHI,7,2,10,10,9,0.0,16783.333424602974
EXHI,8,30,10,10,9,0.0,16783.333424602974
EXHI,9,8,10,10,9,0.0,16783.333424602974
MKGP,0,53,10,9,9,0.0,10835.713986657629
MKGP,1,19,10,9,9,0.0,10835.713986657629
MKGP,2,21,10,9,9,0.0,10835.713986657629
MKGP,3,25,10,9,9,0.0,10835.713986657629
MKGP,4,19,10,9,9,0.0,10835.713986657629
MKGP,5,47,10,9,9,0.0,10835.713986657629
MKGP,6,40,10,9,9,0.0,10835.713986657629
MKGP,7,68,10,9,9,0.0,10835.713986657629
MKGP,8,61,10,9,9,0.0,10835.713986657629
MKGP,9,72,10,9,9,0.0,10835.713986657629
PECD,0,53,10,10,9,0.0,59900.00203726754
PECD,1,6,10,10,9,0.0,59900.00203726754
PECD,2,29,10,10,9,0.0,59900.00203726754
PECD,3,26,10,10,9,0.0,59900.00203726754
PECD,4,52,10,10,9,0.0,59900.00203726754
PECD,5,1,10,10,9,0.0,59900.00203726754
PECD,6,4,10,10,9,0.0,59900.00203726754
PECD,7,39,10,10,9,0.0,59900.00203726754
PECD,8,65,10,10,9,0.0,59900.00203726754
PECD,9,35,10,10,9,0.0,59900.00203726754
PHIL,0,53,10,10,9,0.0,6145.000119689451
PHIL,1,18,10,10,9,0.0,6145.000119689451
PHIL,2,32,10,10,9,0.0,6145.000119689451
PHIL,3,5,10,10,9,0.0,6145.000119689451
PHIL,4,25,10,10,9,0.0,6145.000119689451
PHIL,5,67,10,10,9,0.0,6145.000119689451
PHIL,6,17,10,10,9,0.0,6145.000119689451
PHIL,7,0,10,10,9,0.0,6145.000119689451
PHIL,8,50,10,10,9,0.0,6145.000119689451
PHIL,9,35,10,10,9,0.0,6145.000119689451
ROWC,0,53,10,9,9,0.0,19900.001455191534
ROWC,1,18,10,9,9,0.0,19900.001455191534
ROWC,2,37,10,9,9,0.0,19900.001455191534
ROWC,3,40,10,9,9,0.0,19900.001455191534
ROWC,4,52,10,9,9,0.0,19900.001455191534
ROWC,5,33,10,9,9,0.0,19900.001455191534
ROWC,6,61,10,9,9,0.0,19900.001455191534
ROWC,7,68,10,9,9,0.0,19900.001455191534
ROWC,8,18,10,9,9,0.0,19900.001455191534
ROWC,9,19,10,9,9,0.0,19900.001455191534
TGGI,0,53,10,10,9,0.0,11955.00022228047
TGGI,1,12,10,10,9,0.0,11955.00022228047
TGGI,2,49,10,10,9,0.0,11955.00022228047
TGGI,3,3,10,10,9,0.0,11955.00022228047
TGGI,4,13,10,10,9,0.0,11955.00022228047
TGGI,5,0,10,10,9,0.0,11955.00022228047
TGGI,6,39,10,10,9,0.0,11955.00022228047
TGGI,7,11,10,10,9,0.0,11955.00022228047
TGGI,8,32,10,10,9,0.0,11955.00022228047
TGGI,9,26,10,10,9,0.0,11955.00022228047
TTNN,0,53,10,8,9,0.0,19534.99899824623
TTNN,1,5,10,8,9,0.0,19534.99899824623
TTNN,2,44,10,8,9,0.0,19534.99899824623
TTNN,3,43,10,8,9,0.0,19534.99899824623
TTNN,4,54,10,8,9,0.0,19534.99899824623
TTNN,5,44,10,8,9,0.0,19534.99899824623
TTNN,6,4,10,8,9,0.0,19534.99899824623
TTNN,7,54,10,8,9,0.0,19534.99899824623
TTNN,8,8,10,8,9,0.0,19534.99899824623
TTNN,9,3,10,8,9,0.0,19534.99899824623
CTNI,0,31,10,9,9,0.0,9900.000727595265
CTNI,1,57,10,9,9,0.0,9900.000727595265
CTNI,2,50,10,9,9,0.0,9900.000727595265
CTNI,3,14,10,9,9,0.0,9900.000727595265
CTNI,4,13,10,9,9,0.0,9900.000727595265
CTNI,5,59,10,9,9,0.0,9900.000727595265
CTNI,6,58,10,9,9,0.0,9900.000727595265
CTNI,7,59,10,9,9,0.0,9900.000727595265
CTNI,8,6,10,9,9,0.0,9900.000727595265
CTNI,9,25,10,9,9,0.0,9900.000727595265
KYNC,0,31,10,10,9,0.0,9629.412137066694
KYNC,1,3,10,10,9,0.0,9629.412137066694
KYNC,2,46,10,10,9,0.0,9629.412137066694
KYNC,3,50,10,10,9,0.0,9629.412137066694
KYNC,4,25,10,10,9,0.0,9629.412137066694
KYNC,5,42,10,10,9,0.0,9629.412137066694
KYNC,6,45,10,10,9,0.0,9629.412137066694
KYNC,7,15,10,10,9,0.0,9629.412137066694
KYNC,8,48,10,10,9,0.0,9629.412137066694
KYNC,9,16,10,10,9,0.0,9629.412137066694
HENI,0,3,10,9,9,0.0,7462.947630524698
HENI,1,30,10,9,9,0.0,7462.947630524698
HENI,2,15,10,9,9,0.0,7462.947630524698
HENI,3,62,10,9,9,0.0,7462.947630524698
HENI,4,52,10,9,9,0.0,7462.947630524698
HENI,5,64,10,9,9,0.0,7462.947630524698
HENI,6,39,10,9,9,0.0,7462.947630524698
HENI,7,55,10,9,9,0.0,7462.947630524698
HENI,8,60,10,9,9,0.0,7462.947630524698
HENI,9,52,10,9,9,0.0,7462.947630524698
NTME,0,3,10,9,9,0.0,999900.0401632867
NTME,1,19,10,9,9,0.0,999900.0401632867
NTME,2,35,10,9,9,0.0,999900.0401632867
NTME,3,3,10,9,9,0.0,999900.0401632867
NTME,4,30,10,9,9,0.0,999900.0401632867
NTME,5,12,10,9,9,0.0,999900.0401632867
NTME,6,33,10,9,9,0.0,999900.0401632867
NTME,7,52,10,9,9,0.0,999900.0401632867
NTME,8,43,10,9,9,0.0,999900.0401632867
NTME,9,0,10,9,9,0.0,999900.0401632867
VPER,0,3,10,9,9,0.0,10800.000292493469
VPER,1,25,10,9,9,0.0,10800.000292493469
VPER,2,40,10,9,9,0.0,10800.000292493469
VPER,3,50,10,9,9,0.0,10800.000292493469
VPER,4,7,10,9,9,0.0,10800.000292493469
VPER,5,46,10,9,9,0.0,10800.000292493469
VPER,6,50,10,9,9,0.0,10800.000292493469
VPER,7,11,10,9,9,0.0,10800.000292493469
VPER,8,45,10,9,9,0.0,10800.000292493469
VPER,9,51,10,9,9,0.0,10800.000292493469
ADCV,0,18,10,10,9,0.0,159900.01164153227
ADCV,1,3,10,10,9,0.0,159900.01164153227
ADCV,2,46,10,10,9,0.0,159900.01164153227
ADCV,3,50,10,10,9,0.0,159900.01164153227
ADCV,4,13,10,10,9,0.0,159900.01164153227
ADCV,5,42,10,10,9,0.0,159900.01164153227
ADCV,6,45,10,10,9,0.0,159900.01164153227
ADCV,7,68,10,10,9,0.0,159900.01164153227
ADCV,8,38,10,10,9,0.0,159900.01164153227
ADCV,9,0,10,10,9,0.0,159900.01164153227
CUBT,0,18,10,10,9,0.0,111160.0019368599
CUBT,1,3,10,10,9,0.0,111160.0019368599
CUBT,2,53,10,10,9,0.0,111160.0019368599
CUBT,3,47,10,10,9,0.0,111160.0019368599
CUBT,4,12,10,10,9,0.0,111160.0019368599
CUBT,5,9,10,10,9,0.0,111160.0019368599
CUBT,6,26,10,10,9,0.0,111160.0019368599
CUBT,7,19,10,10,9,0.0,111160.0019368599
CUBT,8,44,10,10,9,0.0,111160.0019368599
CUBT,9,55,10,10,9,0.0,111160.0019368599
CYBL,0,62,10,10,9,0.0,49235.0011652446
CYBL,1,3,10,10,9,0.0,49235.0011652446
CYBL,2,27,10,10,9,0.0,49235.0011652446
CYBL,3,5,10,10,9,0.0,49235.0011652446
CYBL,4,13,10,10,9,0.0,49235.0011652446
CYBL,5,39,10,10,9,0.0,49235.0011652446
CYBL,6,45,10,10,9,0.0,49235.0011652446
CYBL,7,34,10,10,9,0.0,49235.0011652446
CYBL,8,56,10,10,9,0.0,49235.0011652446
CYBL,9,31,10,10,9,0.0,49235.0011652446
HRBR,0,62,10,8,9,0.0,5739.394064134732
HRBR,1,2,10,8,9,0.0,5739.394064134732
HRBR,2,15,10,8,9,0.0,5739.394064134732
HRBR,3,57,10,8,9,0.0,5739.394064134732
HRBR,4,25,10,8,9,0.0,5739.394064134732
HRBR,5,15,10,8,9,0.0,5739.394064134732
HRBR,6,26,10,8,9,0.0,5739.394064134732
HRBR,7,32,10,8,9,0.0,5739.394064134732
HRBR,8,6,10,8,9,0.0,5739.394064134732
HRBR,9,15,10,8,9,0.0,5739.394064134732
HYWI,0,62,10,8,9,0.0,7199.999999999998
HYWI,1,3,10,8,9,0.0,7199.999999999998
HYWI,2,43,10,8,9,0.0,7199.999999999998
HYWI,3,50,10,8,9,0.0,7199.999999999998
HYWI,4,31,10,8,9,0.0,7199.999999999998
HYWI,5,42,10,8,9,0.0,7199.999999999998
HYWI,6,45,10,8,9,0.0,7199.999999999998
HYWI,7,26,10,8,9,0.0,7199.999999999998
HYWI,8,31,10,8,9,0.0,7199.999999999998
HYWI,9,3,10,8,9,0.0,7199.999999999998
RIVT,0,62,10,10,9,0.0,46900.00050931689
RIVT,1,10,10,10,9,0.0,46900.00050931689
RIVT,2,14,10,10,9,0.0,46900.00050931689
RIVT,3,49,10,10,9,0.0,46900.00050931689
RIVT,4,27,10,10,9,0.0,46900.00050931689
RIVT,5,24,10,10,9,0.0,46900.00050931689
RIVT,6,25,10,10,9,0.0,46900.00050931689
RIVT,7,68,10,10,9,0.0,46900.00050931689
RIVT,8,41,10,10,9,0.0,46900.00050931689
RIVT,9,35,10,10,9,0.0,46900.00050931689
SMEV,0,62,10,9,9,0.0,19750.00049549268
SMEV,1,10,10,9,9,0.0,19750.00049549268
SMEV,2,57,10,9,9,0.0,19750.00049549268
SMEV,3,37,10,9,9,0.0,19750.00049549268
SMEV,4,52,10,9,9,0.0,19750.00049549268
SMEV,5,32,10,9,9,0.0,19750.00049549268
SMEV,6,13,10,9,9,0.0,19750.00049549268
SMEV,7,32,10,9,9,0.0,19750.00049549268
SMEV,8,21,10,9,9,0.0,19750.00049549268
SMEV,9,26,10,9,9,0.0,19750.00049549268
TONR,0,62,10,10,9,0.0,14571.429164938758
TONR,1,21,10,10,9,0.0,14571.429164938758
TONR,2,22,10,10,9,0.0,14571.429164938758
TONR,3,40,10,10,9,0.0,14571.429164938758
TONR,4,25,10,10,9,0.0,14571.429164938758
TONR,5,24,10,10,9,0.0,14571.429164938758
TONR,6,26,10,10,9,0.0,14571.429164938758
TONR,7,36,10,10,9,0.0,14571.429164938758
TONR,8,51,10,10,9,0.0,14571.429164938758
TONR,9,1,10,10,9,0.0,14571.429164938758
WWRL,0,62,10,10,9,0.0,21900.00043655746
WWRL,1,3,10,10,9,0.0,21900.00043655746
WWRL,2,49,10,10,9,0.0,21900.00043655746
WWRL,3,52,10,10,9,0.0,21900.00043655746
WWRL,4,24,10,10,9,0.0,21900.00043655746
WWRL,5,12,10,10,9,0.0,21900.00043655746
WWRL,6,65,10,10,9,0.0,21900.00043655746
WWRL,7,41,10,10,9,0.0,21900.00043655746
WWRL,8,42,10,10,9,0.0,21900.00043655746
WWRL,9,37,10,10,9,0.0,21900.00043655746
AVRI,0,4,10,10,9,0.0,8004.767951500606
AVRI,1,0,10,10,9,0.0,8004.767951500606
AVRI,2,20,10,10,9,0.0,8004.767951500606
AVRI,3,40,10,10,9,0.0,8004.767951500606
AVRI,4,12,10,10,9,0.0,8004.767951500606
AVRI,5,29,10,10,9,0.0,8004.767951500606
