Security,Block_ID,Cluster_ID,Total_Blocks_Appeared,Unique_Clusters,Cluster_Changes,Stability_Score,Percent_Return
AVRI,6,14,10,10,9,0.0,8004.767951500606
AVRI,7,13,10,10,9,0.0,8004.767951500606
AVRI,8,30,10,10,9,0.0,8004.767951500606
AVRI,9,22,10,10,9,0.0,8004.767951500606
COLCF,0,4,10,10,9,0.0,38734.95227535624
COLCF,1,5,10,10,9,0.0,38734.95227535624
COLCF,2,54,10,10,9,0.0,38734.95227535624
COLCF,3,2,10,10,9,0.0,38734.95227535624
COLCF,4,6,10,10,9,0.0,38734.95227535624
COLCF,5,47,10,10,9,0.0,38734.95227535624
COLCF,6,20,10,10,9,0.0,38734.95227535624
COLCF,7,52,10,10,9,0.0,38734.95227535624
COLCF,8,34,10,10,9,0.0,38734.95227535624
COLCF,9,7,10,10,9,0.0,38734.95227535624
ILUS,0,4,10,10,9,0.0,35399.998731074884
ILUS,1,23,10,10,9,0.0,35399.998731074884
ILUS,2,46,10,10,9,0.0,35399.998731074884
ILUS,3,44,10,10,9,0.0,35399.998731074884
ILUS,4,38,10,10,9,0.0,35399.998731074884
ILUS,5,59,10,10,9,0.0,35399.998731074884
ILUS,6,66,10,10,9,0.0,35399.998731074884
ILUS,7,6,10,10,9,0.0,35399.998731074884
ILUS,8,34,10,10,9,0.0,35399.998731074884
ILUS,9,17,10,10,9,0.0,35399.998731074884
ITRX,0,4,10,10,9,0.0,87500.00018044369
ITRX,1,17,10,10,9,0.0,87500.00018044369
ITRX,2,14,10,10,9,0.0,87500.00018044369
ITRX,3,50,10,10,9,0.0,87500.00018044369
ITRX,4,42,10,10,9,0.0,87500.00018044369
ITRX,5,9,10,10,9,0.0,87500.00018044369
ITRX,6,43,10,10,9,0.0,87500.00018044369
ITRX,7,12,10,10,9,0.0,87500.00018044369
ITRX,8,41,10,10,9,0.0,87500.00018044369
ITRX,9,69,10,10,9,0.0,87500.00018044369
MOBQ,0,4,10,10,9,0.0,5606.060527974326
MOBQ,1,62,10,10,9,0.0,5606.060527974326
MOBQ,2,12,10,10,9,0.0,5606.060527974326
MOBQ,3,35,10,10,9,0.0,5606.060527974326
MOBQ,4,51,10,10,9,0.0,5606.060527974326
MOBQ,5,47,10,10,9,0.0,5606.060527974326
MOBQ,6,16,10,10,9,0.0,5606.060527974326
MOBQ,7,23,10,10,9,0.0,5606.060527974326
MOBQ,8,26,10,10,9,0.0,5606.060527974326
MOBQ,9,28,10,10,9,0.0,5606.060527974326
NSAV,0,4,10,9,9,0.0,23022.500170880987
NSAV,1,38,10,9,9,0.0,23022.500170880987
NSAV,2,45,10,9,9,0.0,23022.500170880987
NSAV,3,51,10,9,9,0.0,23022.500170880987
NSAV,4,45,10,9,9,0.0,23022.500170880987
NSAV,5,2,10,9,9,0.0,23022.500170880987
NSAV,6,39,10,9,9,0.0,23022.500170880987
NSAV,7,21,10,9,9,0.0,23022.500170880987
NSAV,8,68,10,9,9,0.0,23022.500170880987
NSAV,9,17,10,9,9,0.0,23022.500170880987
RRRT,0,4,10,6,8,0.11111111111111116,14986.474881782735
RRRT,1,57,10,6,8,0.11111111111111116,14986.474881782735
RRRT,2,12,10,6,8,0.11111111111111116,14986.474881782735
RRRT,3,12,10,6,8,0.11111111111111116,14986.474881782735
RRRT,4,13,10,6,8,0.11111111111111116,14986.474881782735
RRRT,5,65,10,6,8,0.11111111111111116,14986.474881782735
RRRT,6,31,10,6,8,0.11111111111111116,14986.474881782735
RRRT,7,65,10,6,8,0.11111111111111116,14986.474881782735
RRRT,8,4,10,6,8,0.11111111111111116,14986.474881782735
RRRT,9,12,10,6,8,0.11111111111111116,14986.474881782735
RVTI,0,4,10,9,9,0.0,8782.105122298684
RVTI,1,45,10,9,9,0.0,8782.105122298684
RVTI,2,57,10,9,9,0.0,8782.105122298684
RVTI,3,13,10,9,9,0.0,8782.105122298684
RVTI,4,2,10,9,9,0.0,8782.105122298684
RVTI,5,57,10,9,9,0.0,8782.105122298684
RVTI,6,36,10,9,9,0.0,8782.105122298684
RVTI,7,9,10,9,9,0.0,8782.105122298684
RVTI,8,28,10,9,9,0.0,8782.105122298684
RVTI,9,10,10,9,9,0.0,8782.105122298684
SCAL,0,4,10,10,9,0.0,37439.999669671495
SCAL,1,29,10,10,9,0.0,37439.999669671495
SCAL,2,28,10,10,9,0.0,37439.999669671495
SCAL,3,18,10,10,9,0.0,37439.999669671495
SCAL,4,24,10,10,9,0.0,37439.999669671495
SCAL,5,42,10,10,9,0.0,37439.999669671495
SCAL,6,25,10,10,9,0.0,37439.999669671495
SCAL,7,67,10,10,9,0.0,37439.999669671495
SCAL,8,21,10,10,9,0.0,37439.999669671495
SCAL,9,35,10,10,9,0.0,37439.999669671495
SGGDF,0,4,10,9,9,0.0,11490.000412546757
SGGDF,1,39,10,9,9,0.0,11490.000412546757
SGGDF,2,46,10,9,9,0.0,11490.000412546757
SGGDF,3,18,10,9,9,0.0,11490.000412546757
SGGDF,4,59,10,9,9,0.0,11490.000412546757
SGGDF,5,20,10,9,9,0.0,11490.000412546757
SGGDF,6,39,10,9,9,0.0,11490.000412546757
SGGDF,7,10,10,9,9,0.0,11490.000412546757
SGGDF,8,35,10,9,9,0.0,11490.000412546757
SGGDF,9,62,10,9,9,0.0,11490.000412546757
TSRR,0,4,10,8,7,0.2222222222222222,36900.00029394867
TSRR,1,4,10,8,7,0.2222222222222222,36900.00029394867
TSRR,2,57,10,8,7,0.2222222222222222,36900.00029394867
TSRR,3,7,10,8,7,0.2222222222222222,36900.00029394867
TSRR,4,7,10,8,7,0.2222222222222222,36900.00029394867
TSRR,5,10,10,8,7,0.2222222222222222,36900.00029394867
TSRR,6,29,10,8,7,0.2222222222222222,36900.00029394867
TSRR,7,13,10,8,7,0.2222222222222222,36900.00029394867
TSRR,8,54,10,8,7,0.2222222222222222,36900.00029394867
TSRR,9,55,10,8,7,0.2222222222222222,36900.00029394867
AXTG,0,2,10,10,9,0.0,6053.799748193983
AXTG,1,35,10,10,9,0.0,6053.799748193983
AXTG,2,14,10,10,9,0.0,6053.799748193983
AXTG,3,52,10,10,9,0.0,6053.799748193983
AXTG,4,12,10,10,9,0.0,6053.799748193983
AXTG,5,38,10,10,9,0.0,6053.799748193983
AXTG,6,45,10,10,9,0.0,6053.799748193983
AXTG,7,68,10,10,9,0.0,6053.799748193983
AXTG,8,21,10,10,9,0.0,6053.799748193983
AXTG,9,36,10,10,9,0.0,6053.799748193983
BDCM,0,2,10,8,8,0.11111111111111116,8229.411456198643
BDCM,1,34,10,8,8,0.11111111111111116,8229.411456198643
BDCM,2,49,10,8,8,0.11111111111111116,8229.411456198643
BDCM,3,1,10,8,8,0.11111111111111116,8229.411456198643
BDCM,4,40,10,8,8,0.11111111111111116,8229.411456198643
BDCM,5,29,10,8,8,0.11111111111111116,8229.411456198643
BDCM,6,35,10,8,8,0.11111111111111116,8229.411456198643
BDCM,7,29,10,8,8,0.11111111111111116,8229.411456198643
BDCM,8,29,10,8,8,0.11111111111111116,8229.411456198643
BDCM,9,51,10,8,8,0.11111111111111116,8229.411456198643
MMIRF,0,2,10,9,9,0.0,121299.00037362042
MMIRF,1,60,10,9,9,0.0,121299.00037362042
MMIRF,2,11,10,9,9,0.0,121299.00037362042
MMIRF,3,42,10,9,9,0.0,121299.00037362042
MMIRF,4,30,10,9,9,0.0,121299.00037362042
MMIRF,5,56,10,9,9,0.0,121299.00037362042
MMIRF,6,0,10,9,9,0.0,121299.00037362042
MMIRF,7,10,10,9,9,0.0,121299.00037362042
MMIRF,8,17,10,9,9,0.0,121299.00037362042
MMIRF,9,0,10,9,9,0.0,121299.00037362042
SRNW,0,2,10,10,9,0.0,42567.08483052923
SRNW,1,42,10,10,9,0.0,42567.08483052923
SRNW,2,14,10,10,9,0.0,42567.08483052923
SRNW,3,36,10,10,9,0.0,42567.08483052923
SRNW,4,45,10,10,9,0.0,42567.08483052923
SRNW,5,47,10,10,9,0.0,42567.08483052923
SRNW,6,32,10,10,9,0.0,42567.08483052923
SRNW,7,61,10,10,9,0.0,42567.08483052923
SRNW,8,19,10,10,9,0.0,42567.08483052923
SRNW,9,7,10,10,9,0.0,42567.08483052923
STZU,0,2,10,9,9,0.0,8900.000072759125
STZU,1,3,10,9,9,0.0,8900.000072759125
STZU,2,49,10,9,9,0.0,8900.000072759125
STZU,3,50,10,9,9,0.0,8900.000072759125
STZU,4,13,10,9,9,0.0,8900.000072759125
STZU,5,51,10,9,9,0.0,8900.000072759125
STZU,6,46,10,9,9,0.0,8900.000072759125
STZU,7,68,10,9,9,0.0,8900.000072759125
STZU,8,3,10,9,9,0.0,8900.000072759125
STZU,9,0,10,9,9,0.0,8900.000072759125
EGOC,0,45,10,9,9,0.0,10137.894558185044
EGOC,1,51,10,9,9,0.0,10137.894558185044
EGOC,2,35,10,9,9,0.0,10137.894558185044
EGOC,3,47,10,9,9,0.0,10137.894558185044
EGOC,4,52,10,9,9,0.0,10137.894558185044
EGOC,5,35,10,9,9,0.0,10137.894558185044
EGOC,6,13,10,9,9,0.0,10137.894558185044
EGOC,7,39,10,9,9,0.0,10137.894558185044
EGOC,8,12,10,9,9,0.0,10137.894558185044
EGOC,9,62,10,9,9,0.0,10137.894558185044
RBSY,0,45,10,8,9,0.0,64908.3363164841
RBSY,1,24,10,8,9,0.0,64908.3363164841
RBSY,2,43,10,8,9,0.0,64908.3363164841
RBSY,3,15,10,8,9,0.0,64908.3363164841
RBSY,4,43,10,8,9,0.0,64908.3363164841
RBSY,5,40,10,8,9,0.0,64908.3363164841
RBSY,6,62,10,8,9,0.0,64908.3363164841
RBSY,7,43,10,8,9,0.0,64908.3363164841
RBSY,8,3,10,8,9,0.0,64908.3363164841
RBSY,9,61,10,8,9,0.0,64908.3363164841
CAMG,0,44,10,10,9,0.0,8253.33342149858
CAMG,1,45,10,10,9,0.0,8253.33342149858
CAMG,2,49,10,10,9,0.0,8253.33342149858
CAMG,3,46,10,10,9,0.0,8253.33342149858
CAMG,4,11,10,10,9,0.0,8253.33342149858
CAMG,5,65,10,10,9,0.0,8253.33342149858
CAMG,6,38,10,10,9,0.0,8253.33342149858
CAMG,7,66,10,10,9,0.0,8253.33342149858
CAMG,8,36,10,10,9,0.0,8253.33342149858
CAMG,9,23,10,10,9,0.0,8253.33342149858
FBDS,0,44,10,10,9,0.0,113913.81390390683
FBDS,1,57,10,10,9,0.0,113913.81390390683
FBDS,2,14,10,10,9,0.0,113913.81390390683
FBDS,3,40,10,10,9,0.0,113913.81390390683
FBDS,4,38,10,10,9,0.0,113913.81390390683
FBDS,5,51,10,10,9,0.0,113913.81390390683
FBDS,6,61,10,10,9,0.0,113913.81390390683
FBDS,7,16,10,10,9,0.0,113913.81390390683
FBDS,8,29,10,10,9,0.0,113913.81390390683
FBDS,9,35,10,10,9,0.0,113913.81390390683
DVFI,0,55,10,10,9,0.0,30700.00154250278
DVFI,1,8,10,10,9,0.0,30700.00154250278
DVFI,2,46,10,10,9,0.0,30700.00154250278
DVFI,3,50,10,10,9,0.0,30700.00154250278
DVFI,4,24,10,10,9,0.0,30700.00154250278
DVFI,5,42,10,10,9,0.0,30700.00154250278
DVFI,6,14,10,10,9,0.0,30700.00154250278
DVFI,7,68,10,10,9,0.0,30700.00154250278
DVFI,8,57,10,10,9,0.0,30700.00154250278
DVFI,9,35,10,10,9,0.0,30700.00154250278
GWSO,0,55,10,10,9,0.0,193133.33095432364
GWSO,1,45,10,10,9,0.0,193133.33095432364
GWSO,2,15,10,10,9,0.0,193133.33095432364
GWSO,3,12,10,10,9,0.0,193133.33095432364
GWSO,4,25,10,10,9,0.0,193133.33095432364
GWSO,5,16,10,10,9,0.0,193133.33095432364
GWSO,6,47,10,10,9,0.0,193133.33095432364
GWSO,7,26,10,10,9,0.0,193133.33095432364
GWSO,8,60,10,10,9,0.0,193133.33095432364
GWSO,9,57,10,10,9,0.0,193133.33095432364
MJWL,0,55,10,8,9,0.0,94929.0025935151
MJWL,1,25,10,8,9,0.0,94929.0025935151
MJWL,2,46,10,8,9,0.0,94929.0025935151
MJWL,3,50,10,8,9,0.0,94929.0025935151
MJWL,4,21,10,8,9,0.0,94929.0025935151
MJWL,5,46,10,8,9,0.0,94929.0025935151
MJWL,6,55,10,8,9,0.0,94929.0025935151
MJWL,7,53,10,8,9,0.0,94929.0025935151
MJWL,8,35,10,8,9,0.0,94929.0025935151
MJWL,9,57,10,8,9,0.0,94929.0025935151
OCLG,0,47,10,10,9,0.0,14350.000625402588
OCLG,1,46,10,10,9,0.0,14350.000625402588
OCLG,2,49,10,10,9,0.0,14350.000625402588
OCLG,3,34,10,10,9,0.0,14350.000625402588
OCLG,4,21,10,10,9,0.0,14350.000625402588
OCLG,5,5,10,10,9,0.0,14350.000625402588
OCLG,6,59,10,10,9,0.0,14350.000625402588
OCLG,7,65,10,10,9,0.0,14350.000625402588
OCLG,8,38,10,10,9,0.0,14350.000625402588
OCLG,9,0,10,10,9,0.0,14350.000625402588
GVSI,0,8,10,10,9,0.0,45760.000368163404
GVSI,1,5,10,10,9,0.0,45760.000368163404
GVSI,2,57,10,10,9,0.0,45760.000368163404
GVSI,3,44,10,10,9,0.0,45760.000368163404
GVSI,4,25,10,10,9,0.0,45760.000368163404
GVSI,5,31,10,10,9,0.0,45760.000368163404
GVSI,6,45,10,10,9,0.0,45760.000368163404
GVSI,7,68,10,10,9,0.0,45760.000368163404
GVSI,8,14,10,10,9,0.0,45760.000368163404
GVSI,9,36,10,10,9,0.0,45760.000368163404
ICOA,0,8,10,10,9,0.0,19170.000721047374
ICOA,1,58,10,10,9,0.0,19170.000721047374
ICOA,2,49,10,10,9,0.0,19170.000721047374
ICOA,3,36,10,10,9,0.0,19170.000721047374
ICOA,4,13,10,10,9,0.0,19170.000721047374
ICOA,5,42,10,10,9,0.0,19170.000721047374
ICOA,6,45,10,10,9,0.0,19170.000721047374
ICOA,7,68,10,10,9,0.0,19170.000721047374
ICOA,8,56,10,10,9,0.0,19170.000721047374
ICOA,9,35,10,10,9,0.0,19170.000721047374
FSTF,0,58,10,10,9,0.0,1968000.0461659522
FSTF,1,3,10,10,9,0.0,1968000.0461659522
FSTF,2,14,10,10,9,0.0,1968000.0461659522
FSTF,3,6,10,10,9,0.0,1968000.0461659522
FSTF,4,30,10,10,9,0.0,1968000.0461659522
FSTF,5,42,10,10,9,0.0,1968000.0461659522
FSTF,6,60,10,10,9,0.0,1968000.0461659522
FSTF,7,39,10,10,9,0.0,1968000.0461659522
FSTF,8,57,10,10,9,0.0,1968000.0461659522
FSTF,9,35,10,10,9,0.0,1968000.0461659522
DROR,0,48,10,10,9,0.0,5464.736716338301
DROR,1,57,10,10,9,0.0,5464.736716338301
DROR,2,29,10,10,9,0.0,5464.736716338301
DROR,3,62,10,10,9,0.0,5464.736716338301
DROR,4,46,10,10,9,0.0,5464.736716338301
DROR,5,52,10,10,9,0.0,5464.736716338301
DROR,6,2,10,10,9,0.0,5464.736716338301
DROR,7,7,10,10,9,0.0,5464.736716338301
DROR,8,38,10,10,9,0.0,5464.736716338301
DROR,9,49,10,10,9,0.0,5464.736716338301
GRGG,0,48,10,9,9,0.0,63899.99999999998
GRGG,1,3,10,9,9,0.0,63899.99999999998
GRGG,2,51,10,9,9,0.0,63899.99999999998
GRGG,3,6,10,9,9,0.0,63899.99999999998
GRGG,4,1,10,9,9,0.0,63899.99999999998
GRGG,5,51,10,9,9,0.0,63899.99999999998
GRGG,6,4,10,9,9,0.0,63899.99999999998
GRGG,7,15,10,9,9,0.0,63899.99999999998
GRGG,8,34,10,9,9,0.0,63899.99999999998
GRGG,9,19,10,9,9,0.0,63899.99999999998
GRHI,0,48,10,10,9,0.0,9959.999345746432
GRHI,1,42,10,10,9,0.0,9959.999345746432
GRHI,2,22,10,10,9,0.0,9959.999345746432
GRHI,3,3,10,10,9,0.0,9959.999345746432
GRHI,4,26,10,10,9,0.0,9959.999345746432
GRHI,5,64,10,10,9,0.0,9959.999345746432
GRHI,6,59,10,10,9,0.0,9959.999345746432
GRHI,7,68,10,10,9,0.0,9959.999345746432
GRHI,8,18,10,10,9,0.0,9959.999345746432
GRHI,9,2,10,10,9,0.0,9959.999345746432
NSPT,0,48,10,10,9,0.0,11504.00026921032
NSPT,1,18,10,10,9,0.0,11504.00026921032
NSPT,2,14,10,10,9,0.0,11504.00026921032
NSPT,3,50,10,10,9,0.0,11504.00026921032
NSPT,4,13,10,10,9,0.0,11504.00026921032
NSPT,5,42,10,10,9,0.0,11504.00026921032
NSPT,6,45,10,10,9,0.0,11504.00026921032
NSPT,7,68,10,10,9,0.0,11504.00026921032
NSPT,8,43,10,10,9,0.0,11504.00026921032
NSPT,9,47,10,10,9,0.0,11504.00026921032
ROCLF,0,48,10,10,9,0.0,29333.332585015673
ROCLF,1,3,10,10,9,0.0,29333.332585015673
ROCLF,2,30,10,10,9,0.0,29333.332585015673
ROCLF,3,4,10,10,9,0.0,29333.332585015673
ROCLF,4,53,10,10,9,0.0,29333.332585015673
ROCLF,5,27,10,10,9,0.0,29333.332585015673
ROCLF,6,47,10,10,9,0.0,29333.332585015673
ROCLF,7,67,10,10,9,0.0,29333.332585015673
ROCLF,8,44,10,10,9,0.0,29333.332585015673
ROCLF,9,65,10,10,9,0.0,29333.332585015673
MTRT,0,23,10,9,9,0.0,13263.713890795583
MTRT,1,26,10,9,9,0.0,13263.713890795583
MTRT,2,14,10,9,9,0.0,13263.713890795583
MTRT,3,34,10,9,9,0.0,13263.713890795583
MTRT,4,61,10,9,9,0.0,13263.713890795583
MTRT,5,34,10,9,9,0.0,13263.713890795583
MTRT,6,15,10,9,9,0.0,13263.713890795583
MTRT,7,19,10,9,9,0.0,13263.713890795583
MTRT,8,57,10,9,9,0.0,13263.713890795583
MTRT,9,58,10,9,9,0.0,13263.713890795583
NRCD,0,28,10,10,9,0.0,44900.002924935
NRCD,1,1,10,10,9,0.0,44900.002924935
NRCD,2,9,10,10,9,0.0,44900.002924935
NRCD,3,5,10,10,9,0.0,44900.002924935
NRCD,4,13,10,10,9,0.0,44900.002924935
NRCD,5,42,10,10,9,0.0,44900.002924935
NRCD,6,45,10,10,9,0.0,44900.002924935
NRCD,7,68,10,10,9,0.0,44900.002924935
NRCD,8,38,10,10,9,0.0,44900.002924935
NRCD,9,35,10,10,9,0.0,44900.002924935
TORVF,0,28,10,9,9,0.0,88512.85991241747
TORVF,1,20,10,9,9,0.0,88512.85991241747
TORVF,2,0,10,9,9,0.0,88512.85991241747
TORVF,3,32,10,9,9,0.0,88512.85991241747
TORVF,4,52,10,9,9,0.0,88512.85991241747
TORVF,5,35,10,9,9,0.0,88512.85991241747
TORVF,6,66,10,9,9,0.0,88512.85991241747
TORVF,7,10,10,9,9,0.0,88512.85991241747
TORVF,8,8,10,9,9,0.0,88512.85991241747
TORVF,9,20,10,9,9,0.0,88512.85991241747
CRFU,0,26,10,10,9,0.0,609900.0222644308
CRFU,1,42,10,10,9,0.0,609900.0222644308
CRFU,2,22,10,10,9,0.0,609900.0222644308
CRFU,3,46,10,10,9,0.0,609900.0222644308
CRFU,4,14,10,10,9,0.0,609900.0222644308
CRFU,5,38,10,10,9,0.0,609900.0222644308
CRFU,6,21,10,10,9,0.0,609900.0222644308
CRFU,7,68,10,10,9,0.0,609900.0222644308
CRFU,8,44,10,10,9,0.0,609900.0222644308
CRFU,9,35,10,10,9,0.0,609900.0222644308
MRVT,0,26,10,10,9,0.0,29900.00101863377
MRVT,1,57,10,10,9,0.0,29900.00101863377
MRVT,2,46,10,10,9,0.0,29900.00101863377
MRVT,3,50,10,10,9,0.0,29900.00101863377
MRVT,4,21,10,10,9,0.0,29900.00101863377
MRVT,5,42,10,10,9,0.0,29900.00101863377
MRVT,6,14,10,10,9,0.0,29900.00101863377
MRVT,7,68,10,10,9,0.0,29900.00101863377
MRVT,8,63,10,10,9,0.0,29900.00101863377
MRVT,9,0,10,10,9,0.0,29900.00101863377
AHFI,0,49,10,10,9,0.0,402810.013244426
AHFI,1,35,10,10,9,0.0,402810.013244426
AHFI,2,54,10,10,9,0.0,402810.013244426
AHFI,3,36,10,10,9,0.0,402810.013244426
AHFI,4,13,10,10,9,0.0,402810.013244426
AHFI,5,34,10,10,9,0.0,402810.013244426
AHFI,6,33,10,10,9,0.0,402810.013244426
AHFI,7,32,10,10,9,0.0,402810.013244426
AHFI,8,57,10,10,9,0.0,402810.013244426
AHFI,9,55,10,10,9,0.0,402810.013244426
RINO,0,49,10,10,9,0.0,7742.028587582956
RINO,1,58,10,10,9,0.0,7742.028587582956
RINO,2,21,10,10,9,0.0,7742.028587582956
RINO,3,13,10,10,9,0.0,7742.028587582956
RINO,4,7,10,10,9,0.0,7742.028587582956
RINO,5,42,10,10,9,0.0,7742.028587582956
RINO,6,45,10,10,9,0.0,7742.028587582956
RINO,7,52,10,10,9,0.0,7742.028587582956
RINO,8,17,10,10,9,0.0,7742.028587582956
RINO,9,6,10,10,9,0.0,7742.028587582956
RWGI,0,49,10,10,9,0.0,562600.0064246703
RWGI,1,10,10,10,9,0.0,562600.0064246703
RWGI,2,46,10,10,9,0.0,562600.0064246703
RWGI,3,37,10,10,9,0.0,562600.0064246703
RWGI,4,1,10,10,9,0.0,562600.0064246703
RWGI,5,33,10,10,9,0.0,562600.0064246703
RWGI,6,45,10,10,9,0.0,562600.0064246703
RWGI,7,68,10,10,9,0.0,562600.0064246703
RWGI,8,41,10,10,9,0.0,562600.0064246703
RWGI,9,35,10,10,9,0.0,562600.0064246703
BTNY,0,33,10,9,9,0.0,8600.967581052259
BTNY,1,3,10,9,9,0.0,8600.967581052259
BTNY,2,55,10,9,9,0.0,8600.967581052259
BTNY,3,15,10,9,9,0.0,8600.967581052259
BTNY,4,1,10,9,9,0.0,8600.967581052259
BTNY,5,33,10,9,9,0.0,8600.967581052259
BTNY,6,19,10,9,9,0.0,8600.967581052259
BTNY,7,17,10,9,9,0.0,8600.967581052259
BTNY,8,64,10,9,9,0.0,8600.967581052259
BTNY,9,2,10,9,9,0.0,8600.967581052259
CCWF,0,33,10,10,9,0.0,5785.833129122151
CCWF,1,42,10,10,9,0.0,5785.833129122151
CCWF,2,45,10,10,9,0.0,5785.833129122151
CCWF,3,12,10,10,9,0.0,5785.833129122151
CCWF,4,57,10,10,9,0.0,5785.833129122151
CCWF,5,30,10,10,9,0.0,5785.833129122151
CCWF,6,13,10,10,9,0.0,5785.833129122151
CCWF,7,63,10,10,9,0.0,5785.833129122151
CCWF,8,29,10,10,9,0.0,5785.833129122151
CCWF,9,53,10,10,9,0.0,5785.833129122151
HYHY,0,33,10,10,9,0.0,7800.0002837623015
HYHY,1,58,10,10,9,0.0,7800.0002837623015
HYHY,2,13,10,10,9,0.0,7800.0002837623015
HYHY,3,48,10,10,9,0.0,7800.0002837623015
HYHY,4,6,10,10,9,0.0,7800.0002837623015
HYHY,5,34,10,10,9,0.0,7800.0002837623015
HYHY,6,60,10,10,9,0.0,7800.0002837623015
HYHY,7,9,10,10,9,0.0,7800.0002837623015
HYHY,8,21,10,10,9,0.0,7800.0002837623015
HYHY,9,0,10,10,9,0.0,7800.0002837623015
KARE,0,33,10,10,9,0.0,10730.000037107324
KARE,1,30,10,10,9,0.0,10730.000037107324
KARE,2,49,10,10,9,0.0,10730.000037107324
KARE,3,50,10,10,9,0.0,10730.000037107324
KARE,4,42,10,10,9,0.0,10730.000037107324
KARE,5,54,10,10,9,0.0,10730.000037107324
KARE,6,28,10,10,9,0.0,10730.000037107324
KARE,7,68,10,10,9,0.0,10730.000037107324
KARE,8,38,10,10,9,0.0,10730.000037107324
KARE,9,73,10,10,9,0.0,10730.000037107324
MNDP,0,33,10,8,9,0.0,16880.00045547492
MNDP,1,35,10,8,9,0.0,16880.00045547492
MNDP,2,45,10,8,9,0.0,16880.00045547492
MNDP,3,50,10,8,9,0.0,16880.00045547492
MNDP,4,13,10,8,9,0.0,16880.00045547492
MNDP,5,30,10,8,9,0.0,16880.00045547492
MNDP,6,33,10,8,9,0.0,16880.00045547492
MNDP,7,48,10,8,9,0.0,16880.00045547492
MNDP,8,45,10,8,9,0.0,16880.00045547492
MNDP,9,15,10,8,9,0.0,16880.00045547492
SFWJ,0,33,10,10,9,0.0,61530.00234213077
SFWJ,1,7,10,10,9,0.0,61530.00234213077
SFWJ,2,21,10,10,9,0.0,61530.00234213077
SFWJ,3,16,10,10,9,0.0,61530.00234213077
SFWJ,4,40,10,10,9,0.0,61530.00234213077
SFWJ,5,0,10,10,9,0.0,61530.00234213077
SFWJ,6,46,10,10,9,0.0,61530.00234213077
SFWJ,7,54,10,10,9,0.0,61530.00234213077
SFWJ,8,17,10,10,9,0.0,61530.00234213077
SFWJ,9,65,10,10,9,0.0,61530.00234213077
WNFT,0,33,10,9,9,0.0,15300.061206508533
WNFT,1,38,10,9,9,0.0,15300.061206508533
WNFT,2,46,10,9,9,0.0,15300.061206508533
WNFT,3,4,10,9,9,0.0,15300.061206508533
WNFT,4,30,10,9,9,0.0,15300.061206508533
WNFT,5,59,10,9,9,0.0,15300.061206508533
WNFT,6,19,10,9,9,0.0,15300.061206508533
WNFT,7,11,10,9,9,0.0,15300.061206508533
WNFT,8,22,10,9,9,0.0,15300.061206508533
WNFT,9,19,10,9,9,0.0,15300.061206508533
IFAN,0,0,10,10,9,0.0,10934.539047857434
IFAN,1,38,10,10,9,0.0,10934.539047857434
IFAN,2,20,10,10,9,0.0,10934.539047857434
IFAN,3,40,10,10,9,0.0,10934.539047857434
IFAN,4,30,10,10,9,0.0,10934.539047857434
IFAN,5,56,10,10,9,0.0,10934.539047857434
IFAN,6,45,10,10,9,0.0,10934.539047857434
IFAN,7,68,10,10,9,0.0,10934.539047857434
IFAN,8,34,10,10,9,0.0,10934.539047857434
IFAN,9,44,10,10,9,0.0,10934.539047857434
TEXG,0,0,10,8,9,0.0,49900.00014551824
TEXG,1,7,10,8,9,0.0,49900.00014551824
TEXG,2,12,10,8,9,0.0,49900.00014551824
TEXG,3,3,10,8,9,0.0,49900.00014551824
TEXG,4,8,10,8,9,0.0,49900.00014551824
TEXG,5,11,10,8,9,0.0,49900.00014551824
TEXG,6,26,10,8,9,0.0,49900.00014551824
TEXG,7,69,10,8,9,0.0,49900.00014551824
TEXG,8,26,10,8,9,0.0,49900.00014551824
TEXG,9,0,10,8,9,0.0,49900.00014551824
GHST,0,19,10,10,9,0.0,12418.181458545127
GHST,1,39,10,10,9,0.0,12418.181458545127
GHST,2,53,10,10,9,0.0,12418.181458545127
GHST,3,62,10,10,9,0.0,12418.181458545127
GHST,4,23,10,10,9,0.0,12418.181458545127
GHST,5,60,10,10,9,0.0,12418.181458545127
GHST,6,27,10,10,9,0.0,12418.181458545127
GHST,7,69,10,10,9,0.0,12418.181458545127
GHST,8,29,10,10,9,0.0,12418.181458545127
GHST,9,44,10,10,9,0.0,12418.181458545127
MDCE,0,11,10,10,9,0.0,20740.000701402296
MDCE,1,3,10,10,9,0.0,20740.000701402296
MDCE,2,48,10,10,9,0.0,20740.000701402296
MDCE,3,36,10,10,9,0.0,20740.000701402296
MDCE,4,62,10,10,9,0.0,20740.000701402296
MDCE,5,47,10,10,9,0.0,20740.000701402296
MDCE,6,66,10,10,9,0.0,20740.000701402296
MDCE,7,7,10,10,9,0.0,20740.000701402296
MDCE,8,33,10,10,9,0.0,20740.000701402296
MDCE,9,35,10,10,9,0.0,20740.000701402296
NNYR,0,1,10,10,9,0.0,9900.000727595265
NNYR,1,25,10,10,9,0.0,9900.000727595265
NNYR,2,32,10,10,9,0.0,9900.000727595265
NNYR,3,40,10,10,9,0.0,9900.000727595265
NNYR,4,0,10,10,9,0.0,9900.000727595265
NNYR,5,64,10,10,9,0.0,9900.000727595265
