Block_ID,Cluster_ID,Security,Cluster_Size_x,Score,Median_Price_Level,Avg_Correlation,Cluster_Size_y,Post_Clustering_Return,Category,Rank
4,33,LCSHF,32,6,0.0064991200286894,0.4060257060086556,32,-11.586757504943272,Loss,304
0,7,BABB,45,5,0.768524600834143,0.0,45,-11.68224167611382,Loss,305
9,47,GNCGF,44,6,1.0247675507068634,0.5283099874151118,44,-11.740889007851486,Loss,306
6,44,PVL,41,6,0.014462319754064,0.2243684851255113,41,-12.076648980555516,Loss,307
9,73,NWPN,34,5,0.1417356016039848,0.0,34,-13.348763729274436,Loss,308
9,47,GLBKF,44,6,1.0247675507068634,0.5283099874151118,44,-13.394490069947972,Loss,309
2,8,CNOBF,38,6,1.3391199839115142,0.7093063400822887,38,-13.892619209229316,Loss,310
2,8,CTBG,38,6,1.3391199839115142,0.7093063400822887,38,-14.499994318932178,Loss,311
7,16,PSWR,39,6,0.6767042407989502,0.5262639916100307,39,-15.21739548561691,Loss,312
0,60,FLOD,38,5,0.0063999998383223,0.0,38,-15.775001186504944,Loss,313
9,47,ATTRF,44,6,1.0247675507068634,0.5283099874151118,44,-16.091952290524272,Loss,314
1,52,SNPHF,25,6,0.5749719948768616,0.6802693976117926,25,-16.82652183615005,Loss,315
6,44,PYBX,41,6,0.014462319754064,0.2243684851255113,41,-17.692311707307557,Loss,316
6,43,OECPF,44,5,0.0049999998882411,0.0,44,-19.331394296203825,Loss,317
7,16,EFVIF,39,6,0.6767042407989502,0.5262639916100307,39,-19.52226262741654,Loss,318
3,14,PNBK,39,6,0.1236479993462562,0.4344310006454784,39,-19.843673930153955,Loss,319
6,43,SSET,44,5,0.0049999998882411,0.0,44,-20.51281821666028,Loss,320
3,14,EAWD,39,6,0.1236479993462562,0.4344310006454784,39,-20.954512912111376,Loss,321
1,32,CLTFF,42,5,1.439387990951538,0.0,42,-21.05263058828844,Loss,322
1,17,FTPM,34,5,0.3335587837100029,0.0,34,-23.076926951707,Loss,323
2,8,FTPM,38,6,1.3391199839115142,0.7093063400822887,38,-23.076926951707,Loss,324
1,32,BNDSF,42,5,1.439387990951538,0.0,42,-23.284555595172584,Loss,325
0,60,NZIH,38,5,0.0063999998383223,0.0,38,-26.040281926351565,Loss,326
1,32,MOBIF,42,5,1.439387990951538,0.0,42,-26.343041009961336,Loss,327
0,7,SCCFF,45,5,0.768524600834143,0.0,45,-28.200012220247675,Loss,328
1,17,RYBIF,34,5,0.3335587837100029,0.0,34,-28.333331733879515,Loss,329
9,47,OBSJF,44,6,1.0247675507068634,0.5283099874151118,44,-28.44931528535293,Loss,330
0,7,OBSJF,45,5,0.768524600834143,0.0,45,-28.44931528535293,Loss,331
3,14,BCRD,39,6,0.1236479993462562,0.4344310006454784,39,-30.591612062916035,Loss,332
7,67,HBIE,49,5,0.0060000000521539,0.0,49,-30.818560380313937,Loss,333
6,43,HBIE,44,5,0.0049999998882411,0.0,44,-30.818560380313937,Loss,334
9,47,BTGWF,44,6,1.0247675507068634,0.5283099874151118,44,-31.57894901951928,Loss,335
9,47,HAWPY,44,6,1.0247675507068634,0.5283099874151118,44,-33.68572539696637,Loss,336
7,67,CLPE,49,5,0.0060000000521539,0.0,49,-33.99999737739563,Loss,337
6,43,CLPE,44,5,0.0049999998882411,0.0,44,-33.99999737739563,Loss,338
1,17,MCPH,34,5,0.3335587837100029,0.0,34,-34.39037780269184,Loss,339
1,32,GNGYF,42,5,1.439387990951538,0.0,42,-35.00964635833866,Loss,340
9,47,PLLMF,44,6,1.0247675507068634,0.5283099874151118,44,-35.65517003509983,Loss,341
1,52,ARSC,25,6,0.5749719948768616,0.6802693976117926,25,-36.666667713596496,Loss,342
2,8,BWTX,38,6,1.3391199839115142,0.7093063400822887,38,-37.400000012417856,Loss,343
6,44,DBGF,41,6,0.014462319754064,0.2243684851255113,41,-37.49999818101334,Loss,344
2,8,NXTFF,38,6,1.3391199839115142,0.7093063400822887,38,-37.686936871633264,Loss,345
7,16,BRER,39,6,0.6767042407989502,0.5262639916100307,39,-37.99999932944782,Loss,346
3,14,MSET,39,6,0.1236479993462562,0.4344310006454784,39,-41.17647436470313,Loss,347
2,8,APDN,38,6,1.3391199839115142,0.7093063400822887,38,-41.542792964626,Loss,348
9,47,CMPRF,44,6,1.0247675507068634,0.5283099874151118,44,-44.242423768068335,Loss,349
1,32,GGNPF,42,5,1.439387990951538,0.0,42,-46.26474514247295,Loss,350
0,60,SMCDF,38,5,0.0063999998383223,0.0,38,-46.42857083461604,Loss,351
4,33,AMMJ,32,6,0.0064991200286894,0.4060257060086556,32,-48.78194875332208,Loss,352
3,14,MDGC,39,6,0.1236479993462562,0.4344310006454784,39,-49.99999999998124,Loss,353
7,67,DADTF,49,5,0.0060000000521539,0.0,49,-50.00000000000252,Loss,354
8,37,DADTF,38,5,0.0025000000605359,0.0,38,-50.00000000000252,Loss,355
7,67,CRYM,49,5,0.0060000000521539,0.0,49,-51.37517769581799,Loss,356
6,43,CRYM,44,5,0.0049999998882411,0.0,44,-51.37517769581799,Loss,357
6,44,BLIBQ,41,6,0.014462319754064,0.2243684851255113,41,-53.596286637636254,Loss,358
1,52,KWIK,25,6,0.5749719948768616,0.6802693976117926,25,-53.77079486024176,Loss,359
0,7,FRERF,45,5,0.768524600834143,0.0,45,-55.41269977460222,Loss,360
6,44,GWRRF,41,6,0.014462319754064,0.2243684851255113,41,-55.80095644731945,Loss,361
6,44,GEVI,41,6,0.014462319754064,0.2243684851255113,41,-56.15966996209571,Loss,362
7,16,APVS,39,6,0.6767042407989502,0.5262639916100307,39,-58.67768563236224,Loss,363
1,52,ATMH,25,6,0.5749719948768616,0.6802693976117926,25,-59.99068302599413,Loss,364
7,16,ABVC,39,6,0.6767042407989502,0.5262639916100307,39,-61.20574482957541,Loss,365
9,32,EPORP,45,5,0.0049999998882411,0.0,45,-63.33333271245173,Loss,366
2,8,OTTEF,38,6,1.3391199839115142,0.7093063400822887,38,-63.70987371594408,Loss,367
8,37,IVME,38,5,0.0025000000605359,0.0,38,-64.00000261935476,Loss,368
1,52,PWLK,25,6,0.5749719948768616,0.6802693976117926,25,-64.28571484254019,Loss,369
9,73,ARVY,34,5,0.1417356016039848,0.0,34,-65.06171645351002,Loss,370
7,16,RTSO,39,6,0.6767042407989502,0.5262639916100307,39,-65.31792023272413,Loss,371
0,7,CCVL,45,5,0.768524600834143,0.0,45,-67.02631000979397,Loss,372
1,52,AAIIQ,25,6,0.5749719948768616,0.6802693976117926,25,-67.84565927953473,Loss,373
1,32,LMTI,42,5,1.439387990951538,0.0,42,-68.75000000000021,Loss,374
0,60,GBUX,38,5,0.0063999998383223,0.0,38,-69.28336757210751,Loss,375
3,14,DFHL,39,6,0.1236479993462562,0.4344310006454784,39,-69.51219512195121,Loss,376
3,14,SCTN,39,6,0.1236479993462562,0.4344310006454784,39,-69.69697029828386,Loss,377
6,43,BGADF,44,5,0.0049999998882411,0.0,44,-70.87692368637174,Loss,378
4,33,GYPHQ,32,6,0.0064991200286894,0.4060257060086556,32,-71.0743821531218,Loss,379
1,17,CEXPF,34,5,0.3335587837100029,0.0,34,-72.12971096579832,Loss,380
9,73,MCELQ,34,5,0.1417356016039848,0.0,34,-72.22222418718924,Loss,381
1,17,EMOR,34,5,0.3335587837100029,0.0,34,-72.2781337357205,Loss,382
9,73,FAGI,34,5,0.1417356016039848,0.0,34,-73.23534667260363,Loss,383
0,7,NKLXF,45,5,0.768524600834143,0.0,45,-75.59189874854013,Loss,384
6,44,CZNB,41,6,0.014462319754064,0.2243684851255113,41,-77.68853233377897,Loss,385
4,33,NWUC,32,6,0.0064991200286894,0.4060257060086556,32,-79.99999922390002,Loss,386
9,32,GTKP,45,5,0.0049999998882411,0.0,45,-80.00000145519792,Loss,387
2,8,PDNLB,38,6,1.3391199839115142,0.7093063400822887,38,-81.09090941321602,Loss,388
6,44,CMFV,41,6,0.014462319754064,0.2243684851255113,41,-82.20640469877158,Loss,389
0,60,NFSE,38,5,0.0063999998383223,0.0,38,-83.0097094785603,Loss,390
2,8,LFAP,38,6,1.3391199839115142,0.7093063400822887,38,-83.59981318095971,Loss,391
9,47,BOPFF,44,6,1.0247675507068634,0.5283099874151118,44,-84.00000048229325,Loss,392
4,33,GMNI,32,6,0.0064991200286894,0.4060257060086556,32,-86.13138722222841,Loss,393
2,8,NGUGF,38,6,1.3391199839115142,0.7093063400822887,38,-86.48648638836738,Loss,394
1,32,HHBT,42,5,1.439387990951538,0.0,42,-88.18181887145869,Loss,395
9,47,PHMB,44,6,1.0247675507068634,0.5283099874151118,44,-90.0,Loss,396
7,67,NYLE,49,5,0.0060000000521539,0.0,49,-90.00000072759697,Loss,397
6,43,NYLE,44,5,0.0049999998882411,0.0,44,-90.00000072759697,Loss,398
8,37,NYLE,38,5,0.0025000000605359,0.0,38,-90.00000072759697,Loss,399
7,16,ICRD,39,6,0.6767042407989502,0.5262639916100307,39,-90.73502124187816,Loss,400
6,44,GLHD,41,6,0.014462319754064,0.2243684851255113,41,-91.39495729863006,Loss,401
2,8,FZRO,38,6,1.3391199839115142,0.7093063400822887,38,-93.64604765366585,Loss,402
6,44,KNKT,41,6,0.014462319754064,0.2243684851255113,41,-94.27574190001089,Loss,403
9,47,ELRE,44,6,1.0247675507068634,0.5283099874151118,44,-94.84536089996864,Loss,404
3,14,SNDZ,39,6,0.1236479993462562,0.4344310006454784,39,-95.12195101175188,Loss,405
6,44,FJHL,41,6,0.014462319754064,0.2243684851255113,41,-95.88201881627138,Loss,406
2,8,LPTC,38,6,1.3391199839115142,0.7093063400822887,38,-96.1702128068532,Loss,407
6,44,AHRO,41,6,0.014462319754064,0.2243684851255113,41,-96.72651920294632,Loss,408
6,43,CTOHF,44,5,0.0049999998882411,0.0,44,-97.50000018189893,Loss,409
6,43,INOQ,44,5,0.0049999998882411,0.0,44,-97.9185185038422,Loss,410
7,67,INOQ,49,5,0.0060000000521539,0.0,49,-97.9185185038422,Loss,411
2,8,LTEC,38,6,1.3391199839115142,0.7093063400822887,38,-98.49999989522638,Loss,412
9,73,CLTH,34,5,0.1417356016039848,0.0,34,-98.51705382362644,Loss,413
1,17,IDLM,34,5,0.3335587837100029,0.0,34,-98.52289518349808,Loss,414
4,33,MCOA,32,6,0.0064991200286894,0.4060257060086556,32,-98.75501243917992,Loss,415
1,17,PEMC,34,5,0.3335587837100029,0.0,34,-98.94736846539364,Loss,416
9,32,MCRT,45,5,0.0049999998882411,0.0,45,-99.00000007275952,Loss,417
7,67,MCRT,49,5,0.0060000000521539,0.0,49,-99.00000007275952,Loss,418
8,37,MCRT,38,5,0.0025000000605359,0.0,38,-99.00000007275952,Loss,419
0,60,ERMG,38,5,0.0063999998383223,0.0,38,-99.22879171954143,Loss,420
8,37,PNRXF,38,5,0.0025000000605359,0.0,38,-99.37578032001794,Loss,421
9,32,PNRXF,45,5,0.0049999998882411,0.0,45,-99.37578032001794,Loss,422
2,8,ETII,38,6,1.3391199839115142,0.7093063400822887,38,-99.40686842501891,Loss,423
0,60,SNGY,38,5,0.0063999998383223,0.0,38,-99.54396329782382,Loss,424
4,33,EVIO,32,6,0.0064991200286894,0.4060257060086556,32,-99.77612462188794,Loss,425
7,67,SHGY,49,5,0.0060000000521539,0.0,49,-99.80000000803264,Loss,426
4,33,NMSCA,32,6,0.0064991200286894,0.4060257060086556,32,-99.96666666883328,Loss,427
7,67,KDCE,49,5,0.0060000000521539,0.0,49,-99.96978943329682,Loss,428
9,73,COWPP,34,5,0.1417356016039848,0.0,34,-99.97114879827498,Loss,429
1,52,SAHN,25,6,0.5749719948768616,0.6802693976117926,25,-99.97500000100408,Loss,430
2,8,BRBL,38,6,1.3391199839115142,0.7093063400822887,38,-99.9770164138974,Loss,431
