Block_ID,Cluster_ID,Security,Cluster_Size_x,Score,Median_Price_Level,Avg_Correlation,Cluster_Size_y,Post_Clustering_Return,Category,Rank
1,32,GEBRF,42,5,1.439387990951538,0.0,42,110.60606009499595,100-500%,166
1,32,MACQF,42,5,1.439387990951538,0.0,42,106.61157444623292,100-500%,167
1,17,ERII,34,5,0.3335587837100029,0.0,34,100.70929528172763,100-500%,168
6,43,CBVTF,44,5,0.0049999998882411,0.0,44,100.00000000000024,100-500%,169
9,32,CBVTF,45,5,0.0049999998882411,0.0,45,100.00000000000024,100-500%,170
7,67,LMWW,49,5,0.0060000000521539,0.0,49,100.0,0-100%,171
6,43,LMWW,44,5,0.0049999998882411,0.0,44,100.0,0-100%,172
0,60,ATIW,38,5,0.0063999998383223,0.0,38,99.33333445092047,0-100%,173
4,33,ANPDF,32,6,0.0064991200286894,0.4060257060086556,32,98.6110881005735,0-100%,174
7,16,LAND,39,6,0.6767042407989502,0.5262639916100307,39,92.49873733296424,0-100%,175
1,32,AOAO,42,5,1.439387990951538,0.0,42,90.9158281112492,0-100%,176
7,67,HABC,49,5,0.0060000000521539,0.0,49,89.99999813735545,0-100%,177
9,73,PGVI,34,5,0.1417356016039848,0.0,34,86.46747980020483,0-100%,178
1,32,OCPNF,42,5,1.439387990951538,0.0,42,84.6282363279795,0-100%,179
0,7,GNTOF,45,5,0.768524600834143,0.0,45,81.81818181818174,0-100%,180
7,67,MAHI,49,5,0.0060000000521539,0.0,49,81.81817873943056,0-100%,181
9,47,CNGO,44,6,1.0247675507068634,0.5283099874151118,44,76.49418290420552,0-100%,182
1,32,CRUCF,42,5,1.439387990951538,0.0,42,69.00470499777057,0-100%,183
2,8,ESCA,38,6,1.3391199839115142,0.7093063400822887,38,68.06040474584172,0-100%,184
6,44,CTBK,41,6,0.014462319754064,0.2243684851255113,41,67.43408193113015,0-100%,185
9,73,FHRT,34,5,0.1417356016039848,0.0,34,66.79999542236328,0-100%,186
9,32,SRSN,45,5,0.0049999998882411,0.0,45,66.666672875484,0-100%,187
8,37,SRSN,38,5,0.0025000000605359,0.0,38,66.666672875484,0-100%,188
7,67,SRSN,49,5,0.0060000000521539,0.0,49,66.666672875484,0-100%,189
6,43,SRSN,44,5,0.0049999998882411,0.0,44,66.666672875484,0-100%,190
6,44,FLXP,41,6,0.014462319754064,0.2243684851255113,41,66.23567910911154,0-100%,191
7,16,FZMD,39,6,0.6767042407989502,0.5262639916100307,39,64.85714341669667,0-100%,192
1,32,OMRNF,42,5,1.439387990951538,0.0,42,61.86046511627908,0-100%,193
9,73,FMYR,34,5,0.1417356016039848,0.0,34,61.833689779547385,0-100%,194
6,44,RNVT,41,6,0.014462319754064,0.2243684851255113,41,61.17143243052526,0-100%,195
7,16,RITT,39,6,0.6767042407989502,0.5262639916100307,39,60.79755357027334,0-100%,196
2,8,OUKPY,38,6,1.3391199839115142,0.7093063400822887,38,60.05675969203254,0-100%,197
0,7,BIESF,45,5,0.768524600834143,0.0,45,59.26524034671392,0-100%,198
2,8,BIESF,38,6,1.3391199839115142,0.7093063400822887,38,59.26524034671392,0-100%,199
3,14,SOFT,39,6,0.1236479993462562,0.4344310006454784,39,55.41899154953505,0-100%,200
7,16,NDEKF,39,6,0.6767042407989502,0.5262639916100307,39,54.86816419331966,0-100%,201
7,67,IFAM,49,5,0.0060000000521539,0.0,49,53.84616073463726,0-100%,202
9,32,HABK,45,5,0.0049999998882411,0.0,45,49.99999417924032,0-100%,203
1,52,EYUBY,25,6,0.5749719948768616,0.6802693976117926,25,47.14285714285714,0-100%,204
2,8,BKESY,38,6,1.3391199839115142,0.7093063400822887,38,45.33333577158604,0-100%,205
9,73,CRSB,34,5,0.1417356016039848,0.0,34,44.814815218486494,0-100%,206
1,52,NSVLF,25,6,0.5749719948768616,0.6802693976117926,25,41.86837995905184,0-100%,207
2,8,GEMZ,38,6,1.3391199839115142,0.7093063400822887,38,40.69231381783121,0-100%,208
6,44,FRXX,41,6,0.014462319754064,0.2243684851255113,41,40.00000745058096,0-100%,209
4,33,PSMMF,32,6,0.0064991200286894,0.4060257060086556,32,38.96169159881869,0-100%,210
9,73,RDGA,34,5,0.1417356016039848,0.0,34,38.18181818181818,0-100%,211
1,32,MXTRF,42,5,1.439387990951538,0.0,42,35.958331697051285,0-100%,212
3,14,REMYF,39,6,0.1236479993462562,0.4344310006454784,39,33.417371670177914,0-100%,213
1,17,KIKOF,34,5,0.3335587837100029,0.0,34,33.096438060453046,0-100%,214
9,32,AMSU,45,5,0.0049999998882411,0.0,45,31.99999731779115,0-100%,215
8,37,AMSU,38,5,0.0025000000605359,0.0,38,31.99999731779115,0-100%,216
0,7,OJOC,45,5,0.768524600834143,0.0,45,30.630630630630627,0-100%,217
7,67,RYOOF,49,5,0.0060000000521539,0.0,49,30.25000144355004,0-100%,218
1,32,MTLHF,42,5,1.439387990951538,0.0,42,28.32960601396524,0-100%,219
4,33,NXGT,32,6,0.0064991200286894,0.4060257060086556,32,27.37754257963117,0-100%,220
9,47,CWVWF,44,6,1.0247675507068634,0.5283099874151118,44,27.336766831846298,0-100%,221
9,73,SMIT,34,5,0.1417356016039848,0.0,34,27.16203588565448,0-100%,222
0,7,BYU,45,5,0.768524600834143,0.0,45,25.69832402234637,0-100%,223
9,47,RMTN,44,6,1.0247675507068634,0.5283099874151118,44,25.00000465661382,0-100%,224
0,7,POROF,45,5,0.768524600834143,0.0,45,25.000004656613008,0-100%,225
1,52,BPOSF,25,6,0.5749719948768616,0.6802693976117926,25,24.105262756347656,0-100%,226
0,7,CCBC,45,5,0.768524600834143,0.0,45,23.941639333825293,0-100%,227
1,32,SENEM,42,5,1.439387990951538,0.0,42,22.866897397269742,0-100%,228
1,52,RMSL,25,6,0.5749719948768616,0.6802693976117926,25,22.405826648620568,0-100%,229
6,44,RIGH,41,6,0.014462319754064,0.2243684851255113,41,21.95121951219512,0-100%,230
3,14,DXR,39,6,0.1236479993462562,0.4344310006454784,39,19.38451519171581,0-100%,231
3,14,KJFI,39,6,0.1236479993462562,0.4344310006454784,39,17.097341528363753,0-100%,232
0,60,KMFI,38,5,0.0063999998383223,0.0,38,15.918372604858025,0-100%,233
1,17,CYBA,34,5,0.3335587837100029,0.0,34,15.207370478256902,0-100%,234
7,16,PSMT,39,6,0.6767042407989502,0.5262639916100307,39,14.69830436274442,0-100%,235
1,52,NEWEN,25,6,0.5749719948768616,0.6802693976117926,25,13.833937487022036,0-100%,236
7,16,AOGC,39,6,0.6767042407989502,0.5262639916100307,39,11.111105635964224,0-100%,237
2,8,AGRUF,38,6,1.3391199839115142,0.7093063400822887,38,10.822735535894417,0-100%,238
2,8,PTTWF,38,6,1.3391199839115142,0.7093063400822887,38,10.810808416175734,0-100%,239
7,16,ITIC,39,6,0.6767042407989502,0.5262639916100307,39,7.7661020816115425,0-100%,240
3,14,LOGQ,39,6,0.1236479993462562,0.4344310006454784,39,7.733944771800131,0-100%,241
7,16,SAIC,39,6,0.6767042407989502,0.5262639916100307,39,6.964206665744873,0-100%,242
0,7,SLLN,45,5,0.768524600834143,0.0,45,6.382978723404249,0-100%,243
9,47,CNLPM,44,6,1.0247675507068634,0.5283099874151118,44,6.10079575596817,0-100%,244
9,73,FCCTO,34,5,0.1417356016039848,0.0,34,6.023103311335086,0-100%,245
1,32,AVIJF,42,5,1.439387990951538,0.0,42,3.773592756753207,0-100%,246
6,44,BHSIF,41,6,0.014462319754064,0.2243684851255113,41,3.409091823095477,0-100%,247
0,7,ELMA,45,5,0.768524600834143,0.0,45,2.808984357470204,0-100%,248
1,17,RNMBF,34,5,0.3335587837100029,0.0,34,2.225674492587996,0-100%,249
0,60,FSEI,38,5,0.0063999998383223,0.0,38,1.9999965727329367,0-100%,250
2,8,PSZKY,38,6,1.3391199839115142,0.7093063400822887,38,1.8924222352236644,0-100%,251
6,44,GSDC,41,6,0.014462319754064,0.2243684851255113,41,1.8333254995579973,0-100%,252
7,16,GFCJ,39,6,0.6767042407989502,0.5262639916100307,39,1.6949162479743058,0-100%,253
7,16,NSARO,39,6,0.6767042407989502,0.5262639916100307,39,1.1701304152309502,0-100%,254
0,7,IPDN,45,5,0.768524600834143,0.0,45,0.4395573934687576,0-100%,255
4,33,DKAM,32,6,0.0064991200286894,0.4060257060086556,32,0.0,Loss,256
4,33,CHIT,32,6,0.0064991200286894,0.4060257060086556,32,0.0,Loss,257
7,67,FGFT,49,5,0.0060000000521539,0.0,49,0.0,Loss,258
1,32,LMGR,42,5,1.439387990951538,0.0,42,0.0,Loss,259
0,60,OJSY,38,5,0.0063999998383223,0.0,38,0.0,Loss,260
9,32,AUCM,45,5,0.0049999998882411,0.0,45,0.0,Loss,261
9,32,AVEFF,45,5,0.0049999998882411,0.0,45,0.0,Loss,262
9,32,ATXMF,45,5,0.0049999998882411,0.0,45,0.0,Loss,263
1,17,HPDHF,34,5,0.3335587837100029,0.0,34,0.0,Loss,264
8,37,AUCM,38,5,0.0025000000605359,0.0,38,0.0,Loss,265
9,47,RFLFF,44,6,1.0247675507068634,0.5283099874151118,44,0.0,Loss,266
8,37,ATXMF,38,5,0.0025000000605359,0.0,38,0.0,Loss,267
7,67,SCGY,49,5,0.0060000000521539,0.0,49,0.0,Loss,268
1,32,MRGN,42,5,1.439387990951538,0.0,42,0.0,Loss,269
2,8,APPZ,38,6,1.3391199839115142,0.7093063400822887,38,0.0,Loss,270
8,37,FGFT,38,5,0.0025000000605359,0.0,38,0.0,Loss,271
7,67,AUCM,49,5,0.0060000000521539,0.0,49,0.0,Loss,272
7,67,AVEFF,49,5,0.0060000000521539,0.0,49,0.0,Loss,273
1,52,ACPS,25,6,0.5749719948768616,0.6802693976117926,25,0.0,Loss,274
1,52,ITCJ,25,6,0.5749719948768616,0.6802693976117926,25,0.0,Loss,275
6,43,AUCM,44,5,0.0049999998882411,0.0,44,0.0,Loss,276
3,14,LIFS,39,6,0.1236479993462562,0.4344310006454784,39,0.0,Loss,277
6,43,AVEFF,44,5,0.0049999998882411,0.0,44,0.0,Loss,278
6,43,SCGY,44,5,0.0049999998882411,0.0,44,0.0,Loss,279
9,32,SCGY,45,5,0.0049999998882411,0.0,45,0.0,Loss,280
6,44,FCRM,41,6,0.014462319754064,0.2243684851255113,41,0.0,Loss,281
0,7,PHCRF,45,5,0.768524600834143,0.0,45,0.0,Loss,282
0,7,HLMMF,45,5,0.768524600834143,0.0,45,0.0,Loss,283
9,32,CKGDF,45,5,0.0049999998882411,0.0,45,0.0,Loss,284
9,32,FRNRF,45,5,0.0049999998882411,0.0,45,0.0,Loss,285
9,32,FGFT,45,5,0.0049999998882411,0.0,45,0.0,Loss,286
9,32,KTHGF,45,5,0.0049999998882411,0.0,45,0.0,Loss,287
8,37,AVEFF,38,5,0.0025000000605359,0.0,38,0.0,Loss,288
3,14,DSUS,39,6,0.1236479993462562,0.4344310006454784,39,-0.7265802914547811,Loss,289
9,47,KKPNF,44,6,1.0247675507068634,0.5283099874151118,44,-0.9119495532684472,Loss,290
2,8,BSPA,38,6,1.3391199839115142,0.7093063400822887,38,-1.035591949250844,Loss,291
9,47,GWOX,44,6,1.0247675507068634,0.5283099874151118,44,-1.3157894736842104,Loss,292
2,8,AILIN,38,6,1.3391199839115142,0.7093063400822887,38,-1.8600006103515625,Loss,293
7,67,CFPI,49,5,0.0060000000521539,0.0,49,-1.999996647238748,Loss,294
6,44,EAUI,41,6,0.014462319754064,0.2243684851255113,41,-3.225801067622986,Loss,295
9,47,RDUFF,44,6,1.0247675507068634,0.5283099874151118,44,-3.684207814387018,Loss,296
0,7,GGXXF,45,5,0.768524600834143,0.0,45,-4.019373930516509,Loss,297
3,14,KREVF,39,6,0.1236479993462562,0.4344310006454784,39,-5.8823541786431095,Loss,298
2,8,MINOF,38,6,1.3391199839115142,0.7093063400822887,38,-7.035084026341908,Loss,299
1,32,FRZCF,42,5,1.439387990951538,0.0,42,-7.407406706588533,Loss,300
6,44,CJCFF,41,6,0.014462319754064,0.2243684851255113,41,-9.523809035739248,Loss,301
7,16,CALM,39,6,0.6767042407989502,0.5262639916100307,39,-10.803294817595688,Loss,302
6,44,PPERF,41,6,0.014462319754064,0.2243684851255113,41,-11.142045933463152,Loss,303
