n_trades,total_pnl,total_return_pct,win_rate,avg_return_pct,median_return_pct,std_return_pct,final_capital,avg_hold_days,exit_signal_counts,capital_tier
180,791322.8983461056,791.3228983461056,0.7722222222222223,115.01477983264364,15.413026869954415,391.00933987101223,891322.8983461057,129.77777777777777,"{'DROPOUT': 160, 'END_OF_DATA': 20}",100000
180,482531.02433421015,482.5310243342101,0.7055555555555556,81.60076433254935,18.33438736716048,284.67982508043474,582531.0243342102,129.77777777777777,"{'DROPOUT': 160, 'END_OF_DATA': 20}",100000
180,533680.0818103596,533.6800818103595,0.7833333333333333,73.95833982849705,19.336467850022906,251.65732934444156,633680.0818103597,129.77777777777777,"{'DROPOUT': 160, 'END_OF_DATA': 20}",100000
180,898854.6853498267,898.8546853498267,0.7888888888888889,127.73812600213158,20.70637709973452,418.7556494943434,998854.6853498268,129.77777777777777,"{'DROPOUT': 160, 'END_OF_DATA': 20}",100000
180,761494.3038559621,761.4943038559621,0.8055555555555556,118.12122306343639,21.233421832776187,348.58647603089184,861494.3038559618,129.77777777777777,"{'DROPOUT': 160, 'END_OF_DATA': 20}",100000
180,424526.20609606884,424.52620609606885,0.7333333333333333,107.39936716547437,18.74762257100644,305.3376699106769,524526.2060960687,129.77777777777777,"{'DROPOUT': 160, 'END_OF_DATA': 20}",100000
180,680184.9393628009,680.184939362801,0.8277777777777777,132.45736935591682,22.793535332105293,400.0199087380812,780184.9393628006,129.77777777777777,"{'DROPOUT': 160, 'END_OF_DATA': 20}",100000
180,635673.2820992955,635.6732820992955,0.7555555555555555,120.7757973583588,26.040069237385985,380.7965909640069,735673.2820992955,129.77777777777777,"{'DROPOUT': 160, 'END_OF_DATA': 20}",100000
180,288925.11920903437,288.9251192090344,0.7444444444444445,106.1078404862198,16.04000592612857,379.34707654751736,388925.11920903425,129.77777777777777,"{'DROPOUT': 160, 'END_OF_DATA': 20}",100000
180,294373.94643399166,294.37394643399165,0.7277777777777777,55.68215308830232,14.974408767623256,208.25486450662595,394373.9464339917,129.77777777777777,"{'DROPOUT': 160, 'END_OF_DATA': 20}",100000
180,343423.6437613553,343.4236437613553,0.7555555555555555,64.56517850151938,16.58154312899684,222.01795584740302,443423.64376135526,129.77777777777777,"{'DROPOUT': 160, 'END_OF_DATA': 20}",100000
180,414425.0017458779,414.42500174587786,0.8222222222222222,125.65126244269553,25.522108543323633,417.6412826180982,514425.0017458779,129.77777777777777,"{'DROPOUT': 160, 'END_OF_DATA': 20}",100000
180,571320.0902402649,571.3200902402649,0.7444444444444445,90.45175028122014,22.239460549509545,245.66112136981997,671320.0902402648,129.77777777777777,"{'DROPOUT': 160, 'END_OF_DATA': 20}",100000
