initial_capital,final_equity,total_deployed,total_pnl,total_return_pct,annualized_return_pct,holding_period_years,n_positions,positions_still_open,avg_position_size,median_position_size,max_position_size,capital_constrained_pct,volume_constrained_pct,security_constrained_pct,win_rate_pct,avg_return_pct,median_return_pct
1000000,1260755.6652185705,3889678.953037676,721915.0672470559,26.075566521857052,12.387494102660334,1.9841269841269842,313,0,12427.089306829635,664.4609843068521,132342.6439041537,8.945686900958465,91.05431309904152,0.0,22.044728434504794,31.223270121527413,-56.521732330322266
5000000,3717784.047476808,11733091.078906354,-121007.60514728306,-25.64431905046384,-13.872402230865077,1.9841269841269842,391,0,30007.90557265052,804.4682051823826,364016.87896424154,5.626598465473146,93.86189258312021,0.5115089514066496,21.22762148337596,22.289015239667958,-58.98766326904297
10000000,4303466.811194051,17727676.509911828,-4359739.486460783,-56.96533188805949,-34.620062237212025,1.9841269841269842,395,0,44880.19369597931,812.4285886688513,563833.32607753,5.3164556962025316,93.92405063291139,0.7594936708860759,21.012658227848103,21.421267428783167,-59.78807067871094
25000000,8306831.386777501,33495808.543847695,-14826208.62093088,-66.77267445288999,-42.61033696234995,1.9841269841269842,405,0,82705.70010826591,860.2239626192402,1189625.148929299,4.691358024691358,94.32098765432099,0.9876543209876543,20.98765432098765,19.46865860758764,-59.95993041992188
50000000,19879775.26925493,51832469.29652736,-27707753.112325054,-60.240449461490144,-37.17702495467684,1.9841269841269842,405,0,127981.40567043793,860.2239626192402,2291990.651194309,3.7037037037037033,95.30864197530863,0.9876543209876543,20.98765432098765,19.46865860758764,-59.95993041992188
100000000,46956199.945727296,83261227.25558531,-49686308.14301498,-53.04380005427271,-31.68229897349466,1.9841269841269842,405,0,205583.2771742847,860.2239626192402,4519898.438239343,3.45679012345679,95.80246913580247,0.7407407407407408,20.98765432098765,19.46865860758764,-59.95993041992188
250000000,142357111.97624514,154956552.4747348,-102385814.19586533,-43.05715520950194,-24.709299690258536,1.9841269841269842,405,0,382608.77154255507,860.2239626192402,11255848.18462785,2.2222222222222223,97.03703703703704,0.7407407407407408,20.98765432098765,19.46865860758764,-59.95993041992188
500000000,322457509.6054129,251816513.21823677,-169289821.19196624,-35.50849807891742,-19.834176986842312,1.9841269841269842,405,0,621769.1684400908,860.2239626192402,22505848.184627894,1.9753086419753085,97.28395061728395,0.7407407407407408,20.98765432098765,19.46865860758764,-59.95993041992188
1000000000,695621702.5126629,432043266.53949946,-290193300.925972,-30.437829748733712,-16.717058844174105,1.9841269841269842,405,0,1066773.4976283938,860.2239626192402,45005848.18462761,1.728395061728395,97.53086419753086,0.7407407407407408,20.98765432098765,19.46865860758764,-59.95993041992188
