Security,Block_ID,Cluster_ID,Cluster_Size,Num_Top_Performers_During,Pct_Top_Performers_During,Num_Top_Performers_After,Pct_Top_Performers_After,Stock_Return_During,Stock_Return_After
AIAGF,8,58,225,13,5.777777777777778,19,8.444444444444445,-23.0916067489855,118.3622870123376
AIAGF,9,21,193,9,4.66321243523316,4,2.072538860103627,-23.0916067489855,118.3622870123376
AIAGY,0,21,291,43,14.776632302405499,9,3.0927835051546393,-3.037875275595201,47.33991779777004
AIAGY,1,12,158,24,15.18987341772152,7,4.430379746835443,-3.037875275595201,47.33991779777004
AIAGY,2,54,145,13,8.96551724137931,13,8.96551724137931,-3.037875275595201,47.33991779777004
AIAGY,3,2,115,9,7.82608695652174,8,6.956521739130435,-3.037875275595201,47.33991779777004
AIAGY,4,13,7711,37,0.4798340033718065,78,1.0115419530540786,-3.037875275595201,47.33991779777004
AIAGY,5,15,304,24,7.894736842105263,8,2.631578947368421,-3.037875275595201,47.33991779777004
AIAGY,6,6,179,10,5.58659217877095,12,6.70391061452514,-3.037875275595201,47.33991779777004
AIAGY,7,12,213,9,4.225352112676056,9,4.225352112676056,-3.037875275595201,47.33991779777004
AIAGY,8,38,6519,26,0.3988341770210155,87,1.3345605154164748,-3.037875275595201,47.33991779777004
AIAGY,9,24,160,5,3.125,16,10.0,-3.037875275595201,47.33991779777004
AIAPF,0,61,8301,35,0.4216359474762077,43,0.5180098783279123,,
AIAPF,1,3,8267,55,0.6652957542034595,80,0.967702915205032,,
AIAPF,2,46,8073,47,0.5821875387092779,67,0.8299269168834386,,
AIAPF,3,50,7854,37,0.4710975299210593,78,0.9931245225362872,,
AIAPF,4,13,7711,37,0.4798340033718065,78,1.0115419530540786,,
AIAPF,5,42,7466,30,0.4018215912135012,60,0.8036431824270024,,
AIAPF,6,45,7073,32,0.4524247136999859,77,1.088646967340591,,
AIAPF,7,68,6777,34,0.5016969160395455,93,1.3722886232846392,,
AIAPF,8,38,6519,26,0.3988341770210155,87,1.3345605154164748,,
AIAPF,9,50,119,7,5.88235294117647,12,10.084033613445378,,
AIBGY,0,61,8301,35,0.4216359474762077,43,0.5180098783279123,,
AIBGY,1,3,8267,55,0.6652957542034595,80,0.967702915205032,,
AIBGY,2,46,8073,47,0.5821875387092779,67,0.8299269168834386,,
AIBGY,3,50,7854,37,0.4710975299210593,78,0.9931245225362872,,
AIBGY,4,13,7711,37,0.4798340033718065,78,1.0115419530540786,,
AIBGY,5,42,7466,30,0.4018215912135012,60,0.8036431824270024,,
AIBGY,6,45,7073,32,0.4524247136999859,77,1.088646967340591,,
AIBGY,7,68,6777,34,0.5016969160395455,93,1.3722886232846392,,
AIBGY,8,8,320,26,8.125,4,1.25,,
AIBGY,9,17,337,10,2.967359050445104,24,7.121661721068249,,
AICAF,0,26,79,8,10.126582278481013,6,7.59493670886076,48.62682020091346,-25.54347935240071
AICAF,1,44,368,12,3.260869565217391,29,7.880434782608696,48.62682020091346,-25.54347935240071
AICAF,2,19,624,27,4.326923076923077,10,1.6025641025641024,48.62682020091346,-25.54347935240071
AICAF,3,8,74,8,10.81081081081081,8,10.81081081081081,48.62682020091346,-25.54347935240071
AICAF,4,59,408,47,11.519607843137255,16,3.9215686274509802,48.62682020091346,-25.54347935240071
AICAF,5,30,121,6,4.958677685950414,16,13.223140495867769,48.62682020091346,-25.54347935240071
AICAF,6,10,342,31,9.064327485380117,9,2.631578947368421,48.62682020091346,-25.54347935240071
AICAF,7,12,213,9,4.225352112676056,9,4.225352112676056,48.62682020091346,-25.54347935240071
AICAF,8,22,233,34,14.592274678111588,3,1.2875536480686696,48.62682020091346,-25.54347935240071
AICAF,9,14,285,4,1.4035087719298245,10,3.508771929824561,48.62682020091346,-25.54347935240071
AICOF,0,61,8301,35,0.4216359474762077,43,0.5180098783279123,,
AICOF,1,3,8267,55,0.6652957542034595,80,0.967702915205032,,
AICOF,2,46,8073,47,0.5821875387092779,67,0.8299269168834386,,
AICOF,3,50,7854,37,0.4710975299210593,78,0.9931245225362872,,
AICOF,4,13,7711,37,0.4798340033718065,78,1.0115419530540786,,
AICOF,5,42,7466,30,0.4018215912135012,60,0.8036431824270024,,
AICOF,6,45,7073,32,0.4524247136999859,77,1.088646967340591,,
AICOF,7,68,6777,34,0.5016969160395455,93,1.3722886232846392,,
AICOF,8,38,6519,26,0.3988341770210155,87,1.3345605154164748,,
AICOF,9,35,6235,22,0.3528468323977546,90,1.4434643143544506,,
AIDA,0,38,66,3,4.545454545454546,13,19.696969696969695,145.61402545631586,-58.94909649090992
AIDA,1,5,96,13,13.541666666666666,7,7.291666666666667,145.61402545631586,-58.94909649090992
AIDA,2,52,84,8,9.523809523809524,7,8.333333333333332,145.61402545631586,-58.94909649090992
AIDA,3,42,74,3,4.054054054054054,9,12.162162162162163,145.61402545631586,-58.94909649090992
AIDA,4,58,141,18,12.76595744680851,8,5.673758865248227,145.61402545631586,-58.94909649090992
AIDA,5,34,159,10,6.289308176100629,14,8.80503144654088,145.61402545631586,-58.94909649090992
AIDA,6,16,155,18,11.612903225806452,4,2.5806451612903225,145.61402545631586,-58.94909649090992
AIDA,7,26,162,17,10.493827160493826,19,11.728395061728394,145.61402545631586,-58.94909649090992
AIDA,8,60,266,12,4.511278195488721,22,8.270676691729323,145.61402545631586,-58.94909649090992
AIDA,9,28,151,12,7.9470198675496695,17,11.258278145695364,145.61402545631586,-58.94909649090992
AIEV,0,61,8301,35,0.4216359474762077,43,0.5180098783279123,,
AIEV,1,3,8267,55,0.6652957542034595,80,0.967702915205032,,
AIEV,2,46,8073,47,0.5821875387092779,67,0.8299269168834386,,
AIEV,3,50,7854,37,0.4710975299210593,78,0.9931245225362872,,
AIEV,4,13,7711,37,0.4798340033718065,78,1.0115419530540786,,
AIEV,5,42,7466,30,0.4018215912135012,60,0.8036431824270024,,
AIEV,6,45,7073,32,0.4524247136999859,77,1.088646967340591,,
AIEV,7,68,6777,34,0.5016969160395455,93,1.3722886232846392,,
AIEV,8,38,6519,26,0.3988341770210155,87,1.3345605154164748,,
AIEV,9,35,6235,22,0.3528468323977546,90,1.4434643143544506,,
AIFF,0,28,160,9,5.625,6,3.75,10.389606502423856,1945.333346162019
AIFF,1,55,169,13,7.6923076923076925,38,22.485207100591715,10.389606502423856,1945.333346162019
AIFF,2,46,8073,47,0.5821875387092779,67,0.8299269168834386,10.389606502423856,1945.333346162019
AIFF,3,48,64,5,7.8125,10,15.625,10.389606502423856,1945.333346162019
AIFF,4,56,143,16,11.188811188811188,13,9.090909090909092,10.389606502423856,1945.333346162019
AIFF,5,26,84,4,4.761904761904762,6,7.142857142857142,10.389606502423856,1945.333346162019
AIFF,6,10,342,31,9.064327485380117,9,2.631578947368421,10.389606502423856,1945.333346162019
AIFF,7,7,139,8,5.755395683453238,20,14.388489208633093,10.389606502423856,1945.333346162019
AIFF,8,16,175,5,2.857142857142857,5,2.857142857142857,10.389606502423856,1945.333346162019
AIFF,9,17,337,10,2.967359050445104,24,7.121661721068249,10.389606502423856,1945.333346162019
AIFLF,0,61,8301,35,0.4216359474762077,43,0.5180098783279123,0.0,0.0
AIFLF,1,3,8267,55,0.6652957542034595,80,0.967702915205032,0.0,0.0
AIFLF,2,46,8073,47,0.5821875387092779,67,0.8299269168834386,0.0,0.0
AIFLF,3,50,7854,37,0.4710975299210593,78,0.9931245225362872,0.0,0.0
AIFLF,4,13,7711,37,0.4798340033718065,78,1.0115419530540786,0.0,0.0
AIFLF,5,42,7466,30,0.4018215912135012,60,0.8036431824270024,0.0,0.0
AIFLF,6,45,7073,32,0.4524247136999859,77,1.088646967340591,0.0,0.0
AIFLF,7,68,6777,34,0.5016969160395455,93,1.3722886232846392,0.0,0.0
AIFLF,8,38,6519,26,0.3988341770210155,87,1.3345605154164748,0.0,0.0
AIFLF,9,35,6235,22,0.3528468323977546,90,1.4434643143544506,0.0,0.0
AIFLY,0,40,206,6,2.912621359223301,11,5.339805825242718,-40.23457555492714,41.0256441606652
AIFLY,1,18,128,19,14.84375,14,10.9375,-40.23457555492714,41.0256441606652
AIFLY,2,18,144,10,6.944444444444445,11,7.638888888888889,-40.23457555492714,41.0256441606652
AIFLY,3,38,178,3,1.6853932584269662,12,6.741573033707865,-40.23457555492714,41.0256441606652
AIFLY,4,6,209,14,6.698564593301436,25,11.961722488038278,-40.23457555492714,41.0256441606652
AIFLY,5,11,122,14,11.475409836065573,5,4.098360655737705,-40.23457555492714,41.0256441606652
AIFLY,6,3,230,25,10.869565217391305,15,6.521739130434782,-40.23457555492714,41.0256441606652
AIFLY,7,0,459,13,2.832244008714597,26,5.664488017429194,-40.23457555492714,41.0256441606652
AIFLY,8,45,217,6,2.7649769585253456,24,11.059907834101383,-40.23457555492714,41.0256441606652
AIFLY,9,21,193,9,4.66321243523316,4,2.072538860103627,-40.23457555492714,41.0256441606652
AIFS,0,35,428,47,10.981308411214954,18,4.205607476635514,1350.0000141561034,-40.14084695043415
AIFS,1,61,85,6,7.0588235294117645,12,14.117647058823529,1350.0000141561034,-40.14084695043415
AIFS,2,45,151,17,11.258278145695364,26,17.218543046357617,1350.0000141561034,-40.14084695043415
AIFS,3,60,114,3,2.631578947368421,9,7.894736842105263,1350.0000141561034,-40.14084695043415
AIFS,4,44,90,5,5.555555555555555,6,6.666666666666667,1350.0000141561034,-40.14084695043415
AIFS,5,18,426,55,12.910798122065728,7,1.643192488262911,1350.0000141561034,-40.14084695043415
AIFS,6,62,74,7,9.45945945945946,18,24.324324324324326,1350.0000141561034,-40.14084695043415
AIFS,7,44,170,17,10.0,16,9.411764705882353,1350.0000141561034,-40.14084695043415
AIFS,8,17,206,24,11.650485436893204,16,7.766990291262135,1350.0000141561034,-40.14084695043415
AIFS,9,61,358,41,11.452513966480447,7,1.9553072625698324,1350.0000141561034,-40.14084695043415
AIG,0,41,50,0,0.0,1,2.0,0.9204293533630976,5.80331994031441
AIG,1,26,179,23,12.849162011173185,9,5.027932960893855,0.9204293533630976,5.80331994031441
AIG,2,21,505,32,6.336633663366337,29,5.742574257425743,0.9204293533630976,5.80331994031441
AIG,3,30,165,6,3.6363636363636362,1,0.6060606060606061,0.9204293533630976,5.80331994031441
AIG,4,37,186,10,5.376344086021505,4,2.1505376344086025,0.9204293533630976,5.80331994031441
AIG,5,32,169,4,2.366863905325444,12,7.100591715976331,0.9204293533630976,5.80331994031441
AIG,6,65,134,8,5.970149253731343,5,3.731343283582089,0.9204293533630976,5.80331994031441
AIG,7,47,114,6,5.263157894736842,4,3.508771929824561,0.9204293533630976,5.80331994031441
AIG,8,7,330,21,6.363636363636363,8,2.4242424242424243,0.9204293533630976,5.80331994031441
AIG,9,62,205,25,12.195121951219512,12,5.853658536585367,0.9204293533630976,5.80331994031441
AIGFF,0,61,8301,35,0.4216359474762077,43,0.5180098783279123,,
AIGFF,1,3,8267,55,0.6652957542034595,80,0.967702915205032,,
AIGFF,2,46,8073,47,0.5821875387092779,67,0.8299269168834386,,
AIGFF,3,50,7854,37,0.4710975299210593,78,0.9931245225362872,,
AIGFF,4,13,7711,37,0.4798340033718065,78,1.0115419530540786,,
AIGFF,5,42,7466,30,0.4018215912135012,60,0.8036431824270024,,
AIGFF,6,45,7073,32,0.4524247136999859,77,1.088646967340591,,
AIGFF,7,68,6777,34,0.5016969160395455,93,1.3722886232846392,,
AIGFF,8,38,6519,26,0.3988341770210155,87,1.3345605154164748,,
AIGFF,9,35,6235,22,0.3528468323977546,90,1.4434643143544506,,
AIHLF,0,5,237,8,3.375527426160337,17,7.172995780590717,-14.653469703090035,0.0
AIHLF,1,3,8267,55,0.6652957542034595,80,0.967702915205032,-14.653469703090035,0.0
AIHLF,2,46,8073,47,0.5821875387092779,67,0.8299269168834386,-14.653469703090035,0.0
AIHLF,3,50,7854,37,0.4710975299210593,78,0.9931245225362872,-14.653469703090035,0.0
AIHLF,4,13,7711,37,0.4798340033718065,78,1.0115419530540786,-14.653469703090035,0.0
AIHLF,5,42,7466,30,0.4018215912135012,60,0.8036431824270024,-14.653469703090035,0.0
AIHLF,6,45,7073,32,0.4524247136999859,77,1.088646967340591,-14.653469703090035,0.0
AIHLF,7,68,6777,34,0.5016969160395455,93,1.3722886232846392,-14.653469703090035,0.0
AIHLF,8,38,6519,26,0.3988341770210155,87,1.3345605154164748,-14.653469703090035,0.0
AIHLF,9,35,6235,22,0.3528468323977546,90,1.4434643143544506,-14.653469703090035,0.0
AIHS,0,61,8301,35,0.4216359474762077,43,0.5180098783279123,,
AIHS,1,3,8267,55,0.6652957542034595,80,0.967702915205032,,
AIHS,2,46,8073,47,0.5821875387092779,67,0.8299269168834386,,
AIHS,3,50,7854,37,0.4710975299210593,78,0.9931245225362872,,
AIHS,4,13,7711,37,0.4798340033718065,78,1.0115419530540786,,
AIHS,5,42,7466,30,0.4018215912135012,60,0.8036431824270024,,
AIHS,6,13,90,6,6.666666666666667,9,10.0,,
AIHS,7,10,492,17,3.4552845528455287,34,6.910569105691057,,
AIHS,8,64,95,6,6.315789473684211,10,10.526315789473683,,
AIHS,9,7,226,5,2.2123893805309733,13,5.752212389380531,,
AIHZF,0,61,8301,35,0.4216359474762077,43,0.5180098783279123,,
AIHZF,1,3,8267,55,0.6652957542034595,80,0.967702915205032,,
AIHZF,2,46,8073,47,0.5821875387092779,67,0.8299269168834386,,
AIHZF,3,50,7854,37,0.4710975299210593,78,0.9931245225362872,,
AIHZF,4,13,7711,37,0.4798340033718065,78,1.0115419530540786,,
AIHZF,5,42,7466,30,0.4018215912135012,60,0.8036431824270024,,
AIHZF,6,45,7073,32,0.4524247136999859,77,1.088646967340591,,
AIHZF,7,68,6777,34,0.5016969160395455,93,1.3722886232846392,,
AIHZF,8,38,6519,26,0.3988341770210155,87,1.3345605154164748,,
AIHZF,9,35,6235,22,0.3528468323977546,90,1.4434643143544506,,
AIIXY,0,61,8301,35,0.4216359474762077,43,0.5180098783279123,,
AIIXY,1,3,8267,55,0.6652957542034595,80,0.967702915205032,,
AIIXY,2,46,8073,47,0.5821875387092779,67,0.8299269168834386,,
AIIXY,3,50,7854,37,0.4710975299210593,78,0.9931245225362872,,
AIIXY,4,13,7711,37,0.4798340033718065,78,1.0115419530540786,,
AIIXY,5,42,7466,30,0.4018215912135012,60,0.8036431824270024,,
AIIXY,6,45,7073,32,0.4524247136999859,77,1.088646967340591,,
AIIXY,7,68,6777,34,0.5016969160395455,93,1.3722886232846392,,
AIIXY,8,38,6519,26,0.3988341770210155,87,1.3345605154164748,,
AIIXY,9,35,6235,22,0.3528468323977546,90,1.4434643143544506,,
AIJTY,0,61,8301,35,0.4216359474762077,43,0.5180098783279123,,
AIJTY,1,3,8267,55,0.6652957542034595,80,0.967702915205032,,
AIJTY,2,46,8073,47,0.5821875387092779,67,0.8299269168834386,,
AIJTY,3,50,7854,37,0.4710975299210593,78,0.9931245225362872,,
AIJTY,4,13,7711,37,0.4798340033718065,78,1.0115419530540786,,
AIJTY,5,42,7466,30,0.4018215912135012,60,0.8036431824270024,,
AIJTY,6,65,134,8,5.970149253731343,5,3.731343283582089,,
AIJTY,7,1,163,7,4.294478527607362,10,6.134969325153374,,
AIJTY,8,15,185,12,6.486486486486487,6,3.2432432432432434,,
AIJTY,9,18,309,6,1.9417475728155338,18,5.825242718446602,,
AIKO,0,13,258,14,5.426356589147287,36,13.953488372093023,-92.37499993021896,-97.80123120096395
AIKO,1,12,158,24,15.18987341772152,7,4.430379746835443,-92.37499993021896,-97.80123120096395
AIKO,2,55,252,16,6.349206349206349,34,13.492063492063492,-92.37499993021896,-97.80123120096395
AIKO,3,16,240,21,8.75,22,9.166666666666666,-92.37499993021896,-97.80123120096395
AIKO,4,13,7711,37,0.4798340033718065,78,1.0115419530540786,-92.37499993021896,-97.80123120096395
AIKO,5,35,84,4,4.761904761904762,8,9.523809523809524,-92.37499993021896,-97.80123120096395
AIKO,6,62,74,7,9.45945945945946,18,24.324324324324326,-92.37499993021896,-97.80123120096395
AIKO,7,53,117,5,4.273504273504273,14,11.965811965811966,-92.37499993021896,-97.80123120096395
AIKO,8,5,116,6,5.172413793103448,1,0.8620689655172413,-92.37499993021896,-97.80123120096395
AIKO,9,34,112,8,7.142857142857142,17,15.178571428571427,-92.37499993021896,-97.80123120096395
AILE,0,61,8301,35,0.4216359474762077,43,0.5180098783279123,,
AILE,1,3,8267,55,0.6652957542034595,80,0.967702915205032,,
AILE,2,46,8073,47,0.5821875387092779,67,0.8299269168834386,,
AILE,3,50,7854,37,0.4710975299210593,78,0.9931245225362872,,
AILE,4,13,7711,37,0.4798340033718065,78,1.0115419530540786,,
AILE,5,42,7466,30,0.4018215912135012,60,0.8036431824270024,,
AILE,6,45,7073,32,0.4524247136999859,77,1.088646967340591,,
AILE,7,68,6777,34,0.5016969160395455,93,1.3722886232846392,,
AILE,8,38,6519,26,0.3988341770210155,87,1.3345605154164748,,
AILE,9,35,6235,22,0.3528468323977546,90,1.4434643143544506,,
AILEW,0,61,8301,35,0.4216359474762077,43,0.5180098783279123,,
AILEW,1,3,8267,55,0.6652957542034595,80,0.967702915205032,,
AILEW,2,46,8073,47,0.5821875387092779,67,0.8299269168834386,,
AILEW,3,50,7854,37,0.4710975299210593,78,0.9931245225362872,,
AILEW,4,13,7711,37,0.4798340033718065,78,1.0115419530540786,,
AILEW,5,42,7466,30,0.4018215912135012,60,0.8036431824270024,,
AILEW,6,45,7073,32,0.4524247136999859,77,1.088646967340591,,
AILEW,7,68,6777,34,0.5016969160395455,93,1.3722886232846392,,
AILEW,8,38,6519,26,0.3988341770210155,87,1.3345605154164748,,
AILEW,9,35,6235,22,0.3528468323977546,90,1.4434643143544506,,
AILIH,0,37,215,26,12.093023255813954,22,10.232558139534884,1.9440647417133965,1.0844060674644314
AILIH,1,34,74,6,8.108108108108109,3,4.054054054054054,1.9440647417133965,1.0844060674644314
AILIH,2,28,143,19,13.286713286713287,5,3.4965034965034967,1.9440647417133965,1.0844060674644314
AILIH,3,24,174,5,2.8735632183908044,7,4.022988505747127,1.9440647417133965,1.0844060674644314
AILIH,4,26,336,20,5.952380952380952,41,12.202380952380953,1.9440647417133965,1.0844060674644314
AILIH,5,19,191,13,6.806282722513089,8,4.18848167539267,1.9440647417133965,1.0844060674644314
AILIH,6,69,178,7,3.932584269662921,11,6.179775280898876,1.9440647417133965,1.0844060674644314
AILIH,7,55,211,17,8.056872037914692,9,4.265402843601896,1.9440647417133965,1.0844060674644314
AILIH,8,39,86,5,5.813953488372093,16,18.6046511627907,1.9440647417133965,1.0844060674644314
AILIH,9,56,280,36,12.857142857142856,11,3.9285714285714284,1.9440647417133965,1.0844060674644314
AILIM,0,52,105,20,19.047619047619047,15,14.285714285714285,2.278481012658228,0.0197986565013923
AILIM,1,3,8267,55,0.6652957542034595,80,0.967702915205032,2.278481012658228,0.0197986565013923
AILIM,2,56,68,3,4.411764705882353,10,14.705882352941178,2.278481012658228,0.0197986565013923
AILIM,3,13,221,14,6.334841628959276,11,4.97737556561086,2.278481012658228,0.0197986565013923
AILIM,4,19,121,5,4.132231404958678,11,9.090909090909092,2.278481012658228,0.0197986565013923
AILIM,5,12,321,28,8.722741433021806,11,3.4267912772585665,2.278481012658228,0.0197986565013923
AILIM,6,55,189,11,5.82010582010582,10,5.291005291005291,2.278481012658228,0.0197986565013923
AILIM,7,68,6777,34,0.5016969160395455,93,1.3722886232846392,2.278481012658228,0.0197986565013923
AILIM,8,33,142,9,6.338028169014084,16,11.267605633802818,2.278481012658228,0.0197986565013923
AILIM,9,35,6235,22,0.3528468323977546,90,1.4434643143544506,2.278481012658228,0.0197986565013923
AILIN,0,45,139,3,2.158273381294964,8,5.755395683453238,3.0662200463797933,-1.8600006103515625
AILIN,1,7,160,17,10.625,5,3.125,3.0662200463797933,-1.8600006103515625
AILIN,2,8,38,2,5.263157894736842,3,7.894736842105263,3.0662200463797933,-1.8600006103515625
AILIN,3,58,99,4,4.040404040404041,7,7.07070707070707,3.0662200463797933,-1.8600006103515625
AILIN,4,13,7711,37,0.4798340033718065,78,1.0115419530540786,3.0662200463797933,-1.8600006103515625
AILIN,5,19,191,13,6.806282722513089,8,4.18848167539267,3.0662200463797933,-1.8600006103515625
AILIN,6,29,56,2,3.571428571428571,8,14.285714285714285,3.0662200463797933,-1.8600006103515625
AILIN,7,32,136,16,11.76470588235294,23,16.911764705882355,3.0662200463797933,-1.8600006103515625
AILIN,8,48,127,5,3.937007874015748,6,4.724409448818897,3.0662200463797933,-1.8600006103515625
AILIN,9,55,391,55,14.066496163682865,17,4.3478260869565215,3.0662200463797933,-1.8600006103515625
AILLM,0,48,107,13,12.149532710280374,19,17.75700934579439,3.7688442211055273,0.1551912087589746
AILLM,1,8,157,21,13.375796178343949,16,10.191082802547772,3.7688442211055273,0.1551912087589746
AILLM,2,26,152,17,11.18421052631579,4,2.631578947368421,3.7688442211055273,0.1551912087589746
AILLM,3,19,179,14,7.82122905027933,8,4.4692737430167595,3.7688442211055273,0.1551912087589746
AILLM,4,22,88,2,2.272727272727273,13,14.772727272727273,3.7688442211055273,0.1551912087589746
AILLM,5,36,132,3,2.272727272727273,2,1.5151515151515151,3.7688442211055273,0.1551912087589746
AILLM,6,1,146,12,8.21917808219178,8,5.47945205479452,3.7688442211055273,0.1551912087589746
AILLM,7,4,152,7,4.605263157894736,10,6.578947368421052,3.7688442211055273,0.1551912087589746
AILLM,8,18,112,9,8.035714285714286,14,12.5,3.7688442211055273,0.1551912087589746
AILLM,9,61,358,41,11.452513966480447,7,1.9553072625698324,3.7688442211055273,0.1551912087589746
AILLN,0,5,237,8,3.375527426160337,17,7.172995780590717,5.252525252525255,3.238614526125461
AILLN,1,58,89,8,8.98876404494382,15,16.853932584269664,5.252525252525255,3.238614526125461
AILLN,2,29,100,18,18.0,9,9.0,5.252525252525255,3.238614526125461
AILLN,3,26,126,11,8.73015873015873,16,12.698412698412698,5.252525252525255,3.238614526125461
AILLN,4,26,336,20,5.952380952380952,41,12.202380952380953,5.252525252525255,3.238614526125461
AILLN,5,4,82,10,12.195121951219512,9,10.975609756097562,5.252525252525255,3.238614526125461
AILLN,6,18,124,3,2.4193548387096775,2,1.6129032258064515,5.252525252525255,3.238614526125461
AILLN,7,21,141,19,13.47517730496454,12,8.51063829787234,5.252525252525255,3.238614526125461
AILLN,8,2,300,14,4.666666666666667,10,3.3333333333333335,5.252525252525255,3.238614526125461
AILLN,9,75,174,27,15.517241379310345,6,3.4482758620689653,5.252525252525255,3.238614526125461
AILLO,0,31,143,18,12.587412587412588,6,4.195804195804196,13.765642775881677,-1.810997772216794
AILLO,1,24,145,14,9.655172413793103,16,11.03448275862069,13.765642775881677,-1.810997772216794
AILLO,2,28,143,19,13.286713286713287,5,3.4965034965034967,13.765642775881677,-1.810997772216794
AILLO,3,15,255,23,9.019607843137255,17,6.666666666666667,13.765642775881677,-1.810997772216794
AILLO,4,19,121,5,4.132231404958678,11,9.090909090909092,13.765642775881677,-1.810997772216794
AILLO,5,20,248,22,8.870967741935484,16,6.451612903225806,13.765642775881677,-1.810997772216794
AILLO,6,7,229,4,1.7467248908296942,4,1.7467248908296942,13.765642775881677,-1.810997772216794
AILLO,7,3,323,15,4.643962848297214,28,8.6687306501548,13.765642775881677,-1.810997772216794
AILLO,8,45,217,6,2.7649769585253456,24,11.059907834101383,13.765642775881677,-1.810997772216794
AILLO,9,59,88,10,11.363636363636363,7,7.954545454545454,13.765642775881677,-1.810997772216794
AILQF,0,5,237,8,3.375527426160337,17,7.172995780590717,145.79759456151092,59.07885865213645
AILQF,1,8,157,21,13.375796178343949,16,10.191082802547772,145.79759456151092,59.07885865213645
AILQF,2,32,70,6,8.571428571428571,10,14.285714285714285,145.79759456151092,59.07885865213645
AILQF,3,22,246,18,7.317073170731707,22,8.94308943089431,145.79759456151092,59.07885865213645
AILQF,4,26,336,20,5.952380952380952,41,12.202380952380953,145.79759456151092,59.07885865213645
AILQF,5,37,104,7,6.730769230769231,11,10.576923076923077,145.79759456151092,59.07885865213645
AILQF,6,25,277,27,9.747292418772563,23,8.303249097472925,145.79759456151092,59.07885865213645
AILQF,7,60,135,3,2.2222222222222223,6,4.444444444444445,145.79759456151092,59.07885865213645
AILQF,8,41,152,8,5.263157894736842,16,10.526315789473683,145.79759456151092,59.07885865213645
AILQF,9,56,280,36,12.857142857142856,11,3.9285714285714284,145.79759456151092,59.07885865213645
AIM,0,13,258,14,5.426356589147287,36,13.953488372093023,-99.61930545982082,247.7477520242274
AIM,1,38,411,13,3.1630170316301705,46,11.19221411192214,-99.61930545982082,247.7477520242274
AIM,2,42,121,8,6.6115702479338845,13,10.743801652892563,-99.61930545982082,247.7477520242274
AIM,3,8,74,8,10.81081081081081,8,10.81081081081081,-99.61930545982082,247.7477520242274
AIM,4,25,402,20,4.975124378109453,46,11.442786069651742,-99.61930545982082,247.7477520242274
AIM,5,56,291,11,3.7800687285223367,26,8.934707903780069,-99.61930545982082,247.7477520242274
AIM,6,5,196,13,6.63265306122449,13,6.63265306122449,-99.61930545982082,247.7477520242274
AIM,7,6,206,15,7.281553398058252,12,5.825242718446602,-99.61930545982082,247.7477520242274
AIM,8,41,152,8,5.263157894736842,16,10.526315789473683,-99.61930545982082,247.7477520242274
AIM,9,18,309,6,1.9417475728155338,18,5.825242718446602,-99.61930545982082,247.7477520242274
AIMAW,0,61,8301,35,0.4216359474762077,43,0.5180098783279123,,
AIMAW,1,3,8267,55,0.6652957542034595,80,0.967702915205032,,
AIMAW,2,46,8073,47,0.5821875387092779,67,0.8299269168834386,,
AIMAW,3,50,7854,37,0.4710975299210593,78,0.9931245225362872,,
AIMAW,4,13,7711,37,0.4798340033718065,78,1.0115419530540786,,
AIMAW,5,42,7466,30,0.4018215912135012,60,0.8036431824270024,,
AIMAW,6,45,7073,32,0.4524247136999859,77,1.088646967340591,,
AIMAW,7,68,6777,34,0.5016969160395455,93,1.3722886232846392,,
AIMAW,8,38,6519,26,0.3988341770210155,87,1.3345605154164748,,
AIMAW,9,35,6235,22,0.3528468323977546,90,1.4434643143544506,,
AIMD,0,61,8301,35,0.4216359474762077,43,0.5180098783279123,,
AIMD,1,3,8267,55,0.6652957542034595,80,0.967702915205032,,
AIMD,2,46,8073,47,0.5821875387092779,67,0.8299269168834386,,
AIMD,3,50,7854,37,0.4710975299210593,78,0.9931245225362872,,
AIMD,4,13,7711,37,0.4798340033718065,78,1.0115419530540786,,
AIMD,5,42,7466,30,0.4018215912135012,60,0.8036431824270024,,
AIMD,6,45,7073,32,0.4524247136999859,77,1.088646967340591,,
AIMD,7,68,6777,34,0.5016969160395455,93,1.3722886232846392,,
AIMD,8,38,6519,26,0.3988341770210155,87,1.3345605154164748,,
AIMD,9,35,6235,22,0.3528468323977546,90,1.4434643143544506,,
AIMDW,0,61,8301,35,0.4216359474762077,43,0.5180098783279123,,
AIMDW,1,3,8267,55,0.6652957542034595,80,0.967702915205032,,
AIMDW,2,46,8073,47,0.5821875387092779,67,0.8299269168834386,,
AIMDW,3,50,7854,37,0.4710975299210593,78,0.9931245225362872,,
AIMDW,4,13,7711,37,0.4798340033718065,78,1.0115419530540786,,
AIMDW,5,42,7466,30,0.4018215912135012,60,0.8036431824270024,,
AIMDW,6,45,7073,32,0.4524247136999859,77,1.088646967340591,,
AIMDW,7,68,6777,34,0.5016969160395455,93,1.3722886232846392,,
AIMDW,8,38,6519,26,0.3988341770210155,87,1.3345605154164748,,
AIMDW,9,35,6235,22,0.3528468323977546,90,1.4434643143544506,,
AIMFF,0,20,436,21,4.81651376146789,51,11.697247706422019,-82.56136466336605,39.284383662251
AIMFF,1,49,297,16,5.387205387205387,8,2.6936026936026933,-82.56136466336605,39.284383662251
AIMFF,2,11,200,7,3.5000000000000004,23,11.5,-82.56136466336605,39.284383662251
