Security,Block_ID,Cluster_ID,Forward_Periods,Start_Price_Avg,End_Price_Avg,Percent_Return,Initial_Prices_Count,End_Prices_Count
SDVKY,0,34,500,17.3290002822876,23.223999977111816,34.01811759937268,10,10
SHMDF,0,34,500,145.28499755859374,282.80499877929685,94.65533505291282,10,10
SIMPQ,0,34,500,4.763600015640259,3.6079999923706056,-24.25896421772375,10,10
SLLDY,0,34,500,11.032999992370605,8.452999877929688,-23.38439333114298,10,10
SLNCF,0,34,500,3.67599995136261,7.25,97.22524744083822,10,10
SLNO,0,34,500,22.035000228881835,13.42200002670288,-39.08781535155001,10,10
SLRK,0,34,500,11.441999816894532,11.356000232696534,-0.7516132282314509,10,10
SLVYY,0,34,500,10.995000171661378,12.064000129699707,9.72260064891659,10,10
SMCAY,0,34,500,21.476800155639648,30.457500076293947,41.81581918894949,10,10
SMECF,0,34,500,430.0559967041016,603.97099609375,40.44008238985447,10,10
SMP,0,34,500,50.02600021362305,45.02599983215332,-9.99480342245738,10,10
SNROF,0,34,500,6.639999866485596,5.363333225250244,-19.226907634127148,10,10
SNY,0,34,500,46.13200035095215,48.29999961853027,4.69955616726986,10,10
SNYNF,0,34,500,90.4955223083496,94.73731155395508,4.687291854233658,10,10
SOHVY,0,34,500,7.53000020980835,6.449999809265137,-14.342634401741943,10,10
SPLP,0,34,500,12.625,28.30900001525879,124.22970309115873,10,10
SPNS,0,34,500,19.98700008392334,29.55800018310547,47.88612627705254,10,10
SPWRQ,0,34,500,6.178085088729858,23.426000022888182,279.17897999854665,10,10
SPXSF,0,34,500,94.06800003051758,225.14999389648443,139.34812457311858,10,10
SQNS,0,34,500,8.55,10.77750005722046,26.0526322481925,10,10
SSDOY,0,34,500,79.87100067138672,68.52500076293946,-14.205405983490952,10,10
SSUMF,0,34,500,15.760000228881836,14.132000064849853,-10.32995012936931,10,10
SSUMY,0,34,500,15.907999897003174,14.152000141143798,-11.038469746219825,10,10
SVCBF,0,34,500,9.669999885559083,15.807200241088868,63.46639532741789,10,10
SWRAY,0,34,500,9.31899995803833,5.999000120162964,-35.626138564488556,10,10
SWRBY,0,34,500,7.298999977111817,4.932000064849854,-32.429098776330925,10,10
SWYDF,0,34,500,0.00572999988216903,0.00261999999638642,-54.275740833093224,10,10
TBMIF,0,34,500,0.0299999993294477,0.1400000005960464,366.6666790843018,10,10
TCOR,0,34,500,0.5070000112056732,0.4699999988079071,-7.297832658776093,10,10
TDS,0,34,500,25.96599998474121,19.635000228881836,-24.381883076252613,10,10
TEO,0,34,500,10.025999927520752,4.971999931335449,-50.408937090777194,10,10
TFX,0,34,500,325.2410064697266,378.5249969482422,16.382925098184156,10,10
THRM,0,34,500,42.90199966430664,83.61100006103516,94.88835186066478,10,10
