security,block,model_proba,avg_price,avg_volume,position_size,binding_constraint,capital_cap,volume_cap,expected_return_pct,pnl,cumulative_equity
CASI,9,0.4582726190187002,17.835375221868823,55065.035602503915,19642.11143152446,volume,29218822.314262953,19642.11143152446,149.09165954589844,29284.749903114447,584405731.0351622
CONNQ,11,0.45825493109286747,16.475079434811732,557842.9659491194,183810.1435232544,volume,29220286.55175811,183810.1435232544,-99.99725341796876,-183805.09502688082,584221925.9401354
COPAF,9,0.45819338320226216,0.552692077295474,13791.111589663273,152.44476225409363,volume,29211096.29700677,152.44476225409363,-67.20315551757812,-102.44769065602078,584221823.4924448
LWLG,10,0.4581454007844466,2.9239675028447496,356404.46530772245,20842.30148857079,volume,29211091.174622238,20842.30148857079,-66.61973571777344,-13885.08616918742,584207938.4062756
HEPA,8,0.45797105089065177,6463.205247432075,43594.183385579934,5635163.09630393,volume,29210396.920313783,5635163.09630393,-85.73817443847656,-4831485.96540172,579376452.4408739
BBBT,11,0.45783797541725024,0.0203450078546401,3230141.906885759,1314.3452493438585,volume,28968822.622043695,1314.3452493438585,-16.666662216186523,-219.0574830626354,579376233.3833909
XXII,11,0.45780319099099254,358.70690656399256,318789.6650961916,2287041.0922245216,volume,28968811.669169545,2287041.0922245216,3.1830034255981445,72796.59631034374,579449029.9797013
GLBS,9,0.457649961748646,1252.1175090481943,143446.13004308657,3592228.220643058,volume,28972451.498985067,3592228.220643058,43.95450210571289,1578946.0288845655,581027976.0085858
CVU,9,0.4576433670459454,5.841650348486336,64569.48903680501,7543.847562668733,volume,29051398.800429292,7543.847562668733,106.40633392333984,8027.131628201027,581036003.140214
CCLD,11,0.4575562731292729,3.797205873723133,228414.87788649707,17346.766319127175,volume,29051800.1570107,17346.766319127175,56.24481964111328,9756.657429758465,581045759.7976437
BLMN,8,0.4573718996885462,20.55848004299337,1733968.4569640062,712955.1183534906,volume,29052287.989882186,712955.1183534906,19.48189353942871,138897.157141535,581184656.9547852
PTEN,8,0.45731498695096595,13.953514303893774,4386474.4100352805,1224134.6684818259,volume,29059232.847739264,1224134.6684818259,29.03339576721192,355407.86302397616,581540064.8178092
AMYZF,8,0.4569125082875215,0.23499448333301393,175379.99061032865,824.2666056084603,volume,29077003.240890462,824.2666056084603,-55.238311767578125,-455.31095740203494,581539609.5068518
SHOP,8,0.4566304653888322,47.02514201163258,16755930.351966873,15759000.086765338,volume,29076980.47534259,15759000.086765338,-46.79962158203125,-7375152.405718154,574164457.1011337
AQMS,9,0.4565636283064764,3.4847133166694237,661673.4346723044,46114.8445817795,volume,28708222.85505669,46114.8445817795,-76.25205993652344,-35163.518930133134,574129293.5822036
BIOF,11,0.45646093722183123,0.1929633805460146,166077.21087636932,640.9364008471515,volume,28706464.679110184,640.9364008471515,39.14045333862305,250.8654129038293,574129544.4476165
FMCCP,8,0.45634528586700573,8.80365061946724,4154.330591461026,731.4655016997514,volume,28706477.222380824,731.4655016997514,-24.39478874206543,-178.43946386074336,574129366.0081526
VYST,10,0.45633298166085146,3.8097121688261697,37510.12367491166,2858.055492369711,volume,28706468.300407633,2858.055492369711,7283.3330078125,208161.69905736123,574337527.70721
FMCCO,8,0.4561183343048133,8.697716417846799,4220.213474343909,734.124400452386,volume,28716876.385360498,734.124400452386,-30.779890060424805,-225.96268336599712,574337301.7445265
IFMK,10,0.45602669489653463,3.669306032409216,227586.2697022767,16701.673446241493,volume,28716865.087226328,16701.673446241493,-74.0,-12359.238350218706,574324942.5061762
SWSDF,9,0.4560101663773107,431.1111211380304,18.390588235294118,158.5677422501104,volume,28716247.12530881,158.5677422501104,74.33682250976562,117.8742211142072,574325060.3803973
ESPR,9,0.4557773397582429,28.73384004831314,1642047.704269487,943646.7217235847,volume,28716253.01901987,943646.7217235847,-78.42024230957031,-740010.0457219518,573585050.3346754
FMCCG,8,0.455757059813718,8.024351748026822,3632.072463768116,582.9005404719554,volume,28679252.516733773,582.9005404719554,-13.763260841369627,-80.22612183090855,573584970.1085536
AMMJ,10,0.45573333765526297,0.283026929022637,306235.34233176836,1733.4569699671267,volume,28679248.505427685,1733.4569699671267,-98.45579528808594,-1706.6888457578916,573583263.4197079
SAH,8,0.45568068738903905,33.8245393699966,301356.72402979224,203865.04752717816,volume,28679163.170985397,203865.04752717816,6.690607070922852,13639.809284993615,573596903.2289928
TRVG,10,0.455622060838387,20.37355802308709,167208.84970238095,68132.78402770213,volume,28679845.16144964,68132.78402770213,-62.58013916015625,-42637.5910582247,573554265.6379346
EXMT,10,0.455404899352656,0.0012312299316733796,8119739.585193889,199.9453282936782,volume,28677713.28189673,199.9453282936782,-46.47887420654297,-92.93233761947805,573554172.705597
BOOM,9,0.4553677418924928,26.276314549416256,154297.00312989045,81087.13176546532,volume,28677708.635279853,81087.13176546532,-25.63197326660156,-20784.231936778055,573533388.4736602
ANIOY,8,0.45529699338355095,5.705947934834983,3674.2973395931144,419.3069863364201,volume,28676669.423683014,419.3069863364201,-14.478641510009766,-60.7099553780759,573533327.7637049
IWGFF,10,0.4551166863877229,3.308918921969088,11459.033736153071,758.3402711407807,volume,28676666.388185248,758.3402711407807,3.40948748588562,25.855516644975996,573533353.6192216
GPRK,8,0.45497558825535767,10.633593258439186,202450.07170846395,43055.43435379304,volume,28676667.68096108,43055.43435379304,-21.02570533752441,-9052.708759019783,573524300.9104625
SIPC,11,0.4548787799829132,0.010864288543680618,1214849.0725205801,263.96941721772725,volume,28676215.045523126,263.96941721772725,-58.649784088134766,-154.8174932569047,573524146.0929693
QXO,9,0.45485128214779097,32.68015685734773,125679.54762838103,82144.54660511995,volume,28676207.304648466,82144.54660511995,-51.77981948852539,-42534.29795179872,573481611.7950175
AUPH,10,0.45479404992594813,8.240210877711037,1868478.4467918624,307933.12844045856,volume,28674080.589750875,307933.12844045856,-10.53273868560791,-32433.791745050872,573449178.0032724
CLLXF,8,0.4547928336274028,1.8933124106636996,12866.52936570086,487.20719460500754,volume,28672458.90016362,487.20719460500754,-28.52612495422364,-138.98133311899198,573449039.0219393
QUIK,9,0.4542111756800509,12.619427671529694,67297.40846726774,16985.09557268151,volume,28672451.951096967,16985.09557268151,23.58413887023925,4005.788527104066,573453044.8104664
MYTAY,10,0.45409637335212283,7.659212077378946,3993.6624852998825,611.7661588076816,volume,28672652.240523323,611.7661588076816,167.1223602294922,1022.3980436847008,573454067.20851
PBT,9,0.453866603110726,9.772880912995348,139983.06624853,27360.756725656443,volume,28672703.360425502,27360.756725656443,-34.850685119628906,-9535.411172806214,573444531.7973372
BNET,8,0.45386489805811303,0.8784242172278056,9904.823943661971,174.01274438980988,volume,28672226.58986686,174.01274438980988,-14.69115161895752,-25.564476114615967,573444506.232861
JELD,9,0.45361560288918745,21.47967318232303,712641.6495726496,306146.1945786418,volume,28672225.311643053,306146.1945786418,74.3564453125,227639.42774816763,573672145.6606092
PGNN,10,0.4535213745875253,8.933653478760759,2193.487259898079,391.9171018001176,volume,28683607.283030465,391.9171018001176,6.216222286224365,24.362438225623546,573672170.0230476
ICLTF,8,0.4534604639725201,5.404829780182868,3178.353448275862,343.5691873837658,volume,28683608.50115238,343.5691873837658,-49.88569641113281,-171.3918817804614,573671998.6311657
CVGI,8,0.453417298709081,6.686750198493455,228155.74588880187,30512.409582187367,volume,28683599.93155829,30512.409582187367,-12.232093811035156,-3732.306564100439,573668266.3246017
SAVE,8,0.45330145640133346,34.65393883537201,3822893.760663507,2649566.531123169,volume,28683413.316230085,2649566.531123169,-34.56795883178711,-915901.067699467,572752365.2569022
TIGCF,10,0.4532879315432369,1.4754619465102492,4110.745782659867,121.3049794818425,volume,28637618.262845114,121.3049794818425,3.8848936557769775,4.712569452031663,572752369.9694717
TMMI,9,0.45320499442451834,0.03092872844137677,172842.71075353218,106.9161052793486,volume,28637618.498473585,106.9161052793486,-62.90523910522461,-67.25583166796791,572752302.71364
OUKPY,8,0.45318701749216117,3.876714988298764,9047.43786750294,701.4867597330091,volume,28637615.135682,701.4867597330091,-7.982745170593262,-55.99790043493793,572752246.7157395
QMCQF,11,0.45315903586903633,0.14289898485396532,65944.89651117209,188.46917535492582,volume,28637612.335786976,188.46917535492582,-42.319942474365234,-79.76004659211515,572752166.9556929
CYD,9,0.45315116620768897,13.95558143072793,45927.06695379796,12818.778454964424,volume,28637608.347784646,12818.778454964424,67.21001434326172,8615.502838212531,572760782.458531
LGO,8,0.45290810320000074,8.143392789275074,48105.240297922384,7834.797339368918,volume,28638039.12292655,7834.797339368918,-76.207275390625,-5970.6855847102315,572754811.7729464
VERI,10,0.45284642922295276,11.345783722176682,638654.1362212944,144920.63405680744,volume,28637740.58864732,144920.63405680744,-40.969120025634766,-59372.70850864437,572695439.0644377
AIOT,9,0.45277253743772566,5.242496090688989,166567.56729264476,17464.596407345307,volume,28634771.953221887,17464.596407345307,63.53410339355469,11095.974738709805,572706535.0391765
CTARF,11,0.4526409666244165,45.10288997382334,580.5639921722113,523.7022772341377,volume,28635326.751958825,523.7022772341377,21.29506492614746,111.52273995672239,572706646.5619165
CESDF,9,0.4526288650790162,3.0594951069634955,19765.10567514677,1209.4248820345592,volume,28635332.328095824,1209.4248820345592,210.31044006347656,2543.5467916440634,572709190.1087081
MOGLF,10,0.45262150046705524,0.23002077041683777,95316.84594276754,438.49708674916855,volume,28635459.505435407,438.49708674916855,248.6714324951172,1090.4169870685141,572710280.5256952
EMOR,9,0.4524887505733281,0.5728423253114546,10959.859436178544,125.56542729014411,volume,28635514.02628476,125.56542729014411,-86.70988464355469,-108.87763715547051,572710171.648058
EDXC,10,0.45245197814435995,0.06770839465015087,531055.8610023493,719.1387963604546,volume,28635508.582402904,719.1387963604546,-74.1012191772461,-532.89061567967,572709638.7574424
CKPT,11,0.45241432727446407,28.49850619868664,163036.14739454095,92925.73314266627,volume,28635481.93787212,92925.73314266627,113.43748474121094,105412.61435437045,572815051.3717967
BCHEY,8,0.4523329172518568,19.510813830604015,1250.8607198748043,488.10621266985254,volume,28640752.568589836,488.10621266985254,8.69565486907959,42.44403164830601,572815093.8158284
BRN,9,0.45214724372833415,2.004996909257112,135712.96087636932,5442.0813420650375,volume,28640754.690791424,5442.0813420650375,-22.48870658874512,-1223.853705337849,572813869.962123
SOS,10,0.4520744335292931,610.8429524921121,174666.261682243,2133873.0997348237,volume,28640693.49810615,2133873.0997348237,51.336307525634766,1095451.656686664,573909321.6188097
HSDT,10,0.4519756238822269,6852.116883919507,95061.32601880877,13027426.340425126,volume,28695466.080940485,13027426.340425126,-94.79701232910156,-12349610.954097431,561559710.6647123
RGP,8,0.45184102227895157,15.111340630806833,202649.43041944335,61246.091434143935,volume,28077985.533235617,61246.091434143935,-20.208152770996094,-12376.70372327576,561547333.960989
DTRK,8,0.4516787711862838,5.00987862351007,1335.121378230227,133.77592105173835,volume,28077366.698049452,133.77592105173835,-98.09791564941406,-131.23139019256104,561547202.7295988
AEXAF,8,0.4514409463188001,68.64150506003345,31817.525430359936,43680.056656515895,volume,28077360.13647994,43680.056656515895,-84.19686889648438,-36777.24003699679,561510425.4895618
RDBBF,11,0.45136111278466073,1.1639867531157941,6917.0318725099605,161.0266694096266,volume,28075521.274478093,161.0266694096266,-32.76286697387695,-52.75695349114058,561510372.7326083
MMATQ,11,0.45123843293986804,185.9234943941261,68813.82320658566,255882.12946376027,volume,28075518.636630416,255882.12946376027,-99.9959945678711,-255871.8802787346,561254500.8523295
CTRYY,9,0.4512002124166388,20.47163314732604,1800.8699090549624,737.334962484632,volume,28062725.042616475,737.334962484632,-43.51531219482422,-320.85361084677766,561254179.9987186
WYNMF,10,0.45118278842265863,1.6846405183702626,19728.55751864939,664.7105472983011,volume,28062708.999935932,664.7105472983011,-28.648679733276367,-190.4307958487988,561253989.5679227
OI,8,0.45112593001447016,16.964747151502298,1560291.7989023912,529399.1170188347,volume,28062699.478396136,529399.1170188347,32.68281173706055,173022.5167529266,561427012.0846757
BPIRY,11,0.4509836614204989,29.09016526095058,16976.19629963899,9876.807117176719,volume,28071350.604233786,9876.807117176719,-0.8867892622947693,-87.58646497268869,561426924.4982107
BZUN,9,0.45096600145023136,21.430869563519337,1136206.312215321,486997.7854866774,volume,28071346.224910535,486997.7854866774,-43.76028060913086,-213111.5974892232,561213812.9007214
MRVGF,11,0.4507797769548951,1.6265822375969827,6691.686128526646,217.69155592471125,volume,28060690.64503607,217.69155592471125,-4.514488697052002,-9.827660686657728,561213803.0730608
LLFLQ,8,0.450756328421215,16.162149269805635,1060505.1128526647,342800.8387063368,volume,28060690.15365304,342800.8387063368,-80.2190170288086,-274991.463176735,560938811.609884
PRPO,11,0.4507426715625493,121.09081290682875,45513.5908607864,110225.55431282872,volume,28046940.580494203,110225.55431282872,-5.818171977996826,-6413.112313620673,560932398.4975704
CBTC,10,0.4506079842367076,0.0017765753482767172,17109188.89589041,607.915264428973,volume,28046619.924878523,607.915264428973,-26.815649032592773,-163.01642372483172,560932235.4811466
HALB,9,0.4505341254103636,0.007783150494986877,2531264.1912225704,394.0242028571301,volume,28046611.77405733,394.0242028571301,-46.37385177612305,-182.72419979501592,560932052.7569468
RDNT,8,0.4505053178179654,19.661183851646562,304656.0976087809,119797.99093222844,volume,28046602.63784734,119797.99093222844,20.620588302612305,24703.050504935647,560956755.8074517
RSCF,9,0.45047259454976407,0.10084429623355397,87830.14660917288,177.1433864578381,volume,28047837.790372588,177.1433864578381,-14.285722732543944,-25.306213028405544,560956730.5012387
RVYL,11,0.4504341996173911,17.377346483645184,26942.567620540965,9363.806654023603,volume,28047836.525061935,9363.806654023603,5.173903465270996,484.4743169538033,560957214.9755557
MESO,11,0.45038187123616674,13.59928651278461,151642.53469227755,41244.60553610325,volume,28047860.748777784,41244.60553610325,60.743446350097656,25053.394836132284,560982268.3703918
AFMJF,8,0.45022466794837696,0.3814417060715305,116189.49100156495,886.3903535043936,volume,28049113.418519594,886.3903535043936,-17.70270538330078,-156.91507282688113,560982111.4553189
TPB,8,0.4500624551677651,29.074281257437693,140988.6297833103,81982.8615284144,volume,28049105.572765946,81982.8615284144,-33.8471565246582,-27748.867464916213,560954362.587854
LRAXF,9,0.4498657337290463,0.5082593879358341,14172.761662093297,144.0687833547199,volume,28047718.129392702,144.0687833547199,83.9999771118164,121.01774504323707,560954483.605599
TUPBQ,11,0.4496609596535803,30.14955543979792,1709064.1102825745,1030550.4628626677,volume,28047724.180279955,1030550.4628626677,-99.66096496582033,-1027056.5357486625,559927427.0698504
CTRYF,8,0.4495477473728059,0.8301409531746442,6409.796397807361,106.42068982662408,volume,27996371.353492524,106.42068982662408,-88.26879119873047,-93.93625649531141,559927333.1335939
CLPXY,10,0.4494759690234149,9.978139851367745,9615.566953797965,1918.9094363037243,volume,27996366.656679697,1918.9094363037243,-6.911196708679199,-132.61960580435755,559927200.513988
MOGLF,9,0.4494511386411102,0.23002077041683777,95316.84594276754,438.49708674916855,volume,27996360.025699403,438.49708674916855,349.1227722167969,1530.89318534859,559928731.4071734
INGN,8,0.44943552468316855,56.47291654383421,272301.08232065855,307552.7259338056,volume,27996436.57035867,307552.7259338056,-82.77245330810547,-254568.93647136478,559674162.470702
DXC,9,0.4493649404031299,39.82359732252224,2584864.3848864525,2058771.9679409445,volume,27983708.123535104,2058771.9679409445,-24.354957580566406,-501413.03947260923,559172749.4312295
BCDA,8,0.4492131218906413,176.46582786503345,42116.54186228482,148642.6085308086,volume,27958637.471561477,148642.6085308086,-71.59300231933594,-106417.70617298323,559066331.7250565
TBPMQ,10,0.4490481321197005,0.21602098475343187,126106.26677128286,544.8319986302301,volume,27953316.586252827,544.8319986302301,-93.92097473144533,-511.71152376232703,559065820.0135328
BRRAY,9,0.4489687483750611,6.8780007990126695,1208.8708920187794,166.29229922416647,volume,27953291.00067664,166.29229922416647,-21.899227142333984,-36.41672832730991,559065783.5968044
INVE,11,0.4489575062995905,7.163120344917899,88389.2873382987,12662.86204811523,volume,27953289.179840222,12662.86204811523,-3.430916309356689,-434.45219924012383,559065349.1446052
HDSN,8,0.4489444325598872,5.080393808096834,484709.42319749214,49250.29504677454,volume,27953267.45723026,49250.29504677454,201.29444885253903,99138.10997265414,559164487.2545778
CPA,8,0.4488469859922755,87.84855915628192,446927.8476898982,785239.3493275157,volume,27958224.36272889,785239.3493275157,19.94502639770508,156616.19550854064,559321103.4500862
AXDX,8,0.448836657502368,127.14072760697076,37890.393974960876,96348.24518582615,volume,27966055.172504313,96348.24518582615,-91.05638122558594,-87731.2254405681,559233372.2246456
TPHS,9,0.4485576231922374,3.8470741330793645,357272.0105965463,27489.038208784597,volume,27961668.61123228,27489.038208784597,-96.2166748046875,-26449.038500282568,559206923.1861453
MTUS,9,0.4485354396434912,14.828573120196442,512062.590748726,151863.1513806942,volume,27960346.159307268,151863.1513806942,-7.711377620697021,-11710.741069656091,559195212.4450756
MVO,9,0.4484752122127241,8.38931399459981,56493.870246961975,9478.896325438878,volume,27959760.622253783,9478.896325438878,-31.258708953857425,-2962.980614406825,559192249.4644612
FMCCT,8,0.4483644999071846,8.938441058770376,5685.251860556208,1016.3457731969257,volume,27959612.47322306,1016.3457731969257,-23.00385284423828,-233.79868605485655,559192015.6657752
CHOOF,9,0.4483417641716383,0.13527411670043557,185736.61731296513,502.5071369187637,volume,27959600.783288762,502.5071369187637,-98.48933410644533,-494.9159329886539,559191520.7498422
CLSK,10,0.4481468826643953,16.37905398197015,6113937.157093765,2002810.1347682378,volume,27959576.03749211,2002810.1347682378,122.38400268554688,2451119.2091211653,561642639.9589633
BLOZF,10,0.4481378115211461,0.5547070420479784,186165.19835680752,2065.3429302555974,volume,28082131.997948166,2065.3429302555974,23.88045120239257,493.21321062175275,561643133.172174
MGM,8,0.4480327983504384,31.383784777694757,8051258.779302235,5053579.454382936,volume,28082156.6586087,5053579.454382936,-6.868938446044922,-347127.26204353664,561296005.9101305
DAIO,8,0.44782243305370595,4.517128038985149,43189.1327329679,3901.8168489508116,volume,28064800.295506526,3901.8168489508116,-32.76548767089844,-1278.449318584016,561294727.4608119
APPS,11,0.44776901637198574,13.695813762376753,1817516.9354460095,497847.4691566856,volume,28064736.373040594,497847.4691566856,-37.07841110229492,-184593.9312762868,561110133.5295355
TCTM,10,0.4476965622066149,29.919407346590962,66024.08748528834,39508.03136318601,volume,28055506.676476777,39508.03136318601,-65.84062957763672,-26012.336583251843,561084121.1929524
AOCIF,9,0.4476877029238476,18.429427855358064,668.5054773082942,246.4034692992983,volume,28054206.05964762,246.4034692992983,-28.68771171569824,-70.68751693006172,561084050.5054355
BPT,8,0.4476306538989403,17.931756505897162,286953.7965571205,102911.71216610073,volume,28054202.525271773,102911.71216610073,-17.6842041015625,-18199.11722386578,561065851.3882116
FSUMF,8,0.44761342226387824,8.515507257643094,9640.64786525656,1641.9001372994728,volume,28053292.56941058,1641.9001372994728,21.29101181030273,349.57715214580753,561066200.9653637
CWGYF,10,0.44755439092091676,0.2242106933522489,75503.73179326547,338.57488112100583,volume,28053310.048268188,338.57488112100583,-50.83657455444336,-172.1198718636981,561066028.8454919
CYH,11,0.44740945532893994,10.329473420849235,2608084.788175411,538802.8499755823,volume,28053301.442274597,538802.8499755823,-6.170091152191162,-33244.62697409723,561032784.2185178
MWSNF,8,0.4473631584709707,0.234288514253323,36827.32261858095,172.56437400470256,volume,28051639.210925892,172.56437400470256,90.07633972167967,155.43967176706576,561032939.6581895
XERI,9,0.4473297502836327,0.05246007075658686,317555.94581861014,333.180147736383,volume,28051646.98290948,333.180147736383,-53.44351959228516,-178.06319753309847,561032761.5949919
FMCC,8,0.44728547627259946,1.7498394047518222,2317769.8245201726,81114.49940180228,volume,28051638.0797496,81114.49940180228,-26.363636016845703,-21384.73137917764,561011376.8636128
PEXNY,8,0.44719689899201387,9.023292832634393,2812.436299490396,507.5487260686497,volume,28050568.84318064,507.5487260686497,287.5036315917969,1459.221019545269,561012836.0846323
MXC,8,0.44709738219951767,7.26714762740395,66341.0239121913,9642.200290460594,volume,28050641.804231614,9642.200290460594,10.926594734191896,1053.564149197703,561013889.6487815
USIO,9,0.4470211023466805,2.5097997255497555,94375.8924224578,4737.291778007957,volume,28050694.48243908,4737.291778007957,-17.838468551635742,-845.0603040191751,561013044.5884776
CBGPY,8,0.4469247701590594,32.532060709730935,2639.383020344288,1717.2913730814676,volume,28050652.22942388,1717.2913730814676,-47.82402038574219,-821.277776345073,561012223.3107013
SPPJY,9,0.4468255033923902,3.857996860843974,4077.65778126225,314.63181839411527,volume,28050611.165535063,314.63181839411527,-0.7484015226364136,-2.3547093195601945,561012220.9559919
DDDX,10,0.44673686529859036,0.05214248223233155,104301.20242756461,108.77047188780207,volume,28050611.047799595,108.77047188780207,-80.81034851074219,-87.89779740931172,561012133.0581944
OLB,10,0.44673048744824273,66.53432579958313,29769.504508036065,39613.8782365966,volume,28050606.652909722,39613.8782365966,-79.61797332763672,-31539.76700845597,560980593.2911859
GHAV,10,0.4466442965912634,0.03883838670311116,385291.05168363353,299.28165717074694,volume,28049029.664559294,299.28165717074694,-78.58866119384766,-235.20144756925097,560980358.0897382
LCTX,9,0.4466046706695827,2.0717795389930393,648498.9502156017,26870.93712230299,volume,28049017.904486913,26870.93712230299,-18.710832595825195,-5027.77606188356,560975330.3136764
