security,block,model_proba,avg_price,avg_volume,position_size,binding_constraint,capital_cap,volume_cap,expected_return_pct,pnl,cumulative_equity
ERINQ,9,0.702688395601476,1.0075128047374107,66394.17971808928,1337.8597245202368,volume,49999990.03360007,1337.8597245202368,0.0,0.0,999999800.6720014
FERL,10,0.6965139148769163,3.327463655291226,7946.844889779559,528.8567508995658,volume,49999990.03360007,528.8567508995658,-95.0,-502.41391335458746,999999298.2580881
LLLI,10,0.6878119054723135,0.020647354030487657,404795.3547628381,167.15905999370335,volume,49999964.91290441,167.15905999370335,22.32778549194336,37.32291634574299,999999335.5810045
VTGDF,9,0.6869968158887443,0.03709676867101842,518597.7809187279,384.7660382409108,volume,49999966.77905023,384.7660382409108,-90.0,-346.28943441681974,999998989.2915701
DTGI,10,0.6867186752944132,0.18297173061022295,194497.19146436962,711.749754421272,volume,49999949.46457851,711.749754421272,-59.95993041992188,-426.76465751495954,999998562.5269126
BITCF,8,0.6781075495840588,0.11040406880622156,145710.1975743349,321.73997357530016,volume,49999928.126345634,321.73997357530016,-47.61905288696289,-153.20952817532262,999998409.3173845
MVNC,10,0.6745909177730333,6.406287777390563,2453.1156409251275,314.3072949396852,volume,49999920.465869226,314.3072949396852,-99.43567657470705,-312.53358524693596,999998096.7837992
CSTPF,8,0.6745645512264888,1.455482657545902,5674.747063429914,165.18991873563547,volume,49999904.83918996,165.18991873563547,147.82606506347656,244.19375674844454,999998340.9775559
GNCAQ,11,0.6716906597794119,17.102471194710706,384454.06345475913,131502.29091849,volume,49999917.0488778,131502.29091849,7.275958523678128e-06,0.009568052144915882,999998340.987124
AMBS,11,0.6694825809955565,0.7905992443105344,832581.1529135706,13164.760606413249,volume,49999917.0493562,13164.760606413249,0.0,0.0,999998340.987124
EAPH,10,0.6691814440604127,0.006920536428362031,1873819.509788567,259.3567235533452,volume,49999917.0493562,259.3567235533452,399.99993896484375,1037.4267359145992,999999378.4138598
VGID,11,0.6683298803912061,0.0006085276814932557,20533832.444444444,249.90810899177538,volume,49999968.920692995,249.90810899177538,0.0,0.0,999999378.4138598
SEII,11,0.6675372151845768,121.10142609929511,896318.0615444924,2170907.909831876,volume,49999968.920692995,2170907.909831876,0.0,0.0,999999378.4138598
XFCI,9,0.6640915874602138,189.04066327066465,465.332548095799,1759.335470669166,volume,49999968.920692995,1759.335470669166,-9.090904235839844,-159.93950282569605,999999218.474357
FFRMF,8,0.6636071937886507,0.12607417961156167,188411.670846395,475.07693662405677,volume,49999960.92371786,475.07693662405677,-56.521732330322266,-268.5217144817441,999998949.9526426
CCTL,9,0.6631464023154301,0.009405700390930149,26500657.079029735,4985.144812962716,volume,49999947.49763213,4985.144812962716,-76.74418640136719,-3825.8088276381945,999995124.1438149
INCC,8,0.6618977581324692,1.0864462429864863,17595.061128526646,382.3217611641068,volume,49999756.20719075,382.3217611641068,-76.87861633300781,-293.92367992295215,999994830.220135
AGTK,8,0.6606123663814552,1.4386645340618514,87141.82120500783,2507.356952024075,volume,49999741.51100675,2507.356952024075,-44.44445037841797,-1114.3810163521532,999993715.8391186
VRUS,10,0.6601302219156377,8.877203876830805,4675468.808009423,830101.7965692552,volume,49999685.79195593,830101.7965692552,7.275958523678128e-06,0.06039786242268599,999993715.8995165
BBBT,8,0.6595188429489165,0.0203450078546401,3230141.906885759,1314.3452493438585,volume,49999685.794975825,1314.3452493438585,-99.1785888671875,-1303.549071142156,999992412.3504454
