Block_Size,Stride,Num_Blocks,Num_Dropout_Events,Dropout_Avg_Return,Dropout_Median_Return,Dropout_Positive_Pct,Dropout_Std_Return,Num_Acquisition_Events,Acq_Avg_Return,Acq_Median_Return,Acq_Positive_Pct,Label
200,200,8,12128,455.337890625,-2.127274513244629,46.28957783641161,10010.3349609375,18841,325.3494567871094,-15.769225120544434,37.59885356403588,baseline
200,50,38,79025,410.9895181551017,-0.554145336151123,11.044606137298324,16612.967232423573,71310,556.651436661888,0.0,12.424624877296312,sliding
