Block_ID,Cluster_ID,Total_Securities,Top_Performers,Enrichment_Pct
3,37,161,5,3.1055900621118013
3,57,129,1,0.7751937984496124
3,9,341,4,1.1730205278592376
3,58,99,2,2.0202020202020203
3,34,234,4,1.7094017094017095
3,54,233,0,0.0
3,13,221,3,1.3574660633484164
3,38,178,0,0.0
3,39,77,0,0.0
3,26,126,3,2.380952380952381
3,28,58,0,0.0
3,59,80,1,1.25
3,52,140,5,3.571428571428571
3,60,114,1,0.8771929824561403
3,48,64,2,3.125
3,55,95,1,1.0526315789473684
3,35,263,2,0.7604562737642585
3,22,246,3,1.2195121951219512
3,45,286,5,1.7482517482517483
3,2,115,1,0.8695652173913043
3,51,103,2,1.9417475728155338
3,15,255,3,1.1764705882352942
3,32,194,4,2.0618556701030926
3,1,94,2,2.127659574468085
3,30,165,0,0.0
3,19,179,0,0.0
3,8,74,3,4.054054054054054
3,49,112,1,0.8928571428571428
3,29,163,0,0.0
3,42,74,1,1.3513513513513513
3,56,195,0,0.0
3,5,97,5,5.154639175257731
3,25,102,1,0.9803921568627451
3,4,63,2,3.1746031746031744
3,27,68,0,0.0
3,41,200,0,0.0
3,44,128,5,3.90625
3,14,39,2,5.128205128205128
3,47,78,12,15.384615384615385
3,0,77,1,1.2987012987012987
3,10,60,0,0.0
3,21,99,0,0.0
4,53,466,2,0.4291845493562232
4,49,326,0,0.0
4,13,7711,44,0.5706134094151213
4,34,132,1,0.7575757575757576
4,15,189,1,0.5291005291005291
4,64,324,1,0.30864197530864196
4,4,72,1,1.3888888888888888
4,25,402,13,3.233830845771144
4,55,230,2,0.8695652173913043
4,19,121,2,1.6528925619834711
4,17,102,2,1.9607843137254901
4,61,118,1,0.847457627118644
