Block_ID,Cluster_ID,Security,Cluster_Size
6,38,QIPT,401
6,38,RBBN,401
6,38,RCI,401
6,38,REGN,401
6,38,RHUHF,401
6,38,RLGT,401
6,38,RMIAF,401
6,38,RNECF,401
6,38,RNECY,401
6,38,ROII,401
6,38,RPGLF,401
6,38,RTO,401
6,38,RTSO,401
6,38,RUSHA,401
6,38,RUSHB,401
6,38,RWCB,401
6,38,RYES,401
6,38,RZB,401
6,38,RZLT,401
6,38,SACH,401
6,38,SAPIF,401
6,38,SBSW,401
6,38,SCEYF,401
6,38,SCVPF,401
6,38,SDVI,401
6,38,SEIGF,401
6,38,SEKEF,401
6,38,SEKEY,401
6,38,SELF,401
6,38,SGAPY,401
6,38,SGIOY,401
6,38,SGLDF,401
6,38,SGLY,401
6,38,SGU,401
6,38,SHO,401
6,38,SIF,401
6,38,SLNG,401
6,38,SLROF,401
6,38,SMTOF,401
6,38,SMTOY,401
6,38,SNGNF,401
6,38,SNGY,401
6,38,SODI,401
6,38,SPTN,401
6,38,SPVNF,401
6,38,STCB,401
6,38,STKAF,401
