Block_ID,Cluster_ID,Mean_Return,Std_Return,Num_Observations,Num_Securities
9,46,90.63750330546458,231.60240707403173,62,62
0,43,90.1080495505473,364.0884913239483,89,89
1,28,89.79046773237623,284.1352694552635,137,137
3,41,89.4533424316899,366.999593912976,200,200
8,16,89.32828652144764,400.0770717498826,175,175
8,7,88.72290046625255,387.7565492076668,330,330
6,34,88.48223105396245,386.6871614768003,90,90
0,27,88.39195882270933,402.4170450219059,88,88
6,49,87.93265342198492,458.2891080851519,178,178
9,9,87.59484420857582,263.42147294283046,131,131
7,45,86.78937462197196,536.4406787041394,223,223
5,15,86.21279371770959,412.851510131077,304,304
6,41,85.2832475373375,522.8375465848404,261,261
6,16,83.57458706205679,550.2909857620672,155,155
9,43,81.74127448037736,232.1351044018132,182,182
7,33,81.44500745172208,235.24248786367326,63,63
9,64,80.52516124869975,244.70419830947992,152,152
9,14,80.06994973616193,263.66873367016103,285,285
0,32,78.62710274351852,430.48487425144356,286,286
9,13,77.38500535328427,515.4954794054717,355,355
8,62,76.78260418107611,254.45001097783887,73,73
5,8,76.11827808043704,228.19337328561642,158,158
2,7,75.88243032470345,305.18023308481406,353,353
8,2,75.68259142035721,307.1681372753756,300,300
5,14,75.32679811920269,364.60864461410256,79,79
4,37,74.00533929560721,421.02851267320153,186,186
4,60,73.92842477845022,273.75379656263635,146,146
6,10,73.61638181494976,327.77609003316405,342,342
8,15,71.77803011047695,291.91922534253695,185,185
0,34,71.34564319108296,487.22538737681333,362,362
3,11,71.29250306821064,257.0733166910231,152,152
4,41,70.60492908454957,329.500249248908,300,300
5,45,70.26085935673372,374.5121589319659,48,48
1,27,69.43083821389209,227.14259764897332,157,157
7,40,68.73341608012,251.72453964594055,262,262
6,72,68.45173760588374,132.0118757741128,72,72
0,16,68.35512892322973,224.41609269770524,77,77
8,23,68.3533502037976,176.41603029140921,300,300
6,22,67.67223749390487,215.5382578946092,340,340
3,23,66.98259921426714,158.67030695434775,65,65
6,7,65.64510134053457,180.4080752306983,229,229
8,0,65.60433409017303,149.39039871172656,221,221
9,5,65.30630889680421,250.71403064793301,78,78
0,14,65.28352393284854,316.9904548094712,134,134
5,6,64.12839415155288,258.9592920141852,90,90
2,2,63.244340132077454,208.9454147241148,140,140
3,24,63.17125778899553,240.33291884623753,174,174
2,19,63.105354825546875,488.60795563229533,624,624
4,51,62.828500394377784,356.8017126554719,452,452
6,12,62.00206121275711,176.78504854971214,98,98
4,20,61.61423728846881,211.1951559855588,110,110
3,19,61.15371793323293,240.92567748237076,179,179
9,75,59.88795207077714,239.7838919885733,174,174
9,67,59.7067516375766,253.4222260262366,332,332
8,24,59.302448046591444,170.0888216720989,355,355
4,50,56.3789037238435,231.83928099673997,342,342
7,42,55.44796677535105,148.36273996063667,276,276
1,15,53.05753103652958,202.54041684183872,73,73
6,30,53.00830638496638,126.48403116560245,66,66
1,40,52.76064753928329,116.64002551028949,202,202
3,20,52.32528689530899,165.36461797483614,415,415
6,37,51.47136089845479,298.8409020905572,310,310
6,67,51.31709996028103,164.581423981947,245,245
7,46,51.15620286690415,129.05821596980698,156,156
1,43,50.038006362800694,261.0830250119474,134,134
3,17,49.75758413863554,139.87215399176569,461,461
2,25,49.01260378792356,89.95144424142174,273,273
9,71,48.90535923545847,129.29725222355557,176,176
8,11,48.70780276772743,148.538946123896,162,162
5,7,48.122490470794425,217.09375143428304,109,109
7,57,47.849413724022256,201.64071929987654,233,233
5,17,47.00213569723924,124.83054456179248,478,478
9,54,46.775444137025524,149.06900223416594,220,220
0,41,46.15893291980377,211.04654507158608,50,50
0,22,45.73812779728702,112.82073311587271,297,297
4,49,45.20666503372809,93.46925775129316,326,326
5,21,45.16895672378311,165.315104287134,109,109
8,10,43.9897627836266,141.07794029452964,287,287
7,38,41.98574432848114,76.5418054025838,104,104
9,41,41.700938404268854,151.2358383363047,91,91
9,40,39.34399428577509,120.31633541950615,157,157
3,30,39.24715776006462,71.59279441065526,165,165
1,59,38.63923568928395,123.37397070939932,75,75
6,18,36.87693629242064,179.40657512582192,124,124
5,18,36.47301671408703,125.34723509378841,426,426
2,16,36.3161461903559,65.64065746144114,144,144
2,3,34.61232986653263,104.1440256698836,207,207
4,36,30.618188588744957,79.36768530495513,149,149
1,16,30.432796921511994,106.67062837737572,79,79
5,63,30.1244652615797,113.04170620603605,142,142
8,5,29.95114254124829,105.60601877452085,116,116
9,60,29.313017850882062,83.92855722829171,135,135
6,53,27.70081669325087,68.08983601884844,72,72
4,39,27.500340742729396,160.47455338444578,128,128
9,39,26.678704093466994,53.150176414169955,60,60
9,38,26.286935379873533,62.62457525568079,168,168
3,29,25.706486102617646,50.595941005060126,163,163
1,36,23.40571344378608,55.688440800512005,82,82
2,5,22.689723628375546,68.68519666348784,156,156
6,48,19.264652202141516,154.3656999121885,111,111
1,22,16.76138804447029,158.89311760468337,104,104
6,56,11.782684016070663,25.890508549235573,53,53
1,14,11.50772557125042,51.13653585759338,71,71
1,13,8.001512670938766,42.08014446798103,76,76
9,29,-81.61147600047887,12.352570697391302,39,39
